  x,     y,    Z,    camp
    0.63810E+00,    0.73570E+01,    0.00000E+00,    0.56022E-01
    0.64039E+00,    0.71133E+01,    0.00000E+00,    0.54782E-01
    0.64314E+00,    0.71725E+01,    0.00000E+00,    0.55338E-01
    0.77036E+00,    0.71023E+01,    0.00000E+00,    0.55435E-01
    0.71884E+00,    0.71250E+01,    0.00000E+00,    0.55150E-01
    0.79079E+00,    0.71875E+01,    0.00000E+00,    0.55787E-01
    0.73614E+00,    0.71837E+01,    0.00000E+00,    0.55777E-01
    0.69741E+00,    0.72090E+01,    0.00000E+00,    0.55458E-01
    0.70017E+00,    0.72682E+01,    0.00000E+00,    0.55877E-01
    0.82879E+00,    0.72287E+01,    0.00000E+00,    0.56122E-01
    0.66202E+00,    0.74584E+01,    0.00000E+00,    0.56545E-01
    0.59319E+00,    0.74925E+01,    0.00000E+00,    0.56369E-01
    0.70451E+00,    0.76395E+01,    0.00000E+00,    0.57340E-01
    0.62151E+00,    0.76416E+01,    0.00000E+00,    0.57300E-01
    0.67520E+00,    0.73932E+01,    0.00000E+00,    0.56196E-01
    0.71769E+00,    0.74894E+01,    0.00000E+00,    0.56630E-01
    0.75269E+00,    0.73082E+01,    0.00000E+00,    0.56134E-01
    0.77425E+00,    0.74040E+01,    0.00000E+00,    0.56563E-01
    0.76421E+00,    0.74602E+01,    0.00000E+00,    0.56745E-01
    0.83332E+00,    0.73949E+01,    0.00000E+00,    0.56537E-01
    0.86428E+00,    0.74486E+01,    0.00000E+00,    0.56869E-01
    0.47326E+00,    0.74297E+01,    0.00000E+00,    0.55907E-01
    0.48932E+00,    0.74969E+01,    0.00000E+00,    0.56213E-01
    0.52428E+00,    0.73996E+01,    0.00000E+00,    0.55970E-01
    0.54565E+00,    0.74691E+01,    0.00000E+00,    0.56266E-01
    0.10047E+01,    0.74486E+01,    0.00000E+00,    0.57285E-01
    0.94908E+00,    0.73945E+01,    0.00000E+00,    0.56996E-01
    0.95983E+00,    0.74898E+01,    0.00000E+00,    0.57100E-01
    0.92273E+00,    0.74537E+01,    0.00000E+00,    0.56871E-01
    0.11278E+01,    0.74411E+01,    0.00000E+00,    0.57578E-01
    0.10721E+01,    0.73869E+01,    0.00000E+00,    0.57336E-01
    0.10829E+01,    0.74822E+01,    0.00000E+00,    0.57449E-01
    0.10457E+01,    0.74461E+01,    0.00000E+00,    0.57273E-01
    0.81937E+00,    0.74898E+01,    0.00000E+00,    0.56754E-01
    0.10448E+01,    0.76573E+01,    0.00000E+00,    0.58002E-01
    0.78702E+00,    0.76359E+01,    0.00000E+00,    0.57304E-01
    0.12508E+01,    0.74335E+01,    0.00000E+00,    0.57822E-01
    0.11951E+01,    0.73794E+01,    0.00000E+00,    0.57632E-01
    0.12059E+01,    0.74747E+01,    0.00000E+00,    0.57722E-01
    0.11688E+01,    0.74386E+01,    0.00000E+00,    0.57569E-01
    0.13035E+01,    0.73118E+01,    0.00000E+00,    0.57712E-01
    0.13592E+01,    0.73558E+01,    0.00000E+00,    0.57893E-01
    0.13299E+01,    0.72492E+01,    0.00000E+00,    0.57822E-01
    0.13855E+01,    0.72933E+01,    0.00000E+00,    0.58004E-01
    0.13738E+01,    0.74091E+01,    0.00000E+00,    0.58040E-01
    0.13182E+01,    0.73651E+01,    0.00000E+00,    0.57897E-01
    0.13289E+01,    0.74570E+01,    0.00000E+00,    0.57930E-01
    0.12918E+01,    0.74277E+01,    0.00000E+00,    0.57817E-01
    0.12088E+01,    0.76472E+01,    0.00000E+00,    0.58112E-01
    0.11268E+01,    0.76522E+01,    0.00000E+00,    0.58090E-01
    0.15086E+01,    0.72655E+01,    0.00000E+00,    0.58284E-01
    0.14529E+01,    0.72215E+01,    0.00000E+00,    0.58126E-01
    0.14822E+01,    0.73281E+01,    0.00000E+00,    0.58165E-01
    0.14266E+01,    0.72840E+01,    0.00000E+00,    0.58000E-01
    0.14383E+01,    0.71682E+01,    0.00000E+00,    0.57948E-01
    0.14939E+01,    0.72122E+01,    0.00000E+00,    0.58124E-01
    0.14689E+01,    0.71052E+01,    0.00000E+00,    0.58115E-01
    0.15246E+01,    0.71492E+01,    0.00000E+00,    0.58278E-01
