tita [grados], phi [V]
0.0, 0.49989
0.0, 0.35055
0.351556761608, 0.49989
0.351557930283, 0.35056
0.703147948767, 0.35057
0.703168821414, 0.49989
1.05473218196, 0.35058
1.05473522651, 0.49989
1.40623524952, 0.49989
1.40624996393, 0.3506
1.75784973424, 0.35063
1.75787547603, 0.49989
2.10940010391, 0.35066
2.10940944265, 0.49989
2.46086800008, 0.49989
2.4608746415, 0.3507
2.81246971861, 0.35074
2.81250586287, 0.49989
3.16394912211, 0.35079
3.16397129803, 0.49989
3.34698910492, 0.41952
3.51563608064, 0.35085
3.51570371997, 0.49989
3.86722450231, 0.35091
3.86728123565, 0.49989
4.21863118936, 0.35098
4.21873471178, 0.49989
4.57034100707, 0.35105
4.570380163, 0.49989
4.92182953122, 0.35112
4.9219191698, 0.49989
5.27326839221, 0.49989
5.27365140111, 0.35121
5.6247672977, 0.35129
5.62490622532, 0.49989
5.9762580441, 0.49989
5.97665734809, 0.35139
6.32778934, 0.35149
6.3280433188, 0.49989
6.67952898451, 0.3516
6.67984504881, 0.49989
7.03106807211, 0.49989
7.03138825123, 0.35171
7.38254630018, 0.35182
7.38299165827, 0.49989
7.73384219085, 0.35195
7.73435509632, 0.49989
8.08570059709, 0.49989
8.08591928301, 0.35207
8.43727563354, 0.49989
8.43745459012, 0.35221
8.78885040908, 0.49989
8.7889865448, 0.35235
9.14074293633, 0.49989
9.14083147742, 0.35249
9.49208766569, 0.49989
9.4926902974, 0.35264
9.84342438067, 0.49989
9.84397475214, 0.3528
10.1951768578, 0.49989
10.1956693367, 0.35296
10.3775232129, 0.41935
10.5469388605, 0.49989
10.5473696444, 0.35312
10.897929554, 0.3533
10.8981212694, 0.49989
11.2498173735, 0.49989
11.250116273, 0.35348
11.6009540127, 0.49989
11.6011823839, 0.35366
11.9532539934, 0.49989
11.953401826, 0.35385
12.3050132311, 0.49989
12.3050788531, 0.35404
12.6561891671, 0.35424
12.6562074103, 0.49989
13.0079918449, 0.35445
13.0081020521, 0.49989
13.3592477528, 0.35466
13.3600093924, 0.49989
13.7104867319, 0.35488
13.7107896199, 0.49989
14.0625145171, 0.3551
14.0629251129, 0.49989
14.4134377342, 0.35533
14.4145104914, 0.4999
14.7655218894, 0.4999
14.7657906345, 0.35556
15.1168766726, 0.4999
