  x,     y,   camp
    0.19774E+02,    0.50650E+01,    0.98775E-02
    0.44464E+02,    0.13291E+02,    0.99599E-02
    0.37193E+02,    0.60203E+01,    0.99375E-02
    0.26854E+02,    0.11085E+02,    0.99184E-02
    0.19786E+02,    0.94912E+02,    0.98775E-02
    0.13185E+02,    0.89942E+02,    0.98411E-02
    0.40502E+01,    0.36696E+01,    0.98089E-02
    0.27893E+01,    0.15035E+02,    0.96983E-02
    0.13167E+02,    0.10032E+02,    0.98412E-02
    0.68395E+01,    0.86363E+01,    0.98236E-02
    0.13576E+02,    0.18478E+02,    0.97585E-02
    0.25290E+02,    0.20198E+02,    0.99030E-02
    0.18619E+02,    0.22624E+02,    0.98443E-02
    0.17953E+02,    0.28456E+02,    0.97834E-02
    0.40502E+01,    0.96330E+02,    0.98089E-02
    0.68458E+01,    0.91361E+02,    0.98236E-02
    0.13717E+02,    0.30116E+02,    0.96182E-02
    0.10372E+02,    0.28822E+02,    0.95096E-02
    0.47519E+01,    0.19066E+02,    0.96499E-02
    0.19626E+01,    0.22490E+02,    0.94632E-02
    0.42792E+01,    0.25694E+02,    0.94191E-02
    0.87385E+01,    0.25750E+02,    0.93959E-02
    0.92112E+01,    0.21114E+02,    0.97007E-02
    0.39458E+02,    0.24658E+02,    0.99895E-02
    0.30623E+02,    0.26500E+02,    0.99783E-02
    0.27956E+01,    0.84962E+02,    0.96983E-02
    0.37188E+02,    0.94026E+02,    0.99374E-02
    0.44458E+02,    0.86756E+02,    0.99599E-02
    0.26861E+02,    0.88938E+02,    0.99182E-02
    0.25336E+02,    0.79784E+02,    0.99042E-02
    0.13709E+02,    0.33825E+02,    0.96166E-02
    0.16031E+02,    0.35986E+02,    0.99099E-02
    0.21199E+02,    0.45566E+02,    0.10315E-01
    0.96205E+00,    0.28402E+02,    0.91032E-02
    0.32786E+01,    0.28178E+02,    0.89934E-02
    0.44994E+02,    0.31254E+02,    0.10012E-01
    0.27637E+02,    0.32722E+02,    0.99849E-02
    0.21471E+02,    0.39424E+02,    0.10210E-01
    0.21638E+02,    0.32252E+02,    0.99661E-02
    0.19723E+02,    0.36072E+02,    0.99391E-02
    0.46108E+02,    0.54053E+02,    0.10056E-01
    0.46108E+02,    0.45953E+02,    0.10057E-01
    0.41102E+02,    0.40654E+02,    0.10076E-01
    0.31665E+02,    0.52383E+02,    0.10141E-01
    0.47704E+01,    0.80923E+02,    0.96503E-02
    0.21766E+02,    0.67560E+02,    0.99697E-02
    0.19865E+02,    0.63735E+02,    0.99513E-02
    0.14841E+02,    0.38410E+02,    0.97777E-02
    0.96205E+00,    0.30857E+02,    0.85436E-02
    0.11337E+02,    0.35135E+02,    0.92739E-02
    0.94372E+01,    0.34669E+02,    0.92244E-02
    0.51002E+01,    0.30837E+02,    0.88376E-02
    0.77341E+01,    0.31425E+02,    0.90399E-02
    0.79691E+01,    0.33513E+02,    0.87734E-02
    0.34163E+02,    0.42981E+02,    0.10067E-01
    0.25282E+02,    0.41435E+02,    0.10101E-01
    0.29533E+02,    0.38553E+02,    0.10128E-01
    0.31228E+02,    0.48640E+02,    0.10182E-01
    0.26034E+02,    0.47803E+02,    0.10240E-01
    0.24718E+02,    0.45026E+02,    0.10327E-01
    0.19748E+01,    0.77502E+02,    0.94627E-02
    0.96720E+00,    0.71606E+02,    0.91065E-02
    0.13804E+02,    0.69813E+02,    0.96224E-02
    0.18051E+02,    0.71438E+02,    0.97886E-02
    0.18696E+02,    0.77282E+02,    0.98444E-02
    0.13621E+02,    0.81466E+02,    0.97591E-02
    0.92561E+01,    0.78846E+02,    0.97009E-02
    0.45039E+02,    0.68867E+02,    0.10012E-01
    0.39497E+02,    0.75509E+02,    0.99888E-02
    0.30701E+02,    0.73626E+02,    0.99763E-02
    0.27777E+02,    0.67246E+02,    0.99895E-02
    0.30071E+02,    0.61753E+02,    0.10114E-01
    0.34645E+02,    0.57444E+02,    0.10065E-01
    0.41146E+02,    0.59474E+02,    0.10074E-01
    0.10443E+02,    0.71133E+02,    0.95141E-02
    0.87938E+01,    0.74205E+02,    0.93968E-02
    0.77846E+01,    0.68559E+02,    0.90431E-02
    0.51278E+01,    0.69163E+02,    0.88366E-02
    0.43082E+01,    0.74290E+02,    0.94205E-02
    0.33006E+01,    0.71822E+02,    0.89962E-02
    0.96720E+00,    0.69151E+02,    0.85450E-02
    0.86939E+01,    0.37787E+02,    0.89053E-02
    0.83226E+01,    0.36466E+02,    0.84474E-02
    0.19277E+02,    0.41549E+02,    0.10215E-01
    0.19568E+02,    0.44100E+02,    0.10550E-01
    0.79010E+00,    0.33655E+02,    0.77053E-02
    0.17521E+01,    0.32271E+02,    0.82707E-02
    0.38482E+01,    0.34209E+02,    0.76690E-02
    0.35738E+01,    0.32475E+02,    0.84022E-02
    0.12549E+02,    0.38502E+02,    0.98693E-02
    0.11367E+02,    0.37388E+02,    0.93813E-02
    0.11749E+02,    0.40071E+02,    0.96259E-02
    0.98383E+01,    0.38243E+02,    0.91653E-02
    0.79400E+00,    0.66356E+02,    0.77043E-02
    0.17612E+01,    0.67748E+02,    0.82809E-02
    0.38706E+01,    0.65816E+02,    0.76845E-02
    0.35885E+01,    0.67544E+02,    0.84116E-02
    0.96870E+01,    0.39566E+02,    0.92011E-02
    0.10416E+02,    0.40280E+02,    0.98399E-02
    0.25577E+01,    0.35050E+02,    0.75128E-02
    0.13213E+01,    0.34699E+02,    0.71955E-02
    0.50861E+01,    0.37380E+02,    0.70762E-02
    0.69392E+01,    0.36473E+02,    0.84209E-02
    0.46064E+01,    0.36563E+02,    0.69301E-02
    0.49645E+01,    0.35182E+02,    0.80820E-02
    0.62796E+01,    0.34954E+02,    0.81060E-02
    0.56986E+01,    0.37851E+02,    0.75677E-02
    0.64637E+01,    0.37685E+02,    0.75461E-02
    0.55534E+01,    0.38702E+02,    0.68134E-02
    0.57917E+01,    0.39173E+02,    0.72492E-02
    0.38080E+01,    0.36863E+02,    0.69014E-02
    0.45286E+01,    0.37937E+02,    0.67106E-02
    0.39203E+01,    0.37714E+02,    0.61523E-02
    0.14538E+02,    0.48381E+02,    0.11639E-01
    0.15342E+02,    0.40346E+02,    0.10332E-01
    0.16820E+02,    0.41393E+02,    0.10243E-01
    0.34707E+00,    0.63171E+02,    0.57332E-02
    0.49907E+01,    0.64837E+02,    0.80907E-02
    0.13270E+01,    0.65327E+02,    0.72101E-02
    0.53297E+00,    0.64480E+02,    0.67569E-02
    0.88004E+00,    0.63733E+02,    0.60978E-02
    0.25763E+01,    0.64991E+02,    0.75287E-02
    0.86866E+01,    0.40820E+02,    0.91853E-02
    0.87557E+01,    0.40017E+02,    0.91146E-02
    0.76346E+01,    0.40808E+02,    0.89321E-02
    0.81328E+01,    0.41059E+02,    0.92002E-02
    0.53119E+00,    0.35535E+02,    0.67608E-02
    0.74885E+01,    0.40181E+02,    0.84194E-02
    0.80558E+01,    0.39629E+02,    0.87200E-02
    0.78427E+01,    0.38722E+02,    0.82730E-02
    0.69959E+01,    0.38613E+02,    0.82364E-02
    0.35092E+01,    0.38098E+02,    0.58070E-02
    0.36833E+01,    0.38591E+02,    0.54718E-02
    0.21811E+02,    0.60081E+02,    0.10210E-01
    0.26531E+02,    0.54461E+02,    0.10273E-01
    0.26006E+02,    0.58414E+02,    0.10122E-01
    0.23439E+02,    0.50055E+02,    0.10414E-01
    0.23500E+02,    0.52970E+02,    0.10324E-01
    0.20889E+02,    0.53692E+02,    0.10410E-01
    0.15484E+02,    0.59559E+02,    0.10352E-01
    0.12088E+02,    0.44180E+02,    0.11264E-01
    0.58768E+00,    0.62631E+02,    0.49595E-02
    0.80146E+01,    0.66484E+02,    0.87831E-02
