 X,    Y,   COH  
    0.20000E+01,    0.18000E+02,    0.57382E+70
    0.40000E+01,    0.18000E+02,    0.55886E+70
    0.60000E+01,    0.18000E+02,    0.56493E+70
    0.80000E+01,    0.18000E+02,    0.58469E+70
    0.10000E+02,    0.18000E+02,    0.61583E+70
    0.12000E+02,    0.18000E+02,    0.65774E+70
    0.14000E+02,    0.18000E+02,    0.71072E+70
    0.16000E+02,    0.18000E+02,    0.77566E+70
    0.18000E+02,    0.18000E+02,    0.85392E+70
    0.20000E+02,    0.18000E+02,    0.94725E+70
    0.22000E+02,    0.18000E+02,    0.10578E+71
    0.24000E+02,    0.18000E+02,    0.11883E+71
    0.26000E+02,    0.18000E+02,    0.13419E+71
    0.28000E+02,    0.18000E+02,    0.15226E+71
    0.30000E+02,    0.18000E+02,    0.17350E+71
    0.32000E+02,    0.18000E+02,    0.19854E+71
    0.34000E+02,    0.18000E+02,    0.22823E+71
    0.36000E+02,    0.18000E+02,    0.26403E+71
    0.38000E+02,    0.18000E+02,    0.30883E+71
    0.40000E+02,    0.18000E+02,    0.36882E+71
    0.42000E+02,    0.18000E+02,    0.45670E+71
    0.44000E+02,    0.18000E+02,    0.59639E+71
    0.46000E+02,    0.18000E+02,    0.82891E+71
    0.48000E+02,    0.18000E+02,    0.12192E+72
    0.50000E+02,    0.18000E+02,    0.18648E+72
    0.00000E+00,    0.20000E+02,    0.18884E+70
    0.20000E+01,    0.20000E+02,    0.16437E+70
    0.40000E+01,    0.20000E+02,    0.15999E+70
    0.60000E+01,    0.20000E+02,    0.16162E+70
    0.80000E+01,    0.20000E+02,    0.16717E+70
    0.10000E+02,    0.20000E+02,    0.17599E+70
    0.12000E+02,    0.20000E+02,    0.18791E+70
    0.14000E+02,    0.20000E+02,    0.20300E+70
    0.16000E+02,    0.20000E+02,    0.22150E+70
    0.18000E+02,    0.20000E+02,    0.24379E+70
    0.20000E+02,    0.20000E+02,    0.27035E+70
    0.22000E+02,    0.20000E+02,    0.30179E+70
    0.24000E+02,    0.20000E+02,    0.33885E+70
    0.26000E+02,    0.20000E+02,    0.38242E+70
    0.28000E+02,    0.20000E+02,    0.43357E+70
    0.30000E+02,    0.20000E+02,    0.49367E+70
    0.32000E+02,    0.20000E+02,    0.56452E+70
    0.34000E+02,    0.20000E+02,    0.64887E+70
    0.36000E+02,    0.20000E+02,    0.75174E+70
    0.38000E+02,    0.20000E+02,    0.88321E+70
    0.40000E+02,    0.20000E+02,    0.10640E+71
    0.42000E+02,    0.20000E+02,    0.13344E+71
    0.44000E+02,    0.20000E+02,    0.17670E+71
    0.46000E+02,    0.20000E+02,    0.24820E+71
    0.48000E+02,    0.20000E+02,    0.36677E+71
    0.50000E+02,    0.20000E+02,    0.56067E+71
    0.00000E+00,    0.22000E+02,    0.54109E+69
    0.20000E+01,    0.22000E+02,    0.47088E+69
    0.40000E+01,    0.22000E+02,    0.45812E+69
    0.60000E+01,    0.22000E+02,    0.46250E+69
    0.80000E+01,    0.22000E+02,    0.47813E+69
    0.10000E+02,    0.22000E+02,    0.50315E+69
    0.12000E+02,    0.22000E+02,    0.53707E+69
    0.14000E+02,    0.22000E+02,    0.58008E+69
    0.16000E+02,    0.22000E+02,    0.63283E+69
    0.18000E+02,    0.22000E+02,    0.69637E+69
    0.20000E+02,    0.22000E+02,    0.77206E+69
    0.22000E+02,    0.22000E+02,    0.86158E+69
    0.24000E+02,    0.22000E+02,    0.96700E+69
    0.26000E+02,    0.22000E+02,    0.10908E+70
    0.28000E+02,    0.22000E+02,    0.12361E+70
    0.30000E+02,    0.22000E+02,    0.14068E+70
    0.32000E+02,    0.22000E+02,    0.16085E+70
    0.34000E+02,    0.22000E+02,    0.18503E+70
    0.36000E+02,    0.22000E+02,    0.21495E+70
    0.38000E+02,    0.22000E+02,    0.25404E+70
    0.40000E+02,    0.22000E+02,    0.30908E+70
    0.42000E+02,    0.22000E+02,    0.39270E+70
    0.44000E+02,    0.22000E+02,    0.52678E+70
    0.46000E+02,    0.22000E+02,    0.74689E+70
    0.48000E+02,    0.22000E+02,    0.11081E+71
    0.50000E+02,    0.22000E+02,    0.16932E+71
    0.00000E+00,    0.24000E+02,    0.15504E+69
    0.20000E+01,    0.24000E+02,    0.13490E+69
    0.40000E+01,    0.24000E+02,    0.13120E+69
    0.60000E+01,    0.24000E+02,    0.13238E+69
    0.80000E+01,    0.24000E+02,    0.13679E+69
    0.10000E+02,    0.24000E+02,    0.14389E+69
    0.12000E+02,    0.24000E+02,    0.15355E+69
    0.14000E+02,    0.24000E+02,    0.16581E+69
    0.16000E+02,    0.24000E+02,    0.18086E+69
    0.18000E+02,    0.24000E+02,    0.19899E+69
    0.20000E+02,    0.24000E+02,    0.22058E+69
    0.22000E+02,    0.24000E+02,    0.24609E+69
    0.24000E+02,    0.24000E+02,    0.27613E+69
    0.26000E+02,    0.24000E+02,    0.31138E+69
    0.28000E+02,    0.24000E+02,    0.35275E+69
    0.30000E+02,    0.24000E+02,    0.40141E+69
    0.32000E+02,    0.24000E+02,    0.45915E+69
    0.34000E+02,    0.24000E+02,    0.52907E+69
    0.36000E+02,    0.24000E+02,    0.61702E+69
    0.38000E+02,    0.24000E+02,    0.73448E+69
    0.40000E+02,    0.24000E+02,    0.90324E+69
    0.42000E+02,    0.24000E+02,    0.11625E+70
    0.44000E+02,    0.24000E+02,    0.15782E+70
    0.46000E+02,    0.24000E+02,    0.22561E+70
    0.48000E+02,    0.24000E+02,    0.33587E+70
    0.50000E+02,    0.24000E+02,    0.51309E+70
    0.00000E+00,    0.26000E+02,    0.44426E+68
    0.20000E+01,    0.26000E+02,    0.38650E+68
    0.40000E+01,    0.26000E+02,    0.37575E+68
    0.60000E+01,    0.26000E+02,    0.37898E+68
    0.80000E+01,    0.26000E+02,    0.39142E+68
    0.10000E+02,    0.26000E+02,    0.41160E+68
    0.12000E+02,    0.26000E+02,    0.43911E+68
    0.14000E+02,    0.26000E+02,    0.47409E+68
    0.16000E+02,    0.26000E+02,    0.51705E+68
    0.18000E+02,    0.26000E+02,    0.56879E+68
    0.20000E+02,    0.26000E+02,    0.63039E+68
    0.22000E+02,    0.26000E+02,    0.70320E+68
    0.24000E+02,    0.26000E+02,    0.78885E+68
    0.26000E+02,    0.26000E+02,    0.88940E+68
    0.28000E+02,    0.26000E+02,    0.10075E+69
    0.30000E+02,    0.26000E+02,    0.11467E+69
    0.32000E+02,    0.26000E+02,    0.13130E+69
    0.34000E+02,    0.26000E+02,    0.15168E+69
    0.36000E+02,    0.26000E+02,    0.17777E+69
    0.38000E+02,    0.26000E+02,    0.21334E+69
    0.40000E+02,    0.26000E+02,    0.26532E+69
    0.42000E+02,    0.26000E+02,    0.34577E+69
    0.44000E+02,    0.26000E+02,    0.47466E+69
    0.46000E+02,    0.26000E+02,    0.68352E+69
    0.48000E+02,    0.26000E+02,    0.10206E+70
    0.50000E+02,    0.26000E+02,    0.15589E+70
    0.00000E+00,    0.28000E+02,    0.12730E+68
    0.20000E+01,    0.28000E+02,    0.11073E+68
    0.40000E+01,    0.28000E+02,    0.10762E+68
    0.60000E+01,    0.28000E+02,    0.10850E+68
    0.80000E+01,    0.28000E+02,    0.11202E+68
    0.10000E+02,    0.28000E+02,    0.11776E+68
    0.12000E+02,    0.28000E+02,    0.12560E+68
    0.14000E+02,    0.28000E+02,    0.13558E+68
    0.16000E+02,    0.28000E+02,    0.14784E+68
    0.18000E+02,    0.28000E+02,    0.16262E+68
    0.20000E+02,    0.28000E+02,    0.18021E+68
    0.22000E+02,    0.28000E+02,    0.20100E+68
    0.24000E+02,    0.28000E+02,    0.22545E+68
    0.26000E+02,    0.28000E+02,    0.25417E+68
    0.28000E+02,    0.28000E+02,    0.28795E+68
    0.30000E+02,    0.28000E+02,    0.32796E+68
    0.32000E+02,    0.28000E+02,    0.37612E+68
    0.34000E+02,    0.28000E+02,    0.43592E+68
    0.36000E+02,    0.28000E+02,    0.51393E+68
    0.38000E+02,    0.28000E+02,    0.62232E+68
    0.40000E+02,    0.28000E+02,    0.78286E+68
    0.42000E+02,    0.28000E+02,    0.10326E+69
    0.44000E+02,    0.28000E+02,    0.14320E+69
    0.46000E+02,    0.28000E+02,    0.20754E+69
    0.48000E+02,    0.28000E+02,    0.31073E+69
    0.50000E+02,    0.28000E+02,    0.47460E+69
    0.00000E+00,    0.30000E+02,    0.36473E+67
    0.20000E+01,    0.30000E+02,    0.31723E+67
    0.40000E+01,    0.30000E+02,    0.30824E+67
    0.60000E+01,    0.30000E+02,    0.31066E+67
    0.80000E+01,    0.30000E+02,    0.32061E+67
    0.10000E+02,    0.30000E+02,    0.33693E+67
    0.12000E+02,    0.30000E+02,    0.35928E+67
    0.14000E+02,    0.30000E+02,    0.38777E+67
    0.16000E+02,    0.30000E+02,    0.42280E+67
    0.18000E+02,    0.30000E+02,    0.46501E+67
    0.20000E+02,    0.30000E+02,    0.51527E+67
    0.22000E+02,    0.30000E+02,    0.57465E+67
    0.24000E+02,    0.30000E+02,    0.64455E+67
    0.26000E+02,    0.30000E+02,    0.72671E+67
    0.28000E+02,    0.30000E+02,    0.82360E+67
    0.30000E+02,    0.30000E+02,    0.93897E+67
    0.32000E+02,    0.30000E+02,    0.10792E+68
    0.34000E+02,    0.30000E+02,    0.12560E+68
    0.36000E+02,    0.30000E+02,    0.14907E+68
    0.38000E+02,    0.30000E+02,    0.18223E+68
    0.40000E+02,    0.30000E+02,    0.23190E+68
    0.42000E+02,    0.30000E+02,    0.30943E+68
    0.44000E+02,    0.30000E+02,    0.43309E+68
    0.46000E+02,    0.30000E+02,    0.63128E+68
    0.48000E+02,    0.30000E+02,    0.94737E+68
    0.50000E+02,    0.30000E+02,    0.14471E+69
    0.00000E+00,    0.32000E+02,    0.10450E+67
    0.20000E+01,    0.32000E+02,    0.90881E+66
    0.40000E+01,    0.32000E+02,    0.88283E+66
    0.60000E+01,    0.32000E+02,    0.88949E+66
    0.80000E+01,    0.32000E+02,    0.91771E+66
    0.10000E+02,    0.32000E+02,    0.96414E+66
    0.12000E+02,    0.32000E+02,    0.10279E+67
    0.14000E+02,    0.32000E+02,    0.11092E+67
    0.16000E+02,    0.32000E+02,    0.12093E+67
    0.18000E+02,    0.32000E+02,    0.13299E+67
    0.20000E+02,    0.32000E+02,    0.14735E+67
    0.22000E+02,    0.32000E+02,    0.16433E+67
    0.24000E+02,    0.32000E+02,    0.18432E+67
    0.26000E+02,    0.32000E+02,    0.20787E+67
    0.28000E+02,    0.32000E+02,    0.23573E+67
    0.30000E+02,    0.32000E+02,    0.26913E+67
    0.32000E+02,    0.32000E+02,    0.31019E+67
    0.34000E+02,    0.32000E+02,    0.36273E+67
    0.36000E+02,    0.32000E+02,    0.43373E+67
    0.38000E+02,    0.32000E+02,    0.53552E+67
    0.40000E+02,    0.32000E+02,    0.68928E+67
    0.42000E+02,    0.32000E+02,    0.92979E+67
    0.44000E+02,    0.32000E+02,    0.13124E+68
    0.46000E+02,    0.32000E+02,    0.19227E+68
    0.48000E+02,    0.32000E+02,    0.28914E+68
    0.50000E+02,    0.32000E+02,    0.44169E+68
    0.00000E+00,    0.34000E+02,    0.29938E+66
    0.20000E+01,    0.34000E+02,    0.26034E+66
    0.40000E+01,    0.34000E+02,    0.25285E+66
    0.60000E+01,    0.34000E+02,    0.25469E+66
    0.80000E+01,    0.34000E+02,    0.26269E+66
    0.10000E+02,    0.34000E+02,    0.27591E+66
    0.12000E+02,    0.34000E+02,    0.29409E+66
    0.14000E+02,    0.34000E+02,    0.31731E+66
    0.16000E+02,    0.34000E+02,    0.34590E+66
    0.18000E+02,    0.34000E+02,    0.38038E+66
    0.20000E+02,    0.34000E+02,    0.42144E+66
    0.22000E+02,    0.34000E+02,    0.47001E+66
    0.24000E+02,    0.34000E+02,    0.52727E+66
    0.26000E+02,    0.34000E+02,    0.59485E+66
    0.28000E+02,    0.34000E+02,    0.67520E+66
    0.30000E+02,    0.34000E+02,    0.77229E+66
    0.32000E+02,    0.34000E+02,    0.89310E+66
    0.34000E+02,    0.34000E+02,    0.10501E+67
    0.36000E+02,    0.34000E+02,    0.12658E+67
    0.38000E+02,    0.34000E+02,    0.15789E+67
    0.40000E+02,    0.34000E+02,    0.20550E+67
    0.42000E+02,    0.34000E+02,    0.28004E+67
    0.44000E+02,    0.34000E+02,    0.39830E+67
    0.46000E+02,    0.34000E+02,    0.58618E+67
    0.48000E+02,    0.34000E+02,    0.88316E+67
    0.50000E+02,    0.34000E+02,    0.13493E+68
    0.00000E+00,    0.36000E+02,    0.85766E+65
    0.20000E+01,    0.36000E+02,    0.74577E+65
    0.40000E+01,    0.36000E+02,    0.72417E+65
    0.60000E+01,    0.36000E+02,    0.72925E+65
    0.80000E+01,    0.36000E+02,    0.75196E+65
    0.10000E+02,    0.36000E+02,    0.78961E+65
    0.12000E+02,    0.36000E+02,    0.84147E+65
    0.14000E+02,    0.36000E+02,    0.90780E+65
    0.16000E+02,    0.36000E+02,    0.98950E+65
    0.18000E+02,    0.36000E+02,    0.10881E+66
    0.20000E+02,    0.36000E+02,    0.12055E+66
    0.22000E+02,    0.36000E+02,    0.13445E+66
    0.24000E+02,    0.36000E+02,    0.15087E+66
    0.26000E+02,    0.36000E+02,    0.17031E+66
    0.28000E+02,    0.36000E+02,    0.19354E+66
    0.30000E+02,    0.36000E+02,    0.22188E+66
    0.32000E+02,    0.36000E+02,    0.25760E+66
    0.34000E+02,    0.36000E+02,    0.30475E+66
    0.36000E+02,    0.36000E+02,    0.37045E+66
    0.38000E+02,    0.36000E+02,    0.46690E+66
    0.40000E+02,    0.36000E+02,    0.61429E+66
    0.42000E+02,    0.36000E+02,    0.84515E+66
    0.44000E+02,    0.36000E+02,    0.12104E+67
    0.46000E+02,    0.36000E+02,    0.17885E+67
    0.48000E+02,    0.36000E+02,    0.26990E+67
    0.50000E+02,    0.36000E+02,    0.41241E+67
    0.00000E+00,    0.38000E+02,    0.24569E+65
    0.20000E+01,    0.38000E+02,    0.21362E+65
    0.40000E+01,    0.38000E+02,    0.20740E+65
    0.60000E+01,    0.38000E+02,    0.20880E+65
    0.80000E+01,    0.38000E+02,    0.21525E+65
    0.10000E+02,    0.38000E+02,    0.22598E+65
    0.12000E+02,    0.38000E+02,    0.24078E+65
    0.14000E+02,    0.38000E+02,    0.25973E+65
    0.16000E+02,    0.38000E+02,    0.28308E+65
    0.18000E+02,    0.38000E+02,    0.31126E+65
    0.20000E+02,    0.38000E+02,    0.34487E+65
    0.22000E+02,    0.38000E+02,    0.38470E+65
    0.24000E+02,    0.38000E+02,    0.43182E+65
    0.26000E+02,    0.38000E+02,    0.48783E+65
    0.28000E+02,    0.38000E+02,    0.55524E+65
    0.30000E+02,    0.38000E+02,    0.63829E+65
    0.32000E+02,    0.38000E+02,    0.74437E+65
    0.34000E+02,    0.38000E+02,    0.88651E+65
    0.36000E+02,    0.38000E+02,    0.10872E+66
    0.38000E+02,    0.38000E+02,    0.13845E+66
    0.40000E+02,    0.38000E+02,    0.18407E+66
    0.42000E+02,    0.38000E+02,    0.25549E+66
