  x,     y,   corriente
    0.93064E+01,    0.74055E+02,    0.18826E-13
    0.15429E+02,    0.40385E+02,    0.20682E-13
    0.16680E+02,    0.46485E+02,    0.22079E-13
    0.21951E+02,    0.67653E+02,    0.19944E-13
    0.26093E+02,    0.58758E+02,    0.20248E-13
    0.30128E+02,    0.62190E+02,    0.20225E-13
    0.27885E+02,    0.67461E+02,    0.19971E-13
    0.80630E+00,    0.33708E+02,    0.15348E-13
    0.18993E+01,    0.32581E+02,    0.16213E-13
    0.40506E+01,    0.34338E+02,    0.15332E-13
    0.38360E+01,    0.32875E+02,    0.16700E-13
    0.56429E+01,    0.68633E+02,    0.17629E-13
    0.65938E+01,    0.64952E+02,    0.16273E-13
    0.84014E+01,    0.66276E+02,    0.17702E-13
    0.83373E+01,    0.68202E+02,    0.18137E-13
    0.14157E+02,    0.65931E+02,    0.19312E-13
    0.14198E+02,    0.69686E+02,    0.19272E-13
    0.11008E+02,    0.70872E+02,    0.19094E-13
    0.79995E+01,    0.38741E+02,    0.16678E-13
    0.88820E+01,    0.37854E+02,    0.17909E-13
    0.85806E+01,    0.36550E+02,    0.17052E-13
    0.10015E+02,    0.38322E+02,    0.18471E-13
    0.13576E+02,    0.41564E+02,    0.20148E-13
    0.16270E+02,    0.36074E+02,    0.19865E-13
    0.14993E+02,    0.38493E+02,    0.19577E-13
    0.14072E+02,    0.33987E+02,    0.19295E-13
    0.11664E+02,    0.35317E+02,    0.18650E-13
    0.11576E+02,    0.37503E+02,    0.18834E-13
    0.12708E+02,    0.38591E+02,    0.19825E-13
    0.21913E+02,    0.60118E+02,    0.20401E-13
    0.15092E+02,    0.61389E+02,    0.19606E-13
    0.20014E+02,    0.63741E+02,    0.19915E-13
    0.16378E+02,    0.63793E+02,    0.19883E-13
    0.10919E+01,    0.68878E+02,    0.16962E-13
    0.11941E+01,    0.72535E+02,    0.18194E-13
    0.22860E+01,    0.70489E+02,    0.17779E-13
    0.32791E+01,    0.74676E+02,    0.18604E-13
    0.58978E+01,    0.73295E+02,    0.18834E-13
    0.49047E+01,    0.70543E+02,    0.17859E-13
    0.10229E+02,    0.50024E+02,    0.29530E-13
    0.26484E+01,    0.35068E+02,    0.15015E-13
    0.13408E+01,    0.34732E+02,    0.14264E-13
    0.72073E+01,    0.63538E+02,    0.16989E-13
    0.12758E+02,    0.61351E+02,    0.19861E-13
    0.15116E+02,    0.46578E+02,    0.21963E-13
    0.14454E+02,    0.47525E+02,    0.22925E-13
    0.13333E+02,    0.47166E+02,    0.23791E-13
    0.11332E+02,    0.42099E+02,    0.20106E-13
    0.11845E+02,    0.40123E+02,    0.19281E-13
    0.12277E+02,    0.41204E+02,    0.20823E-13
    0.10357E+02,    0.44315E+02,    0.22696E-13
    0.15438E+02,    0.50959E+02,    0.22313E-13
    0.21154E+02,    0.53681E+02,    0.20776E-13
    0.14540E+02,    0.48353E+02,    0.23303E-13
    0.15425E+02,    0.48998E+02,    0.22338E-13
    0.14922E+02,    0.49999E+02,    0.23364E-13
    0.13934E+02,    0.50186E+02,    0.23396E-13
    0.17731E+02,    0.48025E+02,    0.21416E-13
    0.16825E+02,    0.49188E+02,    0.22357E-13
    0.20100E+02,    0.47924E+02,    0.21377E-13
    0.21125E+02,    0.49626E+02,    0.20864E-13
    0.19619E+02,    0.51535E+02,    0.21498E-13
    0.16807E+02,    0.50622E+02,    0.22348E-13
    0.17633E+02,    0.51714E+02,    0.21507E-13
    0.80434E+00,    0.66289E+02,    0.15351E-13
    0.18962E+01,    0.67413E+02,    0.16208E-13
    0.38285E+01,    0.67113E+02,    0.16698E-13
    0.53452E+00,    0.35510E+02,    0.13481E-13
    0.11871E+02,    0.59858E+02,    0.19281E-13
    0.10496E+02,    0.59703E+02,    0.19764E-13
    0.11619E+02,    0.62464E+02,    0.18831E-13
    0.98530E+01,    0.65170E+02,    0.18544E-13
    0.11732E+02,    0.64641E+02,    0.18679E-13
    0.86125E+01,    0.63482E+02,    0.17090E-13
    0.81943E+01,    0.39636E+02,    0.17551E-13
    0.76323E+01,    0.40124E+02,    0.17029E-13
    0.81635E+01,    0.41045E+02,    0.18568E-13
    0.77180E+01,    0.40736E+02,    0.17619E-13
    0.52612E+01,    0.37378E+02,    0.14253E-13
    0.71902E+01,    0.36510E+02,    0.16962E-13
    0.48113E+01,    0.36537E+02,    0.14045E-13
    0.52246E+01,    0.35255E+02,    0.16221E-13
    0.65883E+01,    0.35070E+02,    0.16280E-13
    0.71412E+01,    0.38637E+02,    0.16631E-13
    0.56614E+01,    0.38742E+02,    0.13761E-13
    0.66332E+01,    0.37710E+02,    0.15258E-13
    0.58522E+01,    0.37873E+02,    0.15320E-13
    0.46574E+01,    0.37931E+02,    0.13647E-13
    0.12714E+02,    0.47449E+02,    0.23917E-13
    0.12125E+02,    0.47049E+02,    0.24698E-13
    0.11473E+02,    0.46314E+02,    0.24722E-13
    0.11987E+02,    0.46497E+02,    0.24096E-13
    0.11469E+02,    0.42942E+02,    0.21859E-13
    0.11332E+02,    0.44398E+02,    0.22421E-13
    0.10795E+02,    0.43397E+02,    0.21381E-13
    0.10827E+02,    0.44029E+02,    0.22927E-13
    0.13445E+02,    0.42897E+02,    0.21660E-13
    0.14462E+02,    0.43828E+02,    0.21346E-13
    0.12283E+02,    0.43380E+02,    0.21245E-13
    0.12115E+02,    0.44204E+02,    0.22563E-13
    0.87547E+01,    0.40834E+02,    0.18338E-13
    0.88713E+01,    0.40038E+02,    0.18386E-13
    0.98093E+01,    0.39610E+02,    0.18466E-13
    0.10508E+02,    0.40324E+02,    0.19778E-13
    0.11197E+02,    0.44963E+02,    0.23653E-13
    0.11276E+02,    0.45851E+02,    0.24290E-13
    0.11540E+02,    0.45410E+02,    0.23638E-13
    0.10223E+02,    0.43157E+02,    0.22073E-13
    0.98060E+01,    0.43477E+02,    0.21723E-13
    0.92711E+01,    0.42941E+02,    0.20991E-13
    0.93932E+01,    0.43293E+02,    0.22301E-13
    0.97910E+01,    0.44832E+02,    0.24610E-13
    0.98068E+01,    0.43849E+02,    0.22856E-13
    0.10006E+02,    0.44160E+02,    0.23448E-13
    0.19832E+02,    0.57959E+02,    0.20484E-13
    0.19995E+02,    0.55381E+02,    0.21099E-13
    0.13551E+02,    0.48849E+02,    0.23863E-13
    0.12410E+02,    0.49485E+02,    0.25410E-13
    0.13448E+02,    0.49681E+02,    0.24369E-13
    0.12759E+02,    0.49925E+02,    0.24418E-13
    0.97770E+01,    0.60411E+02,    0.18416E-13
    0.88846E+01,    0.62168E+02,    0.17861E-13
    0.10013E+02,    0.61678E+02,    0.18494E-13
    0.10126E+02,    0.50063E+02,    0.29979E-13
    0.10131E+02,    0.49941E+02,    0.29957E-13
    0.10160E+02,    0.50004E+02,    0.29559E-13
    0.14558E+02,    0.51608E+02,    0.23264E-13
    0.12945E+02,    0.51285E+02,    0.24294E-13
    0.13626E+02,    0.51078E+02,    0.23962E-13
    0.10231E+02,    0.50103E+02,    0.29401E-13
    0.10287E+02,    0.50153E+02,    0.29094E-13
    0.10131E+02,    0.50185E+02,    0.29472E-13
    0.10161E+02,    0.50123E+02,    0.29487E-13
    0.25149E+00,    0.37720E+02,    0.93240E-14
    0.26633E+01,    0.36043E+02,    0.12912E-13
    0.35653E+00,    0.36806E+02,    0.11435E-13
    0.60803E+00,    0.37333E+02,    0.99888E-14
    0.89105E+00,    0.36243E+02,    0.12229E-13
    0.17122E+01,    0.36440E+02,    0.12942E-13
    0.66292E+01,    0.62380E+02,    0.15271E-13
    0.80709E+01,    0.41541E+02,    0.18485E-13
    0.83252E+01,    0.41879E+02,    0.20056E-13
    0.81197E+01,    0.42205E+02,    0.19516E-13
    0.58845E+01,    0.39237E+02,    0.14577E-13
    0.37462E+01,    0.38575E+02,    0.10969E-13
    0.12631E+02,    0.48031E+02,    0.24881E-13
    0.12881E+02,    0.48597E+02,    0.24366E-13
    0.12429E+02,    0.48990E+02,    0.25042E-13
    0.10875E+02,    0.47403E+02,    0.26638E-13
    0.14150E+02,    0.45815E+02,    0.22838E-13
    0.13834E+02,    0.44906E+02,    0.22117E-13
    0.13215E+02,    0.46331E+02,    0.22911E-13
    0.12459E+02,    0.46063E+02,    0.23755E-13
    0.12208E+02,    0.45439E+02,    0.23257E-13
    0.12648E+02,    0.44798E+02,    0.22533E-13
    0.92316E+01,    0.41343E+02,    0.19824E-13
    0.88947E+01,    0.41891E+02,    0.19184E-13
    0.90557E+01,    0.42276E+02,    0.20901E-13
    0.10004E+02,    0.42558E+02,    0.20438E-13
    0.94643E+01,    0.42526E+02,    0.21019E-13
    0.10438E+02,    0.41954E+02,    0.20887E-13
    0.10047E+02,    0.41260E+02,    0.19279E-13
    0.10845E+02,    0.45795E+02,    0.24693E-13
    0.10369E+02,    0.44801E+02,    0.24104E-13
    0.10061E+02,    0.44952E+02,    0.23983E-13
    0.10704E+02,    0.45080E+02,    0.23630E-13
    0.10615E+02,    0.45471E+02,    0.24679E-13
    0.10301E+02,    0.45545E+02,    0.24682E-13
    0.10073E+02,    0.45426E+02,    0.25306E-13
    0.99940E+01,    0.45226E+02,    0.24622E-13
    0.92290E+01,    0.43900E+02,    0.23251E-13
    0.94665E+01,    0.43974E+02,    0.22648E-13
    0.96523E+01,    0.44646E+02,    0.24081E-13
    0.97182E+01,    0.44407E+02,    0.23324E-13
    0.94691E+01,    0.44251E+02,    0.23649E-13
    0.15554E+02,    0.59491E+02,    0.20730E-13
    0.17147E+02,    0.58417E+02,    0.20476E-13
    0.11959E+02,    0.49619E+02,    0.25557E-13
    0.11822E+02,    0.49976E+02,    0.26341E-13
    0.11670E+02,    0.49369E+02,    0.26360E-13
    0.11984E+02,    0.50319E+02,    0.25490E-13
    0.12030E+02,    0.51139E+02,    0.25479E-13
    0.12510E+02,    0.50893E+02,    0.24959E-13
    0.12470E+02,    0.50402E+02,    0.25425E-13
    0.41299E-01,    0.60148E+02,    0.57559E-15
    0.53463E+00,    0.64487E+02,    0.13481E-13
    0.13390E+01,    0.65263E+02,    0.14259E-13
    0.40394E+01,    0.65651E+02,    0.15321E-13
    0.26417E+01,    0.64924E+02,    0.15007E-13
    0.26584E+01,    0.63949E+02,    0.12895E-13
    0.52138E+01,    0.64750E+02,    0.16223E-13
    0.48035E+01,    0.63474E+02,    0.14023E-13
    0.39761E+01,    0.63187E+02,    0.13977E-13
    0.32752E+01,    0.63337E+02,    0.13220E-13
    0.87993E+01,    0.59992E+02,    0.18311E-13
    0.42020E+01,    0.38764E+02,    0.12229E-13
    0.50842E+01,    0.38822E+02,    0.13824E-13
    0.46712E+01,    0.38506E+02,    0.12382E-13
    0.49258E+01,    0.39313E+02,    0.12417E-13
    0.70280E+01,    0.42705E+02,    0.20438E-13
    0.82038E+01,    0.42478E+02,    0.20536E-13
    0.14564E+02,    0.56112E+02,    0.21351E-13
    0.16294E+02,    0.56346E+02,    0.21387E-13
    0.16614E+02,    0.53365E+02,    0.22111E-13
    0.17441E+02,    0.54886E+02,    0.21104E-13
    0.10385E+02,    0.50091E+02,    0.28939E-13
    0.10468E+02,    0.50153E+02,    0.28614E-13
    0.10750E+02,    0.47932E+02,    0.27044E-13
    0.11138E+02,    0.49091E+02,    0.27045E-13
    0.10602E+02,    0.49570E+02,    0.28501E-13
    0.10132E+02,    0.49687E+02,    0.29479E-13
    0.41299E-01,    0.39852E+02,    0.55699E-15
    0.60139E+01,    0.60816E+02,    0.15153E-13
    0.57297E+01,    0.60348E+02,    0.13896E-13
    0.65429E+01,    0.59805E+02,    0.15460E-13
    0.74760E+01,    0.59988E+02,    0.16910E-13
    0.80988E+01,    0.60400E+02,    0.17383E-13
    0.68737E+01,    0.60220E+02,    0.16290E-13
    0.66463E+01,    0.60789E+02,    0.15202E-13
    0.79486E+01,    0.61308E+02,    0.16724E-13
    0.70985E+01,    0.61465E+02,    0.16502E-13
    0.34399E+01,    0.38846E+02,    0.10482E-13
    0.39819E+01,    0.36809E+02,    0.14007E-13
    0.32797E+01,    0.36657E+02,    0.13232E-13
    0.40507E+01,    0.37671E+02,    0.12376E-13
    0.36088E+01,    0.38058E+02,    0.11852E-13
    0.11971E+02,    0.48790E+02,    0.25534E-13
    0.11663E+02,    0.49036E+02,    0.26142E-13
    0.11354E+02,    0.48920E+02,    0.26552E-13
    0.96287E+01,    0.45053E+02,    0.24707E-13
    0.94646E+01,    0.45072E+02,    0.25119E-13
    0.97285E+01,    0.45242E+02,    0.25183E-13
    0.96207E+01,    0.45395E+02,    0.25370E-13
    0.93689E+01,    0.45217E+02,    0.25161E-13
    0.96721E+01,    0.45540E+02,    0.25921E-13
    0.98768E+01,    0.45740E+02,    0.26010E-13
    0.98586E+01,    0.45586E+02,    0.25190E-13
    0.92122E+01,    0.44484E+02,    0.23883E-13
    0.92764E+01,    0.44333E+02,    0.23702E-13
    0.93856E+01,    0.44693E+02,    0.24320E-13
    0.92390E+01,    0.44603E+02,    0.24590E-13
    0.54053E-01,    0.60335E+02,    0.16642E-14
    0.40481E+01,    0.62324E+02,    0.12374E-13
    0.13994E+00,    0.61166E+02,    0.56064E-14
    0.61700E+01,    0.58202E+02,    0.17538E-13
    0.74942E+01,    0.59458E+02,    0.16943E-13
    0.58755E+01,    0.58320E+02,    0.17103E-13
    0.59478E+01,    0.58353E+02,    0.16821E-13
    0.72082E+01,    0.42887E+02,    0.21308E-13
    0.55456E+01,    0.39653E+02,    0.13788E-13
    0.51640E+01,    0.39649E+02,    0.13590E-13
    0.56849E+01,    0.40006E+02,    0.14520E-13
    0.44249E+01,    0.40124E+02,    0.12041E-13
    0.45778E+01,    0.39924E+02,    0.12074E-13
    0.53633E+01,    0.41409E+02,    0.15651E-13
    0.88504E+01,    0.43756E+02,    0.22948E-13
    0.91122E+01,    0.43725E+02,    0.22634E-13
    0.91290E+01,    0.43488E+02,    0.22041E-13
    0.87890E+01,    0.43889E+02,    0.23082E-13
    0.72813E+01,    0.42803E+02,    0.20791E-13
    0.72122E+01,    0.42823E+02,    0.21100E-13
    0.87003E+01,    0.42603E+02,    0.20196E-13
    0.84080E+01,    0.42646E+02,    0.20867E-13
    0.88889E+01,    0.42915E+02,    0.21609E-13
    0.75457E+01,    0.43170E+02,    0.21751E-13
    0.11320E+02,    0.57922E+02,    0.20082E-13
    0.12305E+02,    0.58765E+02,    0.20852E-13
    0.13654E+02,    0.58360E+02,    0.20156E-13
    0.13517E+02,    0.57051E+02,    0.21689E-13
    0.13889E+02,    0.55063E+02,    0.22099E-13
    0.12670E+02,    0.51898E+02,    0.24890E-13
    0.11463E+02,    0.49985E+02,    0.26342E-13
    0.11294E+02,    0.50215E+02,    0.27195E-13
    0.10277E+02,    0.49973E+02,    0.29175E-13
    0.10376E+02,    0.49990E+02,    0.29152E-13
    0.10922E+02,    0.48970E+02,    0.27532E-13
    0.10566E+02,    0.48867E+02,    0.28386E-13
    0.10612E+02,    0.48704E+02,    0.27766E-13
    0.10620E+02,    0.49016E+02,    0.28082E-13
    0.10768E+02,    0.49088E+02,    0.27841E-13
    0.10771E+02,    0.49314E+02,    0.28025E-13
    0.10627E+02,    0.49390E+02,    0.28157E-13
    0.10031E+02,    0.46495E+02,    0.26915E-13
    0.10235E+02,    0.48084E+02,    0.28482E-13
    0.92916E+01,    0.45946E+02,    0.26981E-13
    0.92923E+01,    0.45880E+02,    0.26765E-13
    0.80098E+01,    0.43745E+02,    0.23083E-13
    0.54049E-01,    0.39665E+02,    0.16574E-14
    0.28198E+01,    0.37391E+02,    0.11512E-13
    0.27379E+01,    0.38304E+02,    0.10100E-13
    0.30800E+01,    0.37930E+02,    0.11004E-13
    0.58798E+01,    0.60006E+02,    0.14686E-13
    0.61763E+01,    0.59807E+02,    0.15635E-13
    0.22297E+01,    0.38847E+02,    0.79564E-14
    0.77422E+01,    0.42467E+02,    0.19850E-13
    0.78349E+01,    0.42234E+02,    0.20111E-13
    0.76816E+01,    0.42120E+02,    0.19522E-13
    0.76644E+01,    0.41639E+02,    0.18976E-13
    0.75876E+01,    0.41918E+02,    0.18731E-13
    0.52985E+01,    0.40628E+02,    0.13844E-13
    0.53243E+01,    0.40363E+02,    0.14269E-13
    0.55306E+01,    0.40301E+02,    0.13970E-13
    0.71107E+01,    0.39948E+02,    0.16683E-13
    0.68144E+01,    0.39357E+02,    0.15310E-13
    0.63068E+01,    0.39457E+02,    0.15545E-13
    0.29014E+01,    0.39112E+02,    0.89679E-14
    0.25225E+01,    0.38855E+02,    0.87510E-14
    0.26108E+01,    0.39108E+02,    0.80743E-14
    0.28242E+01,    0.38634E+02,    0.90852E-14
    0.30855E+01,    0.38811E+02,    0.99087E-14
    0.10940E+02,    0.47952E+02,    0.26798E-13
    0.12057E+02,    0.48068E+02,    0.24869E-13
    0.11850E+02,    0.48436E+02,    0.25862E-13
    0.94585E+01,    0.45397E+02,    0.25768E-13
    0.93621E+01,    0.45321E+02,    0.25874E-13
    0.93812E+01,    0.46187E+02,    0.27722E-13
    0.94149E+01,    0.46133E+02,    0.27445E-13
    0.94863E+01,    0.46148E+02,    0.27079E-13
    0.95414E+01,    0.46110E+02,    0.27085E-13
    0.10236E+02,    0.45815E+02,    0.25489E-13
    0.10026E+02,    0.45850E+02,    0.25666E-13
    0.99302E+01,    0.45994E+02,    0.25950E-13
    0.98676E+01,    0.46332E+02,    0.26852E-13
    0.99992E+01,    0.46350E+02,    0.26554E-13
    0.98265E+01,    0.46206E+02,    0.26510E-13
    0.99517E+01,    0.46110E+02,    0.26521E-13
    0.10072E+02,    0.46204E+02,    0.26185E-13
    0.90450E+01,    0.44464E+02,    0.24444E-13
    0.18087E+00,    0.60127E+02,    0.71036E-15
    0.98272E-01,    0.60178E+02,    0.58746E-15
    0.11103E+00,    0.60254E+02,    0.10549E-14
    0.74376E-01,    0.60544E+02,    0.28687E-14
    0.12843E+00,    0.60425E+02,    0.19120E-14
    0.52145E+01,    0.60344E+02,    0.13863E-13
    0.46390E+01,    0.62063E+02,    0.13672E-13
    0.56626E+01,    0.61307E+02,    0.13647E-13
    0.52430E+01,    0.62633E+02,    0.14226E-13
    0.58258E+01,    0.62195E+02,    0.15345E-13
    0.36076E+01,    0.61941E+02,    0.11864E-13
    0.25189E+00,    0.62279E+02,    0.93249E-14
    0.70052E+00,    0.61053E+02,    0.48667E-14
    0.73862E+01,    0.57123E+02,    0.20946E-13
    0.73193E+01,    0.57134E+02,    0.21136E-13
    0.72849E+01,    0.57191E+02,    0.20801E-13
    0.73086E+01,    0.57250E+02,    0.20834E-13
    0.72953E+01,    0.57028E+02,    0.21247E-13
    0.72770E+01,    0.57088E+02,    0.21103E-13
    0.70290E+01,    0.57295E+02,    0.20438E-13
    0.70998E+01,    0.58902E+02,    0.17279E-13
    0.67150E+01,    0.59394E+02,    0.16546E-13
    0.70639E+01,    0.59279E+02,    0.16927E-13
    0.87059E+01,    0.59189E+02,    0.18395E-13
    0.68636E+01,    0.57614E+02,    0.19803E-13
    0.60963E+01,    0.58209E+02,    0.17656E-13
    0.60637E+01,    0.58278E+02,    0.17322E-13
    0.59926E+01,    0.58290E+02,    0.17317E-13
    0.49860E+01,    0.40437E+02,    0.13478E-13
    0.51364E+01,    0.40238E+02,    0.13395E-13
    0.50130E+01,    0.39976E+02,    0.12842E-13
    0.47682E+01,    0.40025E+02,    0.13010E-13
    0.62220E+01,    0.41255E+02,    0.16732E-13
    0.64127E+01,    0.41275E+02,    0.16671E-13
    0.57472E+01,    0.40884E+02,    0.15295E-13
    0.56443E+01,    0.40726E+02,    0.14601E-13
    0.57027E+01,    0.40537E+02,    0.15093E-13
    0.50230E+01,    0.40622E+02,    0.13487E-13
    0.51475E+01,    0.40689E+02,    0.14243E-13
    0.49187E+01,    0.40744E+02,    0.13769E-13
    0.51193E+01,    0.40852E+02,    0.13845E-13
    0.55012E+01,    0.40798E+02,    0.14887E-13
    0.53803E+01,    0.40774E+02,    0.14556E-13
    0.86640E+01,    0.44108E+02,    0.23912E-13
    0.85945E+01,    0.44188E+02,    0.23805E-13
    0.86123E+01,    0.44258E+02,    0.24297E-13
    0.86883E+01,    0.44301E+02,    0.24176E-13
    0.73033E+01,    0.42742E+02,    0.20821E-13
    0.71116E+01,    0.42791E+02,    0.21091E-13
    0.71741E+01,    0.42785E+02,    0.20761E-13
    0.70876E+01,    0.42723E+02,    0.20554E-13
    0.82291E+01,    0.43475E+02,    0.22617E-13
    0.73155E+01,    0.42860E+02,    0.21121E-13
    0.72939E+01,    0.42970E+02,    0.21233E-13
    0.72749E+01,    0.42909E+02,    0.21091E-13
    0.73591E+01,    0.42991E+02,    0.21253E-13
    0.79772E+01,    0.42836E+02,    0.20960E-13
    0.78081E+01,    0.42608E+02,    0.20734E-13
    0.79849E+01,    0.42647E+02,    0.20488E-13
    0.79746E+01,    0.43603E+02,    0.22972E-13
    0.79551E+01,    0.43533E+02,    0.22620E-13
    0.83308E+01,    0.55761E+02,    0.24115E-13
    0.90519E+01,    0.57005E+02,    0.21767E-13
    0.92931E+01,    0.56766E+02,    0.22128E-13
    0.12268E+02,    0.56606E+02,    0.21201E-13
    0.11420E+02,    0.57072E+02,    0.21829E-13
    0.14190E+02,    0.54146E+02,    0.22877E-13
    0.14441E+02,    0.52412E+02,    0.22971E-13
    0.15130E+02,    0.53362E+02,    0.22029E-13
    0.11900E+02,    0.51508E+02,    0.25796E-13
    0.12105E+02,    0.51875E+02,    0.24864E-13
    0.12476E+02,    0.53920E+02,    0.23769E-13
    0.13224E+02,    0.53643E+02,    0.22911E-13
    0.12734E+02,    0.52501E+02,    0.23938E-13
    0.13339E+02,    0.52790E+02,    0.23786E-13
    0.10920E+02,    0.49443E+02,    0.27474E-13
    0.11133E+02,    0.49338E+02,    0.27271E-13
    0.11356E+02,    0.49500E+02,    0.26599E-13
    0.11287E+02,    0.49760E+02,    0.27196E-13
    0.10612E+02,    0.50079E+02,    0.28464E-13
    0.11018E+02,    0.50123E+02,    0.27301E-13
    0.10614E+02,    0.49911E+02,    0.28461E-13
    0.10696E+02,    0.50231E+02,    0.27968E-13
    0.10875E+02,    0.50277E+02,    0.27954E-13
    0.11014E+02,    0.49859E+02,    0.27323E-13
    0.10696E+02,    0.49754E+02,    0.27974E-13
    0.10870E+02,    0.49704E+02,    0.27957E-13
    0.10471E+02,    0.49835E+02,    0.28626E-13
    0.10392E+02,    0.49891E+02,    0.28921E-13
    0.10169E+02,    0.49620E+02,    0.29392E-13
    0.10128E+02,    0.49561E+02,    0.29906E-13
    0.10519E+02,    0.49291E+02,    0.28555E-13
    0.10514E+02,    0.49142E+02,    0.28436E-13
    0.10655E+02,    0.47754E+02,    0.27416E-13
    0.10682E+02,    0.47537E+02,    0.26729E-13
    0.98954E+01,    0.47843E+02,    0.28816E-13
    0.10488E+02,    0.48618E+02,    0.28231E-13
    0.10456E+02,    0.48504E+02,    0.28351E-13
    0.10263E+02,    0.48562E+02,    0.28805E-13
    0.10319E+02,    0.48496E+02,    0.28430E-13
    0.10644E+02,    0.48306E+02,    0.27799E-13
    0.10505E+02,    0.48387E+02,    0.27861E-13
    0.10483E+02,    0.48087E+02,    0.27784E-13
    0.10630E+02,    0.48119E+02,    0.27511E-13
    0.93425E+01,    0.45986E+02,    0.27018E-13
    0.93971E+01,    0.46083E+02,    0.27181E-13
    0.93319E+01,    0.46061E+02,    0.27599E-13
    0.94141E+01,    0.45838E+02,    0.26607E-13
    0.93398E+01,    0.45840E+02,    0.26799E-13
    0.93096E+01,    0.45773E+02,    0.26633E-13
    0.92314E+01,    0.45842E+02,    0.26859E-13
    0.92453E+01,    0.45775E+02,    0.26720E-13
    0.91944E+01,    0.45728E+02,    0.27093E-13
    0.80596E+01,    0.43699E+02,    0.23106E-13
    0.80401E+01,    0.43626E+02,    0.22806E-13
