  x,     y,   camp
    0.11971E+02,    0.48790E+02,    0.12767E-01
    0.11663E+02,    0.49036E+02,    0.13071E-01
    0.11354E+02,    0.48920E+02,    0.13276E-01
    0.96287E+01,    0.45053E+02,    0.12354E-01
    0.94646E+01,    0.45072E+02,    0.12560E-01
    0.97285E+01,    0.45242E+02,    0.12591E-01
    0.96207E+01,    0.45395E+02,    0.12685E-01
    0.93689E+01,    0.45217E+02,    0.12580E-01
    0.96721E+01,    0.45540E+02,    0.12960E-01
    0.98768E+01,    0.45740E+02,    0.13005E-01
    0.98586E+01,    0.45586E+02,    0.12595E-01
    0.92122E+01,    0.44484E+02,    0.11942E-01
    0.92764E+01,    0.44333E+02,    0.11851E-01
    0.93856E+01,    0.44693E+02,    0.12160E-01
    0.92390E+01,    0.44603E+02,    0.12295E-01
    0.54053E-01,    0.60335E+02,    0.83209E-03
    0.40481E+01,    0.62324E+02,    0.61870E-02
    0.13994E+00,    0.61166E+02,    0.28032E-02
    0.61700E+01,    0.58202E+02,    0.87688E-02
    0.74942E+01,    0.59458E+02,    0.84713E-02
    0.58755E+01,    0.58320E+02,    0.85513E-02
    0.59478E+01,    0.58353E+02,    0.84105E-02
    0.72082E+01,    0.42887E+02,    0.10654E-01
    0.55456E+01,    0.39653E+02,    0.68942E-02
    0.51640E+01,    0.39649E+02,    0.67951E-02
    0.56849E+01,    0.40006E+02,    0.72601E-02
    0.44249E+01,    0.40124E+02,    0.60205E-02
    0.45778E+01,    0.39924E+02,    0.60371E-02
    0.53633E+01,    0.41409E+02,    0.78255E-02
    0.88504E+01,    0.43756E+02,    0.11474E-01
    0.91122E+01,    0.43725E+02,    0.11317E-01
    0.91290E+01,    0.43488E+02,    0.11021E-01
    0.87890E+01,    0.43889E+02,    0.11541E-01
    0.72813E+01,    0.42803E+02,    0.10396E-01
    0.72122E+01,    0.42823E+02,    0.10550E-01
    0.87003E+01,    0.42603E+02,    0.10098E-01
    0.84080E+01,    0.42646E+02,    0.10434E-01
    0.88889E+01,    0.42915E+02,    0.10805E-01
    0.75457E+01,    0.43170E+02,    0.10875E-01
    0.11320E+02,    0.57922E+02,    0.10041E-01
    0.12305E+02,    0.58765E+02,    0.10426E-01
    0.13654E+02,    0.58360E+02,    0.10078E-01
    0.13517E+02,    0.57051E+02,    0.10845E-01
