tita, campo[?]
0.235073, 1.502200e+00
0.469437, 1.502000e+00
0.938182, 1.502000e+00
1.172663, 1.501700e+00
1.639962, 1.501700e+00
1.874217, 1.501000e+00
2.343115, 1.501000e+00
2.577311, 1.500200e+00
3.047445, 1.500200e+00
3.281974, 1.499200e+00
3.750867, 1.499200e+00
3.985140, 1.497900e+00
4.452466, 1.497900e+00
4.686971, 1.496400e+00
5.155621, 1.496400e+00
5.390063, 1.494700e+00
5.860123, 1.494600e+00
6.094207, 1.492700e+00
6.563194, 1.492700e+00
6.797402, 1.490500e+00
7.264734, 1.490500e+00
7.499274, 1.488200e+00
7.967914, 1.488200e+00
8.202309, 1.485600e+00
8.672335, 1.485500e+00
8.906652, 1.482700e+00
9.375283, 1.482600e+00
9.609753, 1.479600e+00
10.077036, 1.479600e+00
10.312230, 1.476400e+00
10.780130, 1.476300e+00
11.015213, 1.472900e+00
11.485199, 1.472700e+00
11.718760, 1.469000e+00
12.187565, 1.469000e+00
12.421253, 1.465100e+00
12.888956, 1.465100e+00
13.123268, 1.460900e+00
13.590479, 1.460900e+00
13.825292, 1.456500e+00
14.299650, 1.456300e+00
14.533534, 1.451700e+00
15.001326, 1.451700e+00
15.236543, 1.446900e+00
15.579973, 1.446900e+00
15.813597, 1.447400e+00
15.814546, 1.441800e+00
16.048164, 1.442000e+00
16.406011, 1.441900e+00
16.640360, 1.436700e+00
17.109802, 1.436500e+00
17.343122, 1.431100e+00
17.811688, 1.431000e+00
18.047485, 1.425400e+00
18.515514, 1.425400e+00
18.750005, 1.419500e+00
19.218081, 1.419400e+00
19.453644, 1.413400e+00
19.923239, 1.413200e+00
20.157217, 1.406900e+00
20.625210, 1.406800e+00
20.859974, 1.400400e+00
21.328296, 1.400400e+00
21.561433, 1.393700e+00
22.031033, 1.393600e+00
22.265452, 1.386700e+00
22.734230, 1.386400e+00
22.968194, 1.379300e+00
23.435484, 1.379300e+00
23.669607, 1.372000e+00
24.142055, 1.372000e+00
24.375966, 1.364500e+00
24.845749, 1.364400e+00
25.077243, 1.356700e+00
25.545252, 1.356400e+00
25.780856, 1.348500e+00
26.249333, 1.348400e+00
26.484328, 1.340300e+00
26.952326, 1.340300e+00
27.188338, 1.332100e+00
27.658383, 1.331900e+00
27.893010, 1.323500e+00
28.358929, 1.323100e+00
28.594597, 1.314400e+00
29.062456, 1.314300e+00
29.298568, 1.305500e+00
29.765074, 1.305500e+00
29.998595, 1.296500e+00
30.469078, 1.296400e+00
30.702139, 1.287200e+00
31.173646, 1.286800e+00
31.406498, 1.277300e+00
31.876720, 1.277200e+00
32.110013, 1.267600e+00
