tita, campo[?]
0.117275, 1.000500e-17
0.117569, 9.963000e-18
0.234845, 9.983300e-18
0.469940, 9.983300e-18
0.587398, 9.982900e-18
0.821599, 9.982900e-18
0.939033, 9.981900e-18
1.174433, 9.981900e-18
1.291937, 9.980300e-18
1.526173, 9.980300e-18
1.643538, 9.978700e-18
1.878879, 9.978700e-18
1.996338, 9.976400e-18
2.230702, 9.976400e-18
2.347915, 9.973700e-18
2.583406, 9.973700e-18
2.700809, 9.970800e-18
2.935069, 9.970800e-18
3.052465, 9.967700e-18
3.229140, 9.967700e-18
3.346779, 9.955600e-18
3.346802, 9.975800e-18
3.464172, 9.963900e-18
3.640089, 9.963800e-18
3.757806, 9.959700e-18
3.933736, 9.959800e-18
4.051376, 9.940900e-18
4.051441, 9.974000e-18
4.233527, 9.909600e-18
4.233530, 1.000100e-17
4.409326, 9.930100e-18
4.409414, 9.975000e-18
4.597846, 9.905300e-18
4.597905, 9.995200e-18
4.767633, 9.932500e-18
4.767748, 9.962100e-18
4.885223, 9.945500e-18
5.049189, 9.945400e-18
5.166730, 9.939600e-18
5.401641, 9.939600e-18
5.519161, 9.933800e-18
5.753247, 9.933800e-18
5.870570, 9.927400e-18
6.105274, 9.927400e-18
6.222841, 9.920700e-18
6.457906, 9.920700e-18
6.575149, 9.913600e-18
6.750054, 9.913700e-18
6.867090, 9.925900e-18
6.867649, 9.894000e-18
7.047745, 9.951400e-18
7.047797, 9.860800e-18
7.225159, 9.879400e-18
7.225379, 9.924300e-18
7.412113, 9.853200e-18
7.412410, 9.943000e-18
7.583356, 9.878600e-18
7.583677, 9.908200e-18
7.701204, 9.890300e-18
7.866374, 9.890200e-18
7.983612, 9.881700e-18
8.219272, 9.881700e-18
8.337181, 9.872800e-18
8.571178, 9.872800e-18
8.688343, 9.863500e-18
8.862683, 9.863500e-18
8.980094, 9.868500e-18
8.980412, 9.849000e-18
9.097830, 9.853700e-18
9.275721, 9.853600e-18
9.393151, 9.843700e-18
9.628598, 9.843600e-18
9.746088, 9.833200e-18
9.980437, 9.833200e-18
10.097666, 9.822500e-18
10.264309, 9.822600e-18
10.381822, 9.832300e-18
10.381951, 9.803300e-18
10.557458, 9.769900e-18
10.557792, 9.852700e-18
10.743182, 9.821000e-18
10.743199, 9.790100e-18
10.859915, 9.799900e-18
11.037678, 9.799800e-18
11.154139, 9.787900e-18
11.388390, 9.787900e-18
11.506714, 9.775700e-18
11.674875, 9.775700e-18
11.792352, 9.755500e-18
11.792519, 9.785000e-18
11.969017, 9.804300e-18
11.969643, 9.721700e-18
12.153058, 9.741200e-18
12.153350, 9.771600e-18
12.271055, 9.750200e-18
12.446604, 9.750100e-18
12.563438, 9.736600e-18
12.798858, 9.736500e-18
12.916392, 9.722800e-18
13.085105, 9.722900e-18
13.202380, 9.731400e-18
13.203154, 9.701700e-18
13.380584, 9.749600e-18
13.381089, 9.667400e-18
13.563392, 9.686000e-18
13.564066, 9.716100e-18
13.680451, 9.694400e-18
13.854839, 9.694200e-18
13.973587, 9.679300e-18
14.206864, 9.679200e-18
14.325406, 9.664100e-18
14.503063, 9.664100e-18
14.620395, 9.646200e-18
14.621404, 9.665600e-18
14.738740, 9.648600e-18
14.912687, 9.648400e-18
15.029899, 9.632600e-18
15.264242, 9.632600e-18
15.381473, 9.616200e-18
15.615829, 9.616100e-18
15.734262, 9.599500e-18
15.968398, 9.599400e-18
16.086518, 9.582400e-18
16.256369, 9.582400e-18
16.374180, 9.560300e-18
16.374200, 9.588800e-18
16.551267, 9.524500e-18
16.551445, 9.605100e-18
16.733773, 9.570400e-18
16.735241, 9.540600e-18
16.851231, 9.547300e-18
17.024686, 9.547200e-18
17.142646, 9.529200e-18
17.324739, 9.529200e-18
17.441524, 9.503300e-18
17.441963, 9.534600e-18
17.631406, 9.470600e-18
17.632102, 9.550300e-18
17.802046, 9.485400e-18
17.802662, 9.512400e-18
17.919071, 9.492000e-18
18.081616, 9.491800e-18
18.199491, 9.472800e-18
18.369785, 9.472700e-18
18.486883, 9.473400e-18
18.487887, 9.454400e-18
18.604987, 9.453300e-18
18.785933, 9.453200e-18
18.903689, 9.433300e-18
19.085318, 9.433200e-18
19.202179, 9.406700e-18
19.203895, 9.437500e-18
19.392821, 9.373400e-18
19.393621, 9.452200e-18
19.563052, 9.386900e-18
19.564978, 9.413300e-18
19.682008, 9.392500e-18
19.844043, 9.392300e-18
19.960304, 9.371300e-18
20.131123, 9.371300e-18
20.247496, 9.352400e-18
20.247694, 9.371000e-18
20.365504, 9.350100e-18
20.547884, 9.350000e-18
20.665880, 9.328500e-18
20.899944, 9.328300e-18
21.017610, 9.306300e-18
21.253517, 9.306300e-18
21.369465, 9.283900e-18
21.549136, 9.283900e-18
21.665546, 9.262900e-18
21.666986, 9.280900e-18
21.783390, 9.261300e-18
21.956358, 9.261200e-18
22.074554, 9.238300e-18
22.309032, 9.238100e-18
22.426516, 9.214600e-18
22.661103, 9.214600e-18
22.779147, 9.191000e-18
23.014211, 9.190800e-18
23.131349, 9.166600e-18
23.365415, 9.166600e-18
23.482222, 9.142300e-18
23.662453, 9.142100e-18
23.781183, 9.119700e-18
23.782075, 9.137800e-18
23.898504, 9.117300e-18
24.070736, 9.117100e-18
24.187875, 9.091800e-18
24.422149, 9.091800e-18
24.540209, 9.066400e-18
24.774941, 9.066200e-18
24.891736, 9.040400e-18
25.127385, 9.040400e-18
25.244728, 9.014300e-18
25.479219, 9.014100e-18
25.595675, 8.987700e-18
25.777269, 8.987600e-18
25.895551, 8.982100e-18
25.895825, 8.963900e-18
26.012130, 8.960900e-18
26.184201, 8.960700e-18
26.299901, 8.933600e-18
26.472129, 8.933400e-18
26.588083, 8.934300e-18
26.590007, 8.907700e-18
26.766967, 8.943600e-18
26.768000, 8.868300e-18
26.949048, 8.877800e-18
26.949957, 8.905100e-18
27.067449, 8.878200e-18
27.241752, 8.878000e-18
27.357403, 8.849800e-18
27.592070, 8.849800e-18
27.710957, 8.821500e-18
27.945553, 8.821300e-18
28.063577, 8.792300e-18
28.297233, 8.792300e-18
28.415399, 8.763300e-18
28.651184, 8.763100e-18
28.766726, 8.733500e-18
29.001591, 8.733500e-18
29.118504, 8.703800e-18
29.296437, 8.703600e-18
29.413987, 8.696700e-18
29.415757, 8.679400e-18
29.533319, 8.673600e-18
29.707521, 8.673400e-18
29.823656, 8.643100e-18
29.994533, 8.642900e-18
30.109793, 8.620600e-18
30.111852, 8.637700e-18
30.227101, 8.612100e-18
30.409967, 8.611900e-18
30.527691, 8.580900e-18
30.762836, 8.580700e-18
30.880444, 8.549100e-18
31.114208, 8.549100e-18
31.233621, 8.517500e-18
31.467780, 8.517300e-18
31.585187, 8.485200e-18
31.820481, 8.485200e-18
31.936130, 8.452800e-18
32.171809, 8.452600e-18
32.289022, 8.419800e-18
32.464625, 8.419700e-18
32.581264, 8.416800e-18
32.582028, 8.390000e-18
32.763110, 8.348300e-18
32.763179, 8.424800e-18
32.939128, 8.349700e-18
32.939184, 8.388000e-18
33.122574, 8.312400e-18
33.122581, 8.393700e-18
33.294316, 8.314800e-18
33.295191, 8.353500e-18
33.480999, 8.357000e-18
33.483718, 8.281200e-18
33.650232, 8.311300e-18
33.652165, 8.286700e-18
33.769068, 8.285500e-18
33.931953, 8.285300e-18
34.049946, 8.251300e-18
34.284907, 8.251000e-18
34.404848, 8.216300e-18
34.580022, 8.216300e-18
34.696674, 8.206900e-18
34.697206, 8.190800e-18
34.813854, 8.181400e-18
34.992020, 8.181200e-18
35.108139, 8.146000e-18
35.343667, 8.146000e-18
35.459541, 8.110600e-18
35.627057, 8.110400e-18
35.745385, 8.082800e-18
35.746828, 8.106700e-18
35.920996, 8.040300e-18
35.923371, 8.108700e-18
36.105070, 8.043700e-18
36.107397, 8.068900e-18
36.224837, 8.038500e-18
36.400344, 8.038300e-18
36.516694, 8.001800e-18
36.753136, 8.001800e-18
36.869440, 7.965100e-18
37.034059, 7.965100e-18
37.153233, 7.937800e-18
37.153736, 7.961100e-18
37.327111, 7.961400e-18
37.330338, 7.894500e-18
37.512630, 7.897100e-18
37.514024, 7.921900e-18
37.632318, 7.890600e-18
37.809566, 7.890400e-18
37.923484, 7.853000e-18
38.161721, 7.852700e-18
38.279165, 7.814900e-18
38.513422, 7.814600e-18
38.629981, 7.776600e-18
38.797983, 7.776300e-18
38.917253, 7.748000e-18
38.917647, 7.771000e-18
39.093859, 7.705300e-18
39.095855, 7.770800e-18
39.278309, 7.706200e-18
39.279623, 7.729500e-18
39.394391, 7.699100e-18
39.568480, 7.698900e-18
39.686444, 7.660000e-18
39.923828, 7.659700e-18
40.039887, 7.620300e-18
40.272436, 7.620300e-18
40.392773, 7.580800e-18
40.625163, 7.580500e-18
40.744931, 7.540500e-18
40.979890, 7.540500e-18
41.094753, 7.500500e-18
41.279040, 7.500100e-18
41.393428, 7.470700e-18
41.395118, 7.485500e-18
41.513274, 7.460000e-18
41.682616, 7.459800e-18
41.799910, 7.419200e-18
42.037217, 7.418900e-18
42.153316, 7.377700e-18
42.387242, 7.377700e-18
42.503355, 7.336300e-18
42.738722, 7.336300e-18
42.857657, 7.295000e-18
43.090942, 7.294700e-18
43.209007, 7.253100e-18
43.443369, 7.252800e-18
43.563520, 7.210600e-18
43.796972, 7.210600e-18
43.913236, 7.168100e-18
44.149655, 7.168100e-18
44.265489, 7.125700e-18
44.501326, 7.125400e-18
44.617694, 7.082400e-18
44.851653, 7.082400e-18
44.972114, 7.039100e-18
45.206516, 7.039100e-18
45.323720, 6.995900e-18
45.495256, 6.995600e-18
45.611592, 6.965000e-18
45.611814, 6.985700e-18
45.790523, 6.922100e-18
45.792929, 6.980700e-18
45.970735, 6.917800e-18
45.971557, 6.938900e-18
46.091493, 6.908000e-18
46.261394, 6.907800e-18
46.380471, 6.863800e-18
46.615991, 6.863500e-18
46.733207, 6.819000e-18
46.967747, 6.819000e-18
47.085078, 6.774500e-18
47.319419, 6.774200e-18
47.436433, 6.729000e-18
47.669413, 6.729000e-18
47.789589, 6.683900e-18
48.022364, 6.683600e-18
48.139592, 6.638000e-18
48.374036, 6.638000e-18
48.491760, 6.592100e-18
48.675157, 6.592100e-18
48.792327, 6.556100e-18
48.792649, 6.578200e-18
48.977787, 6.575900e-18
48.979316, 6.516200e-18
49.148209, 6.504100e-18
49.149560, 6.533900e-18
49.340062, 6.528800e-18
49.341072, 6.470600e-18
49.505337, 6.480000e-18
49.507281, 6.461400e-18
49.625068, 6.453500e-18
49.783543, 6.453200e-18
49.902443, 6.406700e-18
50.135305, 6.406400e-18
50.253336, 6.359300e-18
50.489702, 6.359300e-18
50.606860, 6.312400e-18
50.842646, 6.312100e-18
50.961367, 6.264400e-18
51.191491, 6.264400e-18
51.311700, 6.217100e-18
51.547634, 6.216600e-18
51.662500, 6.169100e-18
51.900252, 6.168800e-18
52.014990, 6.120400e-18
52.252291, 6.120400e-18
52.369533, 6.072400e-18
52.531642, 6.071900e-18
52.646677, 6.061400e-18
52.648388, 6.044400e-18
52.822045, 6.048400e-18
52.822467, 5.998000e-18
53.011303, 6.010100e-18
53.011551, 5.991000e-18
53.126792, 5.974600e-18
53.307749, 5.974500e-18
53.423179, 5.925200e-18
53.657736, 5.925200e-18
53.776045, 5.876300e-18
54.009679, 5.875900e-18
54.130454, 5.826300e-18
54.363328, 5.826300e-18
54.479885, 5.777000e-18
54.716816, 5.776700e-18
54.833383, 5.726600e-18
55.066733, 5.726700e-18
55.187873, 5.676400e-18
55.420011, 5.676500e-18
55.536689, 5.625900e-18
55.771934, 5.625900e-18
55.889334, 5.575800e-18
56.123671, 5.575400e-18
56.241139, 5.524400e-18
56.478806, 5.524600e-18
56.596530, 5.473400e-18
56.829234, 5.473400e-18
56.948766, 5.422700e-18
57.128754, 5.422100e-18
57.247308, 5.398400e-18
57.247394, 5.387900e-18
57.365641, 5.370900e-18
57.533224, 5.370800e-18
57.651720, 5.318900e-18
57.824894, 5.318900e-18
57.941503, 5.287000e-18
57.943663, 5.302600e-18
58.123658, 5.289200e-18
58.124548, 5.245100e-18
58.302150, 5.246700e-18
58.303344, 5.231300e-18
58.417851, 5.215400e-18
58.593515, 5.215200e-18
58.707986, 5.162700e-18
58.878046, 5.162700e-18
58.996890, 5.134300e-18
58.997968, 5.144300e-18
59.111621, 5.110500e-18
59.293675, 5.110500e-18
59.413907, 5.057500e-18
59.646598, 5.057500e-18
59.763096, 5.005300e-18
59.997226, 5.004700e-18
60.118075, 4.952400e-18
60.354260, 4.952000e-18
60.470483, 4.898400e-18
60.702586, 4.898700e-18
60.824100, 4.845000e-18
61.054197, 4.845000e-18
61.171873, 4.792000e-18
61.411381, 4.791600e-18
61.528572, 4.737600e-18
61.697775, 4.737600e-18
61.813702, 4.705700e-18
61.815555, 4.719500e-18
61.995321, 4.664100e-18
61.996567, 4.703200e-18
62.175162, 4.647700e-18
62.178561, 4.661300e-18
62.293300, 4.629800e-18
62.465297, 4.629700e-18
62.583780, 4.575100e-18
62.815893, 4.575100e-18
62.933696, 4.521300e-18
63.170044, 4.520900e-18
63.289513, 4.466000e-18
63.520317, 4.466000e-18
63.641470, 4.411900e-18
63.876552, 4.411500e-18
63.991643, 4.356200e-18
64.226555, 4.356200e-18
64.345466, 4.301700e-18
64.579549, 4.301300e-18
64.695634, 4.245600e-18
64.929314, 4.245600e-18
65.046478, 4.190900e-18
