X, Y, V
5.216, 58.535, nan
6.805, 57.334, nan
6.431, 57.664, nan
33.478, 14.027, nan
33.412, 18.388, nan
2.468, 59.693, nan
2.948, 59.558, nan
3.421, 59.399, nan
19.889, 44.014, nan
19.869, 45.038, nan
37.245, 13.841, nan
40.4, 10.626, nan
39.95, 13.886, nan
43.307, 8.537, nan
50, 9.091, nan
4.784, 58.784, nan
4.34, 59.012, nan
3.885, 59.217, nan
10.359, 55.581, nan
11.004, 55.697, nan
11.64, 55.803, nan
12.277, 55.902, nan
8.755, 56.533, nan
8.579, 56.806, nan
9.025, 56.65, nan
9.281, 56.465, nan
8.295, 57.204, nan
22.741, 33.196, nan
24.721, 33.144, nan
22.569, 34.711, nan
21.498, 36.134, nan
22.581, 36.217, nan
21.226, 37.466, nan
21.132, 38.955, nan
21.091, 40.411, nan
21.076, 41.721, nan
21.067, 42.924, nan
21.017, 44.05, nan
19.271, 45.832, nan
19.961, 45.799, nan
19.161, 46.451, nan
19.04, 47.215, nan
18.969, 48.005, nan
0, 60.005, nan
0.499, 59.993, nan
0.996, 59.955, nan
1.491, 59.893, nan
1.982, 59.807, nan
2.469, 59.696, nan
26.996, 33.895, nan
24.114, 34.793, nan
25.701, 35.009, nan
14.387, 55.433, nan
12.935, 55.991, nan
13.624, 56.067, nan
14.342, 56.135, nan
16.213, 52.589, nan
15.172, 53.429, nan
15.94, 53.267, nan
15.189, 54.088, nan
15.169, 54.782, nan
15.125, 55.483, nan
9.794, 56.598, nan
10.188, 56.303, nan
33.124, 22.933, nan
37.408, 18.043, nan
36.992, 22.7, nan
33.6, 27.413, nan
29.701, 34.14, nan
31.845, 32.221, nan
7.534, 57.3, nan
7.94, 57.648, nan
18.111, 48.704, nan
18.883, 48.769, nan
18.029, 49.429, nan
17.946, 50.117, nan
17.864, 50.785, nan
17.791, 51.443, nan
17.719, 52.104, nan
16.92, 52.694, nan
17.661, 52.772, nan
7.158, 57.691, nan
6.041, 57.975, nan
5.636, 58.267, nan
5.217, 58.537, nan
4.785, 58.787, nan
6.756, 58.038, nan
6.375, 58.374, nan
2.949, 59.561, nan
3.422, 59.402, nan
3.886, 59.219, nan
4.341, 59.014, nan
20.949, 45.061, nan
20.747, 45.83, nan
42.219, 17.09, nan
50, 18.182, nan
10.924, 56.395, nan
11.569, 56.497, nan
12.215, 56.6, nan
12.88, 56.694, nan
8.933, 56.971, nan
9.367, 56.999, nan
9.81, 57.047, nan
24.125, 36.277, nan
22.56, 37.645, nan
24.032, 37.793, nan
22.487, 39.129, nan
22.433, 40.502, nan
22.363, 41.785, nan
22.308, 42.978, nan
22.239, 44.133, nan
19.892, 46.52, nan
20.713, 46.549, nan
19.842, 47.287, nan
19.767, 48.072, nan
19.686, 48.842, nan
1.408, 60.557, nan
1.704, 60.356, nan
2.116, 60.205, nan
2.558, 60.088, nan
3.04, 60.044, nan
25.671, 36.33, nan
27.565, 36.114, nan
29.65, 36.195, nan
22.087, 45.362, nan
0, 62.005, nan
8.786, 57.53, nan
8.361, 57.99, nan
1.545, 61.385, nan
21.465, 45.899, nan
1.818, 60.764, nan
2.233, 60.587, nan
2.611, 60.427, nan
15.084, 56.198, nan
13.577, 56.777, nan
14.307, 56.851, nan
15.047, 56.913, nan
16.813, 53.387, nan
15.962, 54.074, nan
16.763, 54.113, nan
15.931, 54.806, nan
15.885, 55.536, nan
15.83, 56.26, nan
10.31, 57.038, nan
10.889, 57.111, nan
36.221, 31.93, nan
39.909, 27.263, nan
50, 27.273, nan
7.54, 58.073, nan
18.791, 49.493, nan
19.57, 49.582, nan
18.685, 50.18, nan
18.592, 50.844, nan
18.507, 51.507, nan
18.444, 52.17, nan
18.389, 52.831, nan
17.599, 53.45, nan
18.37, 53.497, nan
7.082, 58.431, nan
6.679, 58.684, nan
6.413, 58.866, nan
6.049, 58.799, nan
5.496, 59.044, nan
5.002, 59.259, nan
4.556, 59.447, nan
3.594, 59.902, nan
4.141, 59.721, nan
21.506, 46.546, nan
11.513, 57.214, nan
12.153, 57.321, nan
12.826, 57.421, nan
13.537, 57.509, nan
9.302, 57.539, nan
9.793, 57.621, nan
10.263, 57.718, nan
25.721, 37.879, nan
23.984, 39.25, nan
25.577, 39.417, nan
23.853, 40.638, nan
23.718, 41.855, nan
23.604, 43.01, nan
23.538, 44.155, nan
23.476, 45.286, nan
20.657, 47.329, nan
21.525, 47.341, nan
20.607, 48.132, nan
20.516, 48.946, nan
20.376, 49.715, nan
27.432, 37.916, nan
29.359, 38.054, nan
30.798, 38.193, nan
32.498, 36.552, nan
36.327, 36.248, nan
22.392, 46.388, nan
23.502, 46.368, nan
8.925, 57.948, nan
9.267, 58.085, nan
8.717, 58.296, nan
8.449, 58.553, nan
8.015, 58.587, nan
2.399, 60.967, nan
3.026, 60.618, nan
3.78, 60.493, nan
2.779, 61.326, nan
2.645, 61.799, nan
2.808, 62.691, nan
0, 64.004, nan
2.081, 63.574, nan
15.779, 56.983, nan
14.279, 57.583, nan
15.033, 57.643, nan
15.762, 57.649, nan
17.569, 54.162, nan
16.72, 54.853, nan
17.524, 54.894, nan
16.66, 55.592, nan
16.579, 56.349, nan
16.473, 57.057, nan
10.837, 57.837, nan
11.441, 57.953, nan
7.364, 58.883, nan
6.873, 59.056, nan
6.539, 59.118, nan
19.432, 50.247, nan
20.142, 50.348, nan
19.321, 50.908, nan
19.237, 51.568, nan
19.16, 52.237, nan
19.113, 52.892, nan
19.09, 53.507, nan
18.375, 54.18, nan
19.215, 54.156, nan
4.75, 59.833, nan
5.183, 59.744, nan
5.723, 59.6, nan
6.341, 59.416, nan
4.511, 60.288, nan
22.439, 47.33, nan
12.09, 58.069, nan
12.774, 58.174, nan
13.501, 58.27, nan
14.261, 58.35, nan
9.685, 58.19, nan
10.143, 58.426, nan
10.725, 58.582, nan
27.367, 39.61, nan
25.428, 40.833, nan
25.023, 41.963, nan
24.964, 43.031, nan
24.85, 44.153, nan
24.797, 45.306, nan
24.719, 46.412, nan
21.479, 48.195, nan
22.417, 48.228, nan
21.403, 49.065, nan
20.715, 50.443, nan
21.249, 50.039, nan
29.033, 39.727, nan
27.067, 41.307, nan
30.857, 40.092, nan
33.017, 39.644, nan
36.049, 39.575, nan
38.442, 39.707, nan
41.202, 37.043, nan
50, 36.364, nan
23.482, 47.353, nan
24.591, 47.467, nan
9.047, 58.634, nan
9.546, 58.687, nan
8.623, 58.865, nan
3.306, 61.228, nan
3.926, 61.126, nan
3.413, 61.842, nan
4.635, 61.153, nan
3.73, 62.645, nan
7.506, 59.533, nan
8.298, 59.308, nan
0, 66.004, nan
2.005, 65.885, nan
4.039, 63.947, nan
3.951, 65.914, nan
16.343, 57.646, nan
6.916, 59.481, nan
28.842, 41.239, nan
26.192, 42.086, nan
4.005, 61.703, nan
4.6, 62.104, nan
4.836, 63.061, nan
15.068, 58.392, nan
15.868, 58.356, nan
18.355, 54.934, nan
17.455, 55.666, nan
18.294, 55.718, nan
17.352, 56.452, nan
17.163, 57.29, nan
16.796, 58.152, nan
11.362, 58.722, nan
12.022, 58.843, nan
20.043, 50.96, nan
20.728, 51.003, nan
19.961, 51.634, nan
19.885, 52.315, nan
19.781, 52.967, nan
19.683, 53.492, nan
19.218, 54.937, nan
5.256, 60.32, nan
5.889, 60.198, nan
6.471, 60.038, nan
6.939, 59.974, nan
5.453, 61.054, nan
23.399, 48.294, nan
12.723, 58.958, nan
13.46, 59.059, nan
14.265, 59.158, nan
15.087, 59.238, nan
26.244, 43.002, nan
26.266, 44.143, nan
26.135, 45.342, nan
26.023, 46.565, nan
25.775, 47.678, nan
22.352, 49.133, nan
23.327, 49.194, nan
22.3, 50.033, nan
21.451, 50.902, nan
22.325, 50.916, nan
27.852, 42.756, nan
38.497, 42.625, nan
35.94, 42.521, nan
33.223, 42.546, nan
30.013, 42.63, nan
24.434, 48.389, nan
25.44, 48.551, nan
9.076, 59.367, nan
9.824, 59.187, nan
10.586, 59.387, nan
11.266, 59.514, nan
50, 45.455, nan
0, 68.004, nan
2.061, 67.918, nan
4.054, 67.853, nan
20.137, 53.968, nan
20.141, 54.927, nan
40.869, 45.56, nan
5.834, 61.91, nan
5.845, 63.148, nan
5.679, 64.361, nan
5.69, 66.002, nan
5.724, 67.569, nan
7.392, 60.278, nan
8.264, 60.378, nan
9.034, 60.174, nan
6.075, 60.788, nan
6.714, 60.632, nan
6.266, 61.354, nan
27.608, 44.076, nan
29.032, 44.05, nan
6.874, 61.219, nan
7.519, 61.07, nan
15.905, 59.139, nan
16.728, 59.155, nan
19.167, 55.771, nan
18.186, 56.559, nan
19.072, 56.627, nan
18.035, 57.42, nan
17.82, 58.344, nan
17.688, 59.266, nan
11.952, 59.642, nan
12.665, 59.761, nan
20.7, 51.682, nan
20.617, 52.416, nan
20.476, 53.167, nan
21.474, 51.711, nan
20.076, 55.805, nan
24.314, 49.284, nan
13.44, 59.869, nan
14.227, 59.981, nan
15.881, 59.793, nan
15.247, 60.227, nan
27.631, 45.411, nan
27.396, 46.788, nan
26.25, 48.72, nan
27.058, 48.21, nan
23.266, 50.09, nan
24.236, 50.166, nan
23.24, 50.967, nan
22.324, 51.75, nan
23.203, 51.825, nan
36.575, 45.518, nan
33.363, 45.263, nan
30.936, 45.257, nan
29.062, 45.423, nan
25.303, 49.378, nan
26.259, 49.473, nan
9.768, 60.177, nan
10.49, 60.219, nan
11.182, 60.327, nan
11.88, 60.44, nan
5.806, 68.831, nan
38.449, 48.559, nan
38.572, 51.437, nan
7.011, 61.988, nan
7.08, 63.089, nan
7.14, 64.437, nan
8.999, 60.941, nan
8.277, 61.478, nan
9.679, 60.965, nan
50, 54.545, nan
0, 70.004, nan
2.19, 69.951, nan
4.666, 69.792, nan
21.326, 53.288, nan
21.192, 54.116, nan
21.097, 54.984, nan
21.021, 55.865, nan
40.945, 54.301, nan
35.717, 48.679, nan
7.534, 65.921, nan
7.304, 67.616, nan
7.211, 68.96, nan
21.432, 52.495, nan
16.62, 59.969, nan
17.523, 60.137, nan
19.988, 56.698, nan
18.94, 57.534, nan
19.874, 57.617, nan
18.789, 58.457, nan
18.641, 59.387, nan
18.504, 60.281, nan
12.609, 60.572, nan
13.391, 60.655, nan
14.113, 60.668, nan
22.28, 52.571, nan
20.929, 56.765, nan
25.246, 50.257, nan
16.274, 60.73, nan
29.018, 47.072, nan
28.492, 48.393, nan
27.16, 49.43, nan
26.197, 50.324, nan
27.081, 50.38, nan
28.323, 49.769, nan
24.194, 51.051, nan
25.176, 51.157, nan
24.1, 51.941, nan
23.146, 52.665, nan
23.987, 52.81, nan
33.261, 47.853, nan
30.724, 47.685, nan
10.396, 61.039, nan
11.117, 61.089, nan
11.782, 61.191, nan
12.516, 61.407, nan
6.851, 70.347, nan
36.396, 51.529, nan
36.816, 54.207, nan
8.344, 62.967, nan
8.364, 64.154, nan
8.417, 65.185, nan
9.494, 61.831, nan
10.354, 61.749, nan
22.225, 53.383, nan
22.155, 54.206, nan
22.055, 55.054, nan
21.964, 55.923, nan
21.894, 56.832, nan
38.424, 57.177, nan
38.449, 60.054, nan
34.355, 50.076, nan
32.783, 49.801, nan
34.376, 51.754, nan
14.669, 61.343, nan
16.022, 61.712, nan
9.76, 62.91, nan
50, 63.636, nan
41.131, 62.795, nan
0, 72.003, nan
2.179, 71.99, nan
4.426, 72.014, nan
6.727, 72.151, nan
9.445, 65.334, nan
9.08, 66.484, nan
8.904, 67.78, nan
8.799, 69.043, nan
9.004, 70.341, nan
35.634, 57.236, nan
13.505, 61.485, nan
23.091, 53.465, nan
29.716, 48.648, nan
29.623, 49.886, nan
23.817, 53.552, nan
31.128, 49.718, nan
11.046, 61.791, nan
11.685, 61.78, nan
9.566, 64.231, nan
10.382, 62.404, nan
17.371, 60.997, nan
18.39, 61.097, nan
20.834, 57.702, nan
19.745, 58.565, nan
20.719, 58.678, nan
19.598, 59.52, nan
19.428, 60.398, nan
19.231, 61.132, nan
21.816, 57.785, nan
26.334, 51.262, nan
17.213, 61.934, nan
25.071, 52.098, nan
26.044, 52.217, nan
24.828, 53.136, nan
9.049, 72.149, nan
34.164, 53.884, nan
11.159, 62.451, nan
12.166, 62.326, nan
13.415, 62.505, nan
23.151, 54.291, nan
22.958, 55.112, nan
22.902, 55.962, nan
22.862, 56.888, nan
22.825, 57.86, nan
36.117, 60.14, nan
32.696, 51.627, nan
31.038, 51.511, nan
27.684, 51.369, nan
29.523, 51.484, nan
32.484, 53.365, nan
14.631, 62.588, nan
15.829, 62.807, nan
17.069, 63.039, nan
10.941, 63.314, nan
10.83, 64.387, nan
10.682, 65.561, nan
10.503, 66.737, nan
10.305, 67.95, nan
10.154, 68.943, nan
34.133, 58.419, nan
34.07, 60.026, nan
24.347, 54.393, nan
33.114, 56.026, nan
32.51, 58.097, nan
35.886, 63.292, nan
36.075, 67.896, nan
50, 72.727, nan
0, 74.003, nan
2.135, 74.017, nan
4.349, 74.037, nan
6.618, 74.101, nan
8.965, 74.117, nan
39.886, 72.647, nan
11.254, 69.75, nan
11.535, 71.977, nan
26.972, 52.289, nan
32.111, 54.782, nan
23.71, 55.146, nan
34.134, 61.68, nan
18.474, 62.022, nan
21.738, 58.776, nan
20.584, 59.665, nan
21.626, 59.805, nan
20.343, 60.704, nan
19.86, 61.801, nan
22.763, 58.874, nan
18.383, 63.181, nan
25.949, 53.28, nan
26.966, 53.309, nan
25.758, 54.495, nan
11.382, 74.073, nan
12.153, 63.437, nan
13.361, 63.577, nan
14.542, 63.707, nan
23.796, 55.946, nan
23.84, 56.903, nan
23.852, 57.926, nan
23.824, 58.976, nan
30.974, 53.235, nan
29.484, 53.143, nan
28.112, 53.125, nan
30.872, 54.749, nan
15.669, 63.864, nan
16.772, 64.257, nan
18.186, 64.479, nan
12.068, 64.555, nan
11.992, 65.721, nan
11.842, 66.957, nan
11.602, 68.24, nan
32.338, 59.848, nan
32.168, 61.74, nan
24.705, 55.739, nan
25.818, 55.745, nan
30.985, 56.294, nan
30.767, 57.921, nan
30.454, 59.625, nan
32.651, 64.1, nan
36.988, 77.268, nan
12.912, 68.192, nan
50, 81.818, nan
0, 76.003, nan
2.123, 76.019, nan
4.301, 76.045, nan
6.564, 76.078, nan
8.897, 76.114, nan
11.197, 76.148, nan
31.921, 67.68, nan
33.571, 72.516, nan
33.136, 77.036, nan
42.217, 82.896, nan
37.409, 81.943, nan
13.801, 69.266, nan
14.525, 71.778, nan
13.681, 74.171, nan
19.803, 63.251, nan
22.709, 59.897, nan
21.523, 60.844, nan
22.639, 60.919, nan
23.713, 60.02, nan
21.363, 62.022, nan
21.318, 63.355, nan
19.67, 64.637, nan
26.955, 54.578, nan
28.093, 54.63, nan
29.457, 54.732, nan
26.856, 55.796, nan
29.36, 56.212, nan
13.445, 76.212, nan
13.323, 64.682, nan
14.506, 64.747, nan
15.454, 64.763, nan
13.299, 65.846, nan
13.139, 67.116, nan
14.462, 67.392, nan
24.846, 56.877, nan
25.878, 56.821, nan
26.748, 56.766, nan
24.936, 57.946, nan
24.93, 59.106, nan
24.81, 60.316, nan
16.186, 65.616, nan
17.887, 65.907, nan
19.474, 66.08, nan
29.125, 57.771, nan
28.972, 59.205, nan
28.82, 60.375, nan
29.927, 61.442, nan
30.135, 63.703, nan
30.145, 65.702, nan
33.412, 81.601, nan
39.95, 86.108, nan
37.246, 86.157, nan
40.401, 89.373, nan
33.48, 85.971, nan
16.059, 67.388, nan
15.959, 68.97, nan
16.062, 70.505, nan
15.492, 74.536, nan
15.404, 76.362, nan
50, 90.909, nan
43.307, 91.46, nan
0, 78.003, nan
2.12, 78.022, nan
4.296, 78.046, nan
6.557, 78.087, nan
8.841, 78.135, nan
11.124, 78.238, nan
13.265, 78.334, nan
28.643, 72.653, nan
29.02, 76.93, nan
29.121, 81.302, nan
28.011, 65.771, nan
27.806, 68.418, nan
17.217, 73.334, nan
17.905, 70.594, nan
23.599, 60.876, nan
27.955, 56.092, nan
27.485, 57.522, nan
15.147, 78.252, nan
14.616, 65.92, nan
26.124, 57.895, nan
26.194, 59.134, nan
26.186, 60.458, nan
17.751, 67.411, nan
19.278, 67.54, nan
27.561, 59.111, nan
27.618, 60.436, nan
27.934, 61.864, nan
28.122, 63.706, nan
17.635, 68.973, nan
50, 100, nan
45, 100, nan
24.571, 72.922, nan
20.806, 73.149, nan
19.168, 68.756, nan
21.19, 64.815, nan
22.827, 62.007, nan
24.347, 61.717, nan
26.185, 61.887, nan
22.822, 63.455, nan
22.784, 64.966, nan
26.214, 63.596, nan
26.219, 65.334, nan
26.061, 66.888, nan
21.036, 66.307, nan
20.83, 67.873, nan
23.898, 69.172, nan
24.281, 66.922, nan
20.491, 69.913, nan
29.3, 85.776, nan
37.649, 90.022, nan
33.841, 90.401, nan
38.902, 94.197, nan
40, 100, nan
29.503, 90.351, nan
17.578, 76.581, nan
24.807, 76.851, nan
20.965, 76.767, nan
24.901, 81.032, nan
24.924, 85.503, nan
16.615, 80.179, nan
13.302, 80.819, nan
11.012, 80.365, nan
8.858, 80.198, nan
6.58, 80.102, nan
4.332, 80.056, nan
0, 80.002, nan
2.135, 80.026, nan
22.634, 66.506, nan
24.473, 63.462, nan
24.413, 65.175, nan
22.465, 67.844, nan
20.751, 80.732, nan
24.918, 90.171, nan
34.422, 94.926, nan
35, 100, nan
29.737, 95.091, nan
24.914, 94.997, nan
20.558, 85.182, nan
20.309, 89.844, nan
16.294, 84.767, nan
10.719, 82.337, nan
8.876, 82.211, nan
6.675, 82.118, nan
4.383, 82.064, nan
2.167, 82.028, nan
0, 82.002, nan
12.064, 84.477, nan
30, 100, nan
25, 100, nan
19.891, 94.799, nan
20, 100, nan
15.751, 89.404, nan
9.23, 84.204, nan
6.785, 84.12, nan
4.459, 84.059, nan
2.193, 84.027, nan
0, 84.002, nan
10.615, 86.002, nan
8.94, 86.073, nan
10.59, 87.55, nan
12.001, 88.519, nan
14.33, 94.225, nan
15, 100, nan
11.895, 91.749, nan
6.775, 86.039, nan
4.47, 86.037, nan
2.207, 86.016, nan
0, 86.002, nan
8.968, 87.784, nan
6.786, 87.973, nan
9.31, 89.688, nan
9.285, 92.149, nan
10, 100, nan
8.854, 95.4, nan
4.476, 87.988, nan
2.205, 88, nan
0, 88.001, nan
6.871, 89.873, nan
6.791, 92.003, nan
6.702, 93.784, nan
4.469, 89.975, nan
5, 100, nan
4.274, 94.069, nan
4.063, 96.578, nan
4.448, 91.981, nan
0, 100, nan
0, 98, nan
2.199, 89.981, nan
0, 90.001, nan
2.155, 91.961, nan
2.029, 95.489, nan
2.137, 93.875, nan
0, 96.001, nan
0, 92.001, nan
0, 94.001, nan
