X, Y, campo
5.47253, 41.6116, 0
5.52645, 41.6508, 0
5.57121, 41.6805, 0
5.62107, 41.7188, 0
5.66547, 41.749, 0
5.72856, 41.7928, 0
5.77546, 41.8239, 0
5.82346, 41.858, 0
5.88251, 41.8921, 0
5.9159, 41.9267, 0
5.99631, 41.9729, 0
6.03933, 42.0053, 0
6.08495, 42.0447, 0
6.12239, 42.0717, 0
6.17283, 42.1215, 0
6.22242, 42.1557, 0
6.26307, 42.193, 0
6.32106, 42.2292, 0
6.35249, 42.2655, 0
6.43023, 42.3162, 0
6.4714, 42.3508, 0
6.51477, 42.3927, 0
6.55066, 42.4217, 0
6.59828, 42.4742, 0
6.6459, 42.5111, 0
6.68443, 42.5506, 0
6.7319, 42.5935, 0
6.76971, 42.628, 0
6.84454, 42.6828, 0
6.88373, 42.7196, 0
6.92472, 42.7639, 0
6.95896, 42.7948, 0
7.00361, 42.8498, 0
7.04835, 42.8919, 0
2.52, 59.6916, 0
2.59169, 59.6674, 0
2.65096, 59.6513, 0
2.42823, 59.7098, 0
2.47782, 59.6972, 0
2.77186, 59.6273, 0
2.83552, 59.5987, 0
2.90251, 59.5859, 0
2.71752, 59.6328, 0
2.04893, 59.802, 0
2.13129, 59.7831, 0
2.1742, 59.7698, 0
1.92096, 59.8279, 0
1.98158, 59.8177, 0
2.30638, 59.7394, 0
2.34905, 59.7363, 0
2.2341, 59.7562, 0
3.4673, 59.3904, 0
3.52931, 59.3699, 0
3.58419, 59.345, 0
3.36495, 59.4349, 0
3.41157, 59.4094, 0
3.71048, 59.2956, 0
3.75224, 59.2862, 0
3.82929, 59.2514, 0
3.65823, 59.327, 0
3.00036, 59.5557, 0
3.06292, 59.5286, 0
3.13349, 59.5056, 0
2.95799, 59.5617, 0
3.2267, 59.4816, 0
3.30411, 59.4509, 0
3.18933, 59.487, 0
0.580837, 59.997, 0
0.655877, 59.9872, 0
0.487448, 60, 0
0.534979, 60.0028, 0
0.847245, 59.9728, 0
0.895021, 59.9756, 0
0.732454, 59.982, 0
0.786038, 59.9779, 0
0.111302, 60.0082, 0
0.225306, 60.0131, 0
0.149854, 60.0183, 0
0.346693, 60.0039, 0
0.377353, 60.0017, 0
0.420803, 59.9999, 0
0.286741, 60.0115, 0
1.57354, 59.8843, 0
1.64668, 59.8794, 0
1.69976, 59.8634, 0
1.45764, 59.9052, 0
1.51814, 59.8944, 0
1.80776, 59.8494, 0
1.87545, 59.8354, 0
1.7527, 59.8541, 0
1.0992, 59.9583, 0
1.1426, 59.9433, 0
0.987407, 59.96, 0
1.03098, 59.9586, 0
1.33811, 59.9189, 0
1.39641, 59.9109, 0
1.20531, 59.9397, 0
1.28193, 59.9333, 0
6.09483, 57.9408, 0
6.14256, 57.9022, 0
6.01229, 58.012, 0
6.04826, 57.9832, 0
6.30422, 57.7867, 0
6.34254, 57.7466, 0
6.19093, 57.8643, 0
6.23907, 57.8262, 0
5.71256, 58.2268, 0
5.74613, 58.2034, 0
5.58681, 58.3106, 0
5.63869, 58.2776, 0
5.9097, 58.0778, 0
5.96123, 58.0464, 0
5.81013, 58.1497, 0
5.85052, 58.1292, 0
6.84188, 57.3069, 0
6.89134, 57.2679, 0
6.74694, 57.4022, 0
6.7979, 57.346, 0
7.03317, 57.1254, 0
7.06912, 57.0854, 0
6.9358, 57.2255, 0
6.98379, 57.1738, 0
6.49228, 57.6283, 0
6.53074, 57.5886, 0
6.40178, 57.6937, 0
6.42877, 57.6801, 0
6.66344, 57.4682, 0
6.71674, 57.4203, 0
6.58096, 57.541, 0
6.63071, 57.5065, 0
4.36232, 59.0138, 0
4.4279, 58.976, 0
4.49663, 58.9418, 0
4.25213, 59.0682, 0
4.32204, 59.0275, 0
4.60604, 58.886, 0
4.64438, 58.8737, 0
4.72376, 58.8239, 0
4.54456, 58.9175, 0
3.94192, 59.2088, 0
3.98247, 59.1865, 0
4.05283, 59.1557, 0
3.86591, 59.2395, 0
4.15176, 59.1104, 0
4.21558, 59.0777, 0
4.11021, 59.1334, 0
5.28856, 58.4974, 0
5.33669, 58.4754, 0
5.19733, 58.5616, 0
5.22663, 58.5482, 0
5.49607, 58.373, 0
5.5446, 58.3326, 0
5.39675, 58.4292, 0
5.44193, 58.4, 0
4.81667, 58.7779, 0
4.86077, 58.7492, 0
4.91957, 58.7206, 0
4.76351, 58.806, 0
5.08351, 58.6232, 0
5.14005, 58.5881, 0
4.97965, 58.6865, 0
5.03139, 58.6558, 0
7.09582, 42.9296, 0
7.13403, 42.98, 0
7.17163, 43.0184, 0
7.21787, 43.0662, 0
7.25502, 43.105, 0
7.29369, 43.1459, 0
7.3384, 43.1917, 0
7.40216, 43.2531, 0
7.44211, 43.2998, 0
7.47359, 43.3369, 0
7.50666, 43.3777, 0
7.54437, 43.4229, 0
7.59173, 43.4649, 0
7.64413, 43.5312, 0
7.6719, 43.5614, 0
7.70235, 43.6027, 0
7.74532, 43.6585, 0
7.80195, 43.7197, 0
7.83896, 43.7687, 0
7.86117, 43.805, 0
7.89746, 43.8514, 0
7.9335, 43.8979, 0
7.97859, 43.9456, 0
8.0177, 44.0027, 0
8.04828, 44.0438, 0
8.08236, 44.0965, 0
8.11396, 44.14, 0
8.15863, 44.2024, 0
8.19643, 44.2494, 0
8.22743, 44.2979, 0
8.2582, 44.3451, 0
8.2899, 44.3916, 0
8.35003, 44.4623, 0
8.37964, 44.5072, 0
8.4093, 44.5597, 0
8.43548, 44.5977, 0
8.46619, 44.6616, 0
8.49744, 44.7114, 0
8.53749, 44.7604, 0
8.56302, 44.8183, 0
8.59073, 44.8643, 0
8.62467, 44.9216, 0
8.65183, 44.9679, 0
8.68001, 45.0167, 0
8.71294, 45.0716, 0
8.76079, 45.146, 0
8.78886, 45.2007, 0
8.81091, 45.244, 0
8.83366, 45.2914, 0
8.86228, 45.3486, 0
8.88714, 45.3963, 0
8.93194, 45.4725, 0
8.95199, 45.5083, 0
8.97208, 45.5555, 0
9.00098, 45.6197, 0
9.04196, 45.6923, 0
9.06662, 45.7486, 0
9.0849, 45.791, 0
9.10577, 45.8419, 0
9.13083, 45.9008, 0
9.16188, 45.9501, 0
9.19276, 46.0287, 0
9.21058, 46.0657, 0
9.22773, 46.114, 0
9.25265, 46.1799, 0
9.28909, 46.2549, 0
9.31026, 46.3126, 0
9.32097, 46.3538, 0
9.34225, 46.4086, 0
9.36323, 46.4636, 0
9.39253, 46.5224, 0
9.41252, 46.5859, 0
9.43073, 46.6365, 0
9.44802, 46.6969, 0
9.46565, 46.7477, 0
9.49027, 46.8204, 0
9.52454, 46.8899, 0
9.52837, 46.9318, 0
9.55474, 46.9919, 0
9.56096, 47.0396, 0
9.59799, 47.1246, 0
9.6133, 47.1762, 0
9.62643, 47.2351, 0
9.64045, 47.279, 0
9.65131, 47.349, 0
9.68168, 47.4204, 0
9.69084, 47.4643, 0
9.69847, 47.5271, 0
9.71162, 47.5792, 0
9.72748, 47.6439, 0
9.74002, 47.6961, 0
9.75284, 47.7509, 0
9.76841, 47.813, 0
9.79261, 47.8981, 0
9.80359, 47.9586, 0
9.8121, 48.0065, 0
9.82013, 48.0584, 0
9.8309, 48.1215, 0
9.84086, 48.1743, 0
9.8616, 48.2603, 0
9.87039, 48.3003, 0
9.87592, 48.3513, 0
9.88494, 48.4212, 0
9.90307, 48.5025, 0
9.91033, 48.5636, 0
9.91553, 48.6094, 0
9.9207, 48.6642, 0
9.92759, 48.7279, 0
9.9343, 48.7812, 0
9.94972, 48.8683, 0
9.95604, 48.9088, 0
9.95843, 48.96, 0
9.96315, 49.0303, 0
9.97626, 49.1126, 0
9.97976, 49.174, 0
9.97921, 49.2164, 0
9.98249, 49.2752, 0
9.9866, 49.3339, 0
9.99759, 49.3986, 0
9.99841, 49.4678, 0
10.0011, 49.5215, 0
10.0007, 49.5689, 0
10.0128, 49.6351, 0
10.0097, 49.7108, 0
10.0069, 49.7428, 0
10.0088, 49.9834, 0
10.0151, 49.895, 0
10.006, 50.2367, 0
8.6672, 55.0055, 0
8.70437, 54.9545, 0
8.60364, 55.124, 0
8.63644, 55.072, 0
8.79479, 54.7778, 0
8.82091, 54.7439, 0
8.73316, 54.8973, 0
8.77197, 54.8339, 0
8.41931, 55.4148, 0
8.45904, 55.3627, 0
8.34185, 55.54, 0
8.37911, 55.4741, 0
8.55809, 55.2093, 0
8.57492, 55.162, 0
8.48088, 55.328, 0
8.51093, 55.2668, 0
9.11729, 54.1324, 0
9.14808, 54.0775, 0
9.06604, 54.2568, 0
9.09378, 54.1807, 0
9.22074, 53.8928, 0
9.24342, 53.8565, 0
9.17113, 54.0177, 0
9.20353, 53.9508, 0
8.90984, 54.568, 0
