723	0	0	0	15.0554	1.3545e+007	2.10775e+006	602214
722	0	2	0.235832	60.2214	58.8891	8.431e+006	2.40886e+006
712	0	3.999	0.471564	60.2214	60.2214	8.431e+006	2.40886e+006
646	0	5.999	0.707216	60.2214	60.2214	8.431e+006	2.40886e+006
641	0	7.999	0.942634	60.2214	60.2214	8.431e+006	2.40886e+006
639	0	9.999	1.17773	60.2214	60.2214	8.431e+006	2.40886e+006
572	0	11.999	1.41236	60.2214	60.2214	8.431e+006	2.40886e+006
568	0	13.998	1.64629	60.2214	60.2214	8.431e+006	2.40886e+006
552	0	15.998	1.87959	60.2214	60.2214	8.431e+006	2.40886e+006
490	0	17.998	2.1119	60.2214	60.2214	8.431e+006	2.40886e+006
488	0	19.997	2.34279	60.2214	60.2214	8.431e+006	2.40886e+006
487	0	21.997	2.57208	60.2214	60.2214	8.431e+006	2.40886e+006
486	0	23.997	2.79907	60.2214	60.2214	8.431e+006	2.40886e+006
479	0	25.997	3.02299	60.2214	60.2214	8.431e+006	2.40886e+006
431	0	27.996	3.24253	60.2214	60.2214	8.431e+006	2.40886e+006
421	0	29.996	3.45615	60.2214	60.2214	8.431e+006	2.40886e+006
420	0	31.996	3.66065	60.2214	60.2214	8.431e+006	2.40886e+006
419	0	33.996	3.85086	60.2214	60.2214	8.431e+006	2.40886e+006
409	0	35.995	4.01454	60.2214	60.2214	8.431e+006	2.40886e+006
362	0	37.995	4.14905	60.2214	60.2214	8.431e+006	2.40886e+006
262	0	39.995	4.22651	23.9561	23.9561	8.55144e+007	6.50391e+007
214	0	39.998	5.29032	23.9561	23.9561	8.55144e+007	6.50391e+007
169	0	40	5.98823	23.956	23.9561	8.55144e+007	6.50392e+007
130	0	40.952	5.98935	23.9561	23.9561	8.55144e+007	6.50391e+007
101	0	41.905	5.99047	23.9561	23.9561	8.55144e+007	6.50391e+007
55	0	42.857	5.99159	23.9561	23.9561	8.55144e+007	6.50391e+007
37	0	43.81	5.99271	23.9561	23.9561	8.55144e+007	6.50391e+007
35	0	44.762	5.99384	23.9561	23.9561	8.55144e+007	6.50391e+007
58	0	45.714	5.99496	23.9561	23.9561	8.55144e+007	6.50391e+007
102	0	46.667	5.99609	23.9561	23.9561	8.55144e+007	6.50391e+007
134	0	47.619	5.99722	23.9561	23.9561	8.55144e+007	6.50391e+007
186	0	48.571	5.99835	23.9561	23.9561	8.55144e+007	6.50391e+007
231	0	49.524	5.99949	23.9561	23.9561	8.55144e+007	6.50391e+007
305	0	50.476	6.00062	23.9561	23.9561	8.55144e+007	6.50391e+007
364	0	51.429	6.00176	23.9561	23.9561	8.55144e+007	6.50391e+007
424	0	52.381	6.0029	23.9561	23.9561	8.55144e+007	6.50391e+007
489	0	53.333	6.00403	23.9561	23.9561	8.55144e+007	6.50391e+007
569	0	54.286	6.00517	23.9561	23.9561	8.55144e+007	6.50391e+007
642	0	55.238	6.00631	23.9561	23.9561	8.55144e+007	6.50391e+007
724	0	56.19	6.00744	23.9561	23.9561	8.55144e+007	6.50391e+007
806	0	57.143	6.00857	23.9561	23.9561	8.55144e+007	6.50391e+007
893	0	58.095	6.0097	23.9561	23.9561	8.55144e+007	6.50391e+007
977	0	59.048	6.01082	23.9561	23.9561	8.55144e+007	6.50391e+007
1050	0	60	6.01194	23.9561	23.9561	8.55144e+007	6.50391e+007
1125	0	60.002	6.70989	23.9561	23.9561	8.55144e+007	6.50391e+007
1220	0	60.005	7.7732	23.9561	23.9561	8.55144e+007	6.50391e+007
1302	0	62.005	7.85157	60.2214	60.2214	8.431e+006	2.40885e+006
1383	0	64.004	7.9841	60.2214	60.2214	8.431e+006	2.40886e+006
1454	0	66.004	8.1492	60.2214	60.2214	8.431e+006	2.40886e+006
1514	0	68.004	8.33971	60.2214	60.2214	8.431e+006	2.40886e+006
1584	0	70.004	8.54435	60.2214	60.2214	8.431e+006	2.40886e+006
1652	0	72.003	8.75762	60.2214	60.2214	8.431e+006	2.40886e+006
1719	0	74.003	8.97704	60.2214	60.2214	8.431e+006	2.40886e+006
1772	0	76.003	9.20093	60.2214	60.2214	8.431e+006	2.40886e+006
1833	0	78.003	9.42793	60.2214	60.2214	8.431e+006	2.40886e+006
1898	0	80.002	9.65711	60.2214	60.2214	8.431e+006	2.40886e+006
1918	0	82.002	9.88811	60.2214	60.2214	8.431e+006	2.40886e+006
1929	0	84.002	10.1204	60.2214	60.2214	8.431e+006	2.40886e+006
1940	0	86.002	10.3537	60.2214	60.2214	8.431e+006	2.40886e+006
1949	0	88.001	10.5877	60.2214	60.2214	8.431e+006	2.40886e+006
1961	0	90.001	10.8223	60.2214	60.2214	8.431e+006	2.40886e+006
1966	0	92.001	11.0574	60.2214	60.2214	8.431e+006	2.40886e+006
1967	0	94.001	11.2928	60.2214	60.2214	8.431e+006	2.40886e+006
1965	0	96.001	11.5285	60.2214	60.2214	8.431e+006	2.40886e+006
1959	0	98	11.7642	58.2593	60.2214	8.41237e+006	2.40886e+006
1958	0	100	12	1.125e+007	15.0554	7.50002e+011	602214
