tita [grados], phi [V]
29.9957373612, 0.44943
30.0607358718, 0.4876
30.0745306138, 0.37989
30.233671908, 0.49997
30.2338133397, 0.3653
30.3074539512, 0.46622
30.3279237191, 0.432
30.3852906417, 0.39246
30.3894625535, 0.37718
30.3921758587, 0.48397
30.4472784056, 0.41205
30.5038124904, 0.45006
30.5849666318, 0.49997
30.5861455926, 0.36578
30.6415486236, 0.46933
30.6672799906, 0.38123
30.7412339568, 0.39781
30.7447833714, 0.4854
30.7618728699, 0.43261
30.8622256401, 0.45532
30.9137521657, 0.41392
30.9380210997, 0.36628
30.9382078909, 0.49997
30.9505687177, 0.38386
30.9807822948, 0.47214
31.0782098122, 0.48742
31.1005343994, 0.44469
31.1119717628, 0.3987
31.1825860329, 0.42886
31.2336158858, 0.46115
31.2570936245, 0.38351
31.2880087355, 0.49997
31.2884858503, 0.36677
31.313826633, 0.47853
31.3497388641, 0.41258
31.4975658195, 0.37599
31.50488929, 0.3985
31.5228800058, 0.4472
31.5907679077, 0.46804
31.5974107384, 0.42785
31.6013017843, 0.48629
31.6038293198, 0.38657
31.6392937789, 0.49997
31.6413207537, 0.36728
31.8441719248, 0.37815
31.8843539821, 0.41197
31.9184923011, 0.39307
31.9352148117, 0.47926
31.9772772572, 0.45732
31.9926289484, 0.49997
31.9927735036, 0.36778
32.0119087206, 0.43552
32.1903708159, 0.38154
32.2308548352, 0.48686
32.293651858, 0.39913
32.3424418967, 0.49997
32.3428160828, 0.46946
32.3437555482, 0.36829
32.3707959972, 0.4208
32.485886643, 0.44648
32.5452366327, 0.3853
32.5616530258, 0.48467
32.674325077, 0.40544
32.693848115, 0.49997
32.6962750288, 0.36881
32.745974156, 0.4669
32.8332893629, 0.42711
32.8545519033, 0.38034
32.893229277, 0.48423
32.9310544405, 0.3934
33.0054825982, 0.44874
33.0474073555, 0.49997
33.0478879014, 0.36933
33.0858940781, 0.41003
33.1445461344, 0.46986
33.1893477805, 0.38171
33.2332404012, 0.48634
33.2587392433, 0.39458
33.3612725821, 0.42921
33.3973636145, 0.49997
33.3985785798, 0.36986
33.4586843872, 0.45575
33.4970302085, 0.40626
33.5288767666, 0.38504
33.532233959, 0.47869
33.7490216276, 0.49997
33.7513634075, 0.37039
33.8187792526, 0.44074
33.8473051995, 0.39555
33.850213636, 0.48605
33.8630080946, 0.38122
33.8988886461, 0.41597
33.9097408062, 0.46588
34.1027992293, 0.37093
34.1029347853, 0.49997
34.1615425629, 0.38448
34.1762265721, 0.48433
34.2164320615, 0.39954
34.261477201, 0.42955
34.3140704971, 0.44911
34.384674407, 0.46891
34.4215489881, 0.4127
34.4462366281, 0.38825
34.452692712, 0.49997
34.4537763182, 0.37147
34.4740222014, 0.48421
34.704536343, 0.48896
34.7077058785, 0.384
34.7193781268, 0.4011
34.7548560968, 0.47503
34.7565362669, 0.45627
34.8033779356, 0.37201
34.8047346579, 0.49997
34.8096325761, 0.4297
35.0074342179, 0.48678
35.033864622, 0.38907
35.1132284422, 0.47149
35.1493839291, 0.4094
35.1551830032, 0.37257
35.155833692, 0.49997
35.201672639, 0.45096
35.3314105643, 0.38361
35.3459394891, 0.4859
35.4215503434, 0.42942
35.4618521562, 0.39745
35.5088147002, 0.37312
35.5088369105, 0.49997
35.5123217447, 0.47016
35.6437915817, 0.38376
35.6689801177, 0.45158
35.6968314058, 0.48514
35.7874367069, 0.41301
35.8503848596, 0.39358
35.8580379518, 0.49997
35.8588370495, 0.37368
35.9697299553, 0.43646
35.9840268734, 0.46704
36.0381019272, 0.48642
36.1003138575, 0.38547
36.1853477576, 0.40124
36.2107147605, 0.37424
36.2125609389, 0.49997
36.2877449278, 0.42047
36.3743358308, 0.48466
36.3897185319, 0.46554
36.4246151333, 0.38834
36.447530011, 0.44407
36.5612697167, 0.37481
36.5627890666, 0.49997
36.5686395317, 0.40458
36.646460123, 0.47583
36.7350711446, 0.48804
36.7352230945, 0.42479
36.7730692638, 0.39005
36.7838890267, 0.46062
36.9146433383, 0.37539
36.9155063537, 0.49997
36.9464181804, 0.40844
36.9744082864, 0.44402
36.9809582869, 0.47636
37.08121623, 0.48875
37.0870086459, 0.38498
37.0987231057, 0.39566
37.1938034904, 0.46414
37.2466220729, 0.42573
37.2667228844, 0.37596
37.2668578909, 0.49997
37.329691284, 0.40524
37.3791760019, 0.48385
37.4159668374, 0.38896
37.4368014539, 0.44913
37.5694895678, 0.46931
37.6172901633, 0.49997
37.617499924, 0.37655
37.6323943366, 0.41416
37.6425137958, 0.39888
37.7205115265, 0.43436
37.734344416, 0.48691
37.8248741301, 0.38874
37.916831786, 0.47479
37.9412651401, 0.45572
37.9673966589, 0.37714
37.9703147959, 0.49997
37.9704906329, 0.40284
37.9932656401, 0.41913
38.1187940072, 0.48769
38.188361574, 0.39187
38.2260842049, 0.43648
38.2777747639, 0.47294
38.3188959287, 0.49997
38.319782498, 0.37773
38.3856488255, 0.41417
38.4697039437, 0.48744
38.4799382422, 0.45634
38.4895661822, 0.38739
38.5919062007, 0.39913
38.6708866538, 0.37833
38.6732307862, 0.49997
38.6961357787, 0.47488
38.7727929266, 0.43633
38.8321766366, 0.48847
38.8343637056, 0.38843
38.869391665, 0.41307
38.9734019869, 0.39863
38.989489918, 0.46217
39.0230997857, 0.49997
39.0245611219, 0.37893
39.1361452978, 0.48249
39.1883394798, 0.38979
39.254874445, 0.42424
39.3140731602, 0.40386
39.3256394832, 0.447
39.3735247735, 0.37953
39.3752345054, 0.49997
39.4789633537, 0.46986
39.4874489979, 0.48754
39.5297145348, 0.39107
39.6153783319, 0.41413
39.7136447032, 0.40167
39.7250873774, 0.38014
39.7264888523, 0.49997
39.732052321, 0.4321
39.8131583911, 0.48619
39.8293237695, 0.45267
39.8767067208, 0.39019
39.9311427366, 0.47068
40.0254575642, 0.40005
40.0285636971, 0.41535
40.0768498562, 0.49997
40.0788951447, 0.38076
40.1099367976, 0.48376
40.2680624245, 0.3917
40.2686164158, 0.436
40.2840312867, 0.47203
40.2984429164, 0.45778
40.3175243348, 0.404
40.3186506373, 0.49074
40.4283556348, 0.38138
40.4295841925, 0.49997
40.4481326898, 0.48041
40.4930066299, 0.41653
40.5920251371, 0.39092
40.6261854534, 0.40191
40.6672658259, 0.48728
40.6700439002, 0.46952
40.7506133932, 0.45026
40.7800940558, 0.382
40.7814577327, 0.49997
40.8079194529, 0.43042
40.899771132, 0.41146
40.912725647, 0.39384
40.9522861217, 0.47783
40.9829365844, 0.48965
41.0721334836, 0.46217
41.1149166455, 0.4019
41.1324576651, 0.49997
41.134590855, 0.38263
41.1742200884, 0.42487
41.2458771046, 0.47444
41.2754846117, 0.39185
41.2807097927, 0.44338
41.2893695573, 0.41262
41.3133640486, 0.48793
41.4149824986, 0.40112
41.4842700782, 0.38326
41.4859375782, 0.49997
41.528695438, 0.46118
41.5533856486, 0.4777
41.5994432784, 0.42574
41.623094135, 0.40907
41.6409132873, 0.39386
41.6922122764, 0.48828
41.8343275841, 0.49997
41.8363293415, 0.38389
41.8511177782, 0.40162
41.8848671998, 0.47301
41.9189386405, 0.44524
41.9350541636, 0.41318
42.023043679, 0.39329
42.0321297803, 0.48775
42.0561598561, 0.42567
42.1483799074, 0.40415
42.1856638642, 0.49997
42.1875769214, 0.38453
42.1937624446, 0.46067
42.2673509774, 0.47739
42.3445327947, 0.41393
42.3732105688, 0.39631
42.4018329376, 0.489
42.4423927582, 0.43145
42.5375978201, 0.38518
42.5395902049, 0.49997
42.5541043284, 0.46633
42.5941210055, 0.40596
42.6257760642, 0.44873
42.6545957883, 0.47877
42.7194627689, 0.41807
42.728690519, 0.39572
42.7525977338, 0.48955
42.8887999725, 0.49998
42.8900997692, 0.38583
42.8953422115, 0.43259
42.917180027, 0.40675
42.9356411494, 0.46497
43.0362805186, 0.47991
43.0794430779, 0.39699
43.0983635203, 0.49079
43.1183415541, 0.41732
43.2406366906, 0.49998
43.2418097416, 0.38648
43.2430797897, 0.44987
43.3513358718, 0.43063
43.3743992488, 0.47171
43.3803225312, 0.40703
43.4011261187, 0.39562
43.4250168459, 0.48715
43.592319761, 0.38714
43.5955876009, 0.49998
43.6607929403, 0.41918
43.7094531918, 0.39774
43.7346723345, 0.46114
43.7552057153, 0.49028
43.7933513907, 0.47814
43.8344843594, 0.43894
43.8840856609, 0.40804
43.9453519545, 0.49998
43.9454108876, 0.3878
44.0377742746, 0.39664
44.0970171679, 0.48811
44.1497453572, 0.45664
44.1914162598, 0.42137
44.2097524442, 0.47446
44.2519543614, 0.40424
44.297729683, 0.38846
44.2982622758, 0.49998
44.4172869079, 0.44018
44.434793079, 0.48838
44.508768099, 0.39778
44.5746269203, 0.46062
44.5866300783, 0.41068
44.627642061, 0.47764
44.6484870916, 0.38913
44.6495404929, 0.49998
44.7418879114, 0.42612
44.8035461106, 0.48997
44.8290423901, 0.39984
44.9984566378, 0.38981
44.9995980908, 0.48151
45.0004051434, 0.49998
45.0015590264, 0.41221
45.0023965442, 0.46738
45.0059347215, 0.44572
45.1763895756, 0.40045
45.1972662307, 0.49008
45.2659646133, 0.42695
45.3496294378, 0.49998
45.3511246996, 0.39049
45.3687803826, 0.47809
45.4165149669, 0.41205
45.4309788811, 0.46135
45.493933596, 0.39956
45.5684638539, 0.48876
45.5918946252, 0.4419
45.7021180205, 0.49998
45.7030324964, 0.39117
45.7528001425, 0.40692
45.7763919213, 0.47564
45.8114518755, 0.42388
45.8704621993, 0.45883
45.9156641693, 0.48894
45.9657309772, 0.4001
46.0534104754, 0.49998
46.0534104754, 0.39185
46.1218523913, 0.4117
46.1614724231, 0.47935
46.1619219667, 0.4421
46.2917006801, 0.40222
46.292376688, 0.46412
46.342211342, 0.42332
46.3612021625, 0.48893
46.4069656374, 0.39254
46.4080477491, 0.49998
46.5899712843, 0.47676
46.5972170414, 0.40125
46.6118946759, 0.41207
46.6477221393, 0.43485
46.7185071372, 0.48945
46.7346954674, 0.45287
46.7569584977, 0.49998
46.7594064831, 0.39324
46.872327529, 0.42272
46.9149769217, 0.40354
46.9440502883, 0.46803
47.0354628224, 0.48328
47.0644051313, 0.41315
47.1078635633, 0.43744
47.1092503087, 0.49998
47.1107282447, 0.39394
47.2658265917, 0.40351
47.2684655143, 0.42407
47.2933835182, 0.49066
47.2939332395, 0.47044
47.3365213066, 0.45349
47.3837725142, 0.41313
47.4374167544, 0.48113
47.4607623842, 0.49998
47.4609265212, 0.39464
47.5728737364, 0.43604
47.6219135481, 0.40547
47.6219250182, 0.42031
47.6384286853, 0.49059
47.6814879279, 0.46823
47.7985240982, 0.48092
47.8107142417, 0.49998
47.8140403847, 0.39534
47.8628714757, 0.41274
47.9263080948, 0.45415
47.9721087855, 0.42297
48.0054988275, 0.48916
48.009773416, 0.40459
48.0293218893, 0.43563
48.12323544, 0.47458
