 X,    Y,   CNA  
    0.11180E+02,    0.43160E+02,    0.10182E+09
    0.11240E+02,    0.42660E+02,    0.10267E+09
    0.12550E+02,    0.41860E+02,    0.10649E+09
    0.12400E+02,    0.43770E+02,    0.10554E+09
    0.12540E+02,    0.43220E+02,    0.10617E+09
    0.12570E+02,    0.42560E+02,    0.10650E+09
    0.12920E+02,    0.43800E+02,    0.10561E+09
    0.12490E+02,    0.41080E+02,    0.10614E+09
    0.11210E+02,    0.37600E+02,    0.10069E+09
    0.12280E+02,    0.37510E+02,    0.10117E+09
    0.11420E+02,    0.39460E+02,    0.10384E+09
    0.11330E+02,    0.38560E+02,    0.10245E+09
    0.12390E+02,    0.39390E+02,    0.10415E+09
    0.12340E+02,    0.38480E+02,    0.10274E+09
    0.11010E+02,    0.35310E+02,    0.97211E+08
    0.12180E+02,    0.35280E+02,    0.98151E+08
    0.11100E+02,    0.36510E+02,    0.98860E+08
    0.12240E+02,    0.36450E+02,    0.99585E+08
    0.85100E+01,    0.30220E+02,    0.92695E+08
    0.84500E+01,    0.31600E+02,    0.92230E+08
    0.84200E+01,    0.32860E+02,    0.92085E+08
    0.41200E+01,    0.30260E+02,    0.88395E+08
    0.39000E+01,    0.32260E+02,    0.85155E+08
    0.63800E+01,    0.30550E+02,    0.91167E+08
    0.57300E+01,    0.32460E+02,    0.87620E+08
    0.71200E+01,    0.32830E+02,    0.89677E+08
    0.73300E+01,    0.31650E+02,    0.90134E+08
    0.10770E+02,    0.30660E+02,    0.95007E+08
    0.10860E+02,    0.32560E+02,    0.95081E+08
    0.96400E+01,    0.32810E+02,    0.93839E+08
    0.96400E+01,    0.31690E+02,    0.93746E+08
    0.12060E+02,    0.32750E+02,    0.96201E+08
    0.12030E+02,    0.31650E+02,    0.95483E+08
    0.14380E+02,    0.39300E+02,    0.10260E+09
    0.15380E+02,    0.39250E+02,    0.10157E+09
    0.16410E+02,    0.39180E+02,    0.10057E+09
    0.17540E+02,    0.39130E+02,    0.99769E+08
    0.18690E+02,    0.39140E+02,    0.99139E+08
    0.19810E+02,    0.39180E+02,    0.98631E+08
    0.20850E+02,    0.39170E+02,    0.98258E+08
    0.14380E+02,    0.44030E+02,    0.10341E+09
    0.15170E+02,    0.43990E+02,    0.10217E+09
    0.15970E+02,    0.43960E+02,    0.10107E+09
    0.16800E+02,    0.43910E+02,    0.10012E+09
    0.17700E+02,    0.43860E+02,    0.99361E+08
    0.18610E+02,    0.43840E+02,    0.98763E+08
    0.19500E+02,    0.43810E+02,    0.98305E+08
    0.20330E+02,    0.43790E+02,    0.97988E+08
    0.21180E+02,    0.43570E+02,    0.97761E+08
    0.17750E+02,    0.44710E+02,    0.98836E+08
    0.17810E+02,    0.45550E+02,    0.98206E+08
    0.17930E+02,    0.46350E+02,    0.97513E+08
    0.18020E+02,    0.47110E+02,    0.96880E+08
    0.16000E+02,    0.44720E+02,    0.10035E+09
    0.15980E+02,    0.45470E+02,    0.99540E+08
    0.15850E+02,    0.46110E+02,    0.98774E+08
    0.15880E+02,    0.46740E+02,    0.97819E+08
    0.15990E+02,    0.47360E+02,    0.96845E+08
    0.14450E+02,    0.46050E+02,    0.10019E+09
    0.15160E+02,    0.46110E+02,    0.99344E+08
    0.14290E+02,    0.47740E+02,    0.96489E+08
    0.14290E+02,    0.47220E+02,    0.97717E+08
    0.14410E+02,    0.46690E+02,    0.98873E+08
    0.15370E+02,    0.47490E+02,    0.96752E+08
    0.15110E+02,    0.46850E+02,    0.98057E+08
    0.14820E+02,    0.47670E+02,    0.96492E+08
    0.14750E+02,    0.47250E+02,    0.97325E+08
    0.14440E+02,    0.44710E+02,    0.10249E+09
    0.15210E+02,    0.44700E+02,    0.10136E+09
    0.15200E+02,    0.45410E+02,    0.10040E+09
    0.14470E+02,    0.45390E+02,    0.10138E+09
    0.17280E+02,    0.47180E+02,    0.96908E+08
    0.17150E+02,    0.46460E+02,    0.97700E+08
    0.16840E+02,    0.45670E+02,    0.98615E+08
    0.16850E+02,    0.44740E+02,    0.99474E+08
    0.16630E+02,    0.47270E+02,    0.96902E+08
    0.16510E+02,    0.46650E+02,    0.97703E+08
    0.16410E+02,    0.46140E+02,    0.98325E+08
    0.19530E+02,    0.44650E+02,    0.97972E+08
    0.19560E+02,    0.45470E+02,    0.97588E+08
    0.19570E+02,    0.46290E+02,    0.97162E+08
    0.19550E+02,    0.47020E+02,    0.96765E+08
    0.18690E+02,    0.45500E+02,    0.97859E+08
    0.18750E+02,    0.46290E+02,    0.97349E+08
    0.18790E+02,    0.47050E+02,    0.96830E+08
    0.18650E+02,    0.44660E+02,    0.98349E+08
    0.20440E+02,    0.45490E+02,    0.97345E+08
    0.21380E+02,    0.45520E+02,    0.97133E+08
    0.20410E+02,    0.46340E+02,    0.96994E+08
    0.20270E+02,    0.47050E+02,    0.96669E+08
    0.21350E+02,    0.46590E+02,    0.96772E+08
    0.20860E+02,    0.47100E+02,    0.96576E+08
    0.20410E+02,    0.44610E+02,    0.97686E+08
    0.21330E+02,    0.44560E+02,    0.97439E+08
    0.17560E+02,    0.40150E+02,    0.99987E+08
    0.17560E+02,    0.41140E+02,    0.10010E+09
    0.17550E+02,    0.42110E+02,    0.10008E+09
    0.17630E+02,    0.43020E+02,    0.99779E+08
    0.16450E+02,    0.41130E+02,    0.10110E+09
    0.15400E+02,    0.41060E+02,    0.10248E+09
    0.14400E+02,    0.41030E+02,    0.10393E+09
    0.15410E+02,    0.40160E+02,    0.10208E+09
    0.14400E+02,    0.40180E+02,    0.10336E+09
    0.16460E+02,    0.40160E+02,    0.10091E+09
    0.14290E+02,    0.43320E+02,    0.10419E+09
    0.14300E+02,    0.42590E+02,    0.10444E+09
    0.14370E+02,    0.41840E+02,    0.10429E+09
    0.16360E+02,    0.42190E+02,    0.10108E+09
    0.15320E+02,    0.41920E+02,    0.10279E+09
    0.16670E+02,    0.43080E+02,    0.10073E+09
    0.15900E+02,    0.43250E+02,    0.10164E+09
    0.15130E+02,    0.43290E+02,    0.10273E+09
    0.15140E+02,    0.42620E+02,    0.10302E+09
    0.15800E+02,    0.42680E+02,    0.10202E+09
    0.20870E+02,    0.41290E+02,    0.98163E+08
    0.19760E+02,    0.41220E+02,    0.98688E+08
    0.18660E+02,    0.41160E+02,    0.99321E+08
    0.19790E+02,    0.40180E+02,    0.98696E+08
    0.20880E+02,    0.40210E+02,    0.98230E+08
    0.18680E+02,    0.40160E+02,    0.99277E+08
    0.18600E+02,    0.42990E+02,    0.99087E+08
    0.18630E+02,    0.42130E+02,    0.99245E+08
    0.20810E+02,    0.42530E+02,    0.97983E+08
    0.19680E+02,    0.42220E+02,    0.98629E+08
    0.19500E+02,    0.43040E+02,    0.98549E+08
    0.20220E+02,    0.43100E+02,    0.98208E+08
    0.14500E+02,    0.32730E+02,    0.97244E+08
    0.15820E+02,    0.32480E+02,    0.97278E+08
    0.17360E+02,    0.32500E+02,    0.97435E+08
    0.18960E+02,    0.32630E+02,    0.97416E+08
    0.20480E+02,    0.32630E+02,    0.97356E+08
    0.17480E+02,    0.38060E+02,    0.99477E+08
    0.17390E+02,    0.36860E+02,    0.99035E+08
    0.17400E+02,    0.35500E+02,    0.98428E+08
    0.17420E+02,    0.34060E+02,    0.97874E+08
    0.18870E+02,    0.35580E+02,    0.98190E+08
    0.20340E+02,    0.35710E+02,    0.97900E+08
    0.18710E+02,    0.38080E+02,    0.98928E+08
    0.18780E+02,    0.36910E+02,    0.98584E+08
    0.20150E+02,    0.37120E+02,    0.98220E+08
    0.19860E+02,    0.38170E+02,    0.98507E+08
    0.20780E+02,    0.38330E+02,    0.98277E+08
    0.20470E+02,    0.34230E+02,    0.97607E+08
    0.18910E+02,    0.34110E+02,    0.97792E+08
    0.14630E+02,    0.35360E+02,    0.98760E+08
    0.15970E+02,    0.35470E+02,    0.98595E+08
    0.14350E+02,    0.38410E+02,    0.10175E+09
    0.14360E+02,    0.37540E+02,    0.10087E+09
    0.14570E+02,    0.36580E+02,    0.99807E+08
    0.15870E+02,    0.36940E+02,    0.99333E+08
    0.15290E+02,    0.38370E+02,    0.10107E+09
    0.16270E+02,    0.38140E+02,    0.10019E+09
    0.15180E+02,    0.37620E+02,    0.10071E+09
    0.14620E+02,    0.34060E+02,    0.97892E+08
    0.15930E+02,    0.34020E+02,    0.97898E+08
    0.19460E+02,    0.29520E+02,    0.96872E+08
    0.19020E+02,    0.31060E+02,    0.97079E+08
    0.15390E+02,    0.30520E+02,    0.96651E+08
    0.17400E+02,    0.30920E+02,    0.96967E+08
    0.17720E+02,    0.29350E+02,    0.96749E+08
    0.14380E+02,    0.31610E+02,    0.96947E+08
    0.20420E+02,    0.31350E+02,    0.97259E+08
    0.23610E+02,    0.36220E+02,    0.97388E+08
    0.25430E+02,    0.36830E+02,    0.97088E+08
    0.27680E+02,    0.36140E+02,    0.96963E+08
    0.30320E+02,    0.36120E+02,    0.96776E+08
    0.32940E+02,    0.36790E+02,    0.96651E+08
    0.36140E+02,    0.37040E+02,    0.96587E+08
    0.32330E+02,    0.39790E+02,    0.96595E+08
    0.32410E+02,    0.42140E+02,    0.96589E+08
    0.32520E+02,    0.44340E+02,    0.96476E+08
    0.23200E+02,    0.42300E+02,    0.97433E+08
    0.24290E+02,    0.42170E+02,    0.97243E+08
    0.25420E+02,    0.42030E+02,    0.97074E+08
    0.26690E+02,    0.41840E+02,    0.96935E+08
    0.28020E+02,    0.41810E+02,    0.96811E+08
    0.29350E+02,    0.41910E+02,    0.96722E+08
    0.30670E+02,    0.42350E+02,    0.96620E+08
    0.28110E+02,    0.43160E+02,    0.96713E+08
    0.28380E+02,    0.44490E+02,    0.96626E+08
    0.28290E+02,    0.45700E+02,    0.96522E+08
    0.26990E+02,    0.44560E+02,    0.96688E+08
    0.25610E+02,    0.44770E+02,    0.96749E+08
    0.24420E+02,    0.44490E+02,    0.96935E+08
    0.23360E+02,    0.44460E+02,    0.97077E+08
    0.25570E+02,    0.43330E+02,    0.96931E+08
    0.26830E+02,    0.43250E+02,    0.96819E+08
    0.24400E+02,    0.43370E+02,    0.97093E+08
    0.23300E+02,    0.43380E+02,    0.97274E+08
    0.23400E+02,    0.46370E+02,    0.96663E+08
    0.24310E+02,    0.46290E+02,    0.96618E+08
    0.25160E+02,    0.46210E+02,    0.96596E+08
    0.26030E+02,    0.45940E+02,    0.96601E+08
    0.27130E+02,    0.45790E+02,    0.96558E+08
    0.23360E+02,    0.45420E+02,    0.96884E+08
    0.24280E+02,    0.45430E+02,    0.96784E+08
    0.25020E+02,    0.45460E+02,    0.96706E+08
    0.30150E+02,    0.44490E+02,    0.96483E+08
    0.29300E+02,    0.45700E+02,    0.96475E+08
    0.29190E+02,    0.43200E+02,    0.96644E+08
    0.27930E+02,    0.38480E+02,    0.96929E+08
    0.27990E+02,    0.40230E+02,    0.96901E+08
    0.23180E+02,    0.39010E+02,    0.97608E+08
    0.24550E+02,    0.39330E+02,    0.97287E+08
    0.26100E+02,    0.38700E+02,    0.97145E+08
    0.26470E+02,    0.40400E+02,    0.97040E+08
    0.23100E+02,    0.41170E+02,    0.97551E+08
    0.23050E+02,    0.40140E+02,    0.97623E+08
    0.25150E+02,    0.40670E+02,    0.97232E+08
    0.24120E+02,    0.41070E+02,    0.97375E+08
    0.23910E+02,    0.40140E+02,    0.97478E+08
    0.23200E+02,    0.37730E+02,    0.97582E+08
    0.24400E+02,    0.37900E+02,    0.97409E+08
    0.29530E+02,    0.40430E+02,    0.96774E+08
    0.30030E+02,    0.38630E+02,    0.96766E+08
    0.30840E+02,    0.40810E+02,    0.96688E+08
    0.36730E+02,    0.43350E+02,    0.96434E+08
    0.35540E+02,    0.40420E+02,    0.96497E+08
    0.38960E+02,    0.42690E+02,    0.96477E+08
    0.38420E+02,    0.39950E+02,    0.96493E+08
    0.34620E+02,    0.44080E+02,    0.96457E+08
    0.34180E+02,    0.42220E+02,    0.96525E+08
    0.30750E+02,    0.32650E+02,    0.96650E+08
    0.35350E+02,    0.34070E+02,    0.96567E+08
    0.34360E+02,    0.31130E+02,    0.96580E+08
    0.37900E+02,    0.33980E+02,    0.96547E+08
    0.37630E+02,    0.30990E+02,    0.96618E+08
    0.32990E+02,    0.34580E+02,    0.96708E+08
    0.24400E+02,    0.32630E+02,    0.97047E+08
    0.27010E+02,    0.33480E+02,    0.96836E+08
    0.23880E+02,    0.34570E+02,    0.97243E+08
    0.25440E+02,    0.34870E+02,    0.97184E+08
    0.24560E+02,    0.30370E+02,    0.96907E+08
    0.26880E+02,    0.30670E+02,    0.96914E+08
    0.41700E+01,    0.71970E+02,    0.99364E+08
    0.62600E+01,    0.71990E+02,    0.98803E+08
    0.83700E+01,    0.72130E+02,    0.98176E+08
    0.10570E+02,    0.72400E+02,    0.97547E+08
    0.13030E+02,    0.73290E+02,    0.96923E+08
    0.16080E+02,    0.73080E+02,    0.96630E+08
    0.19000E+02,    0.72950E+02,    0.96349E+08
    0.22000E+02,    0.72620E+02,    0.96202E+08
    0.25150E+02,    0.72300E+02,    0.96113E+08
    0.28670E+02,    0.71810E+02,    0.96032E+08
    0.33330E+02,    0.71790E+02,    0.96108E+08
    0.39500E+01,    0.81790E+02,    0.97022E+08
    0.57900E+01,    0.81740E+02,    0.96952E+08
    0.74400E+01,    0.81780E+02,    0.96810E+08
    0.93100E+01,    0.82420E+02,    0.96506E+08
    0.12080E+02,    0.81720E+02,    0.96291E+08
    0.15550E+02,    0.82170E+02,    0.95785E+08
    0.18890E+02,    0.82280E+02,    0.95544E+08
    0.22290E+02,    0.82060E+02,    0.95401E+08
    0.25710E+02,    0.81630E+02,    0.95252E+08
    0.29380E+02,    0.81050E+02,    0.95083E+08
    0.33760E+02,    0.79030E+02,    0.95255E+08
    0.18690E+02,    0.86140E+02,    0.92212E+08
    0.29350E+02,    0.85380E+02,    0.90922E+08
    0.33940E+02,    0.84640E+02,    0.89759E+08
    0.25680E+02,    0.85160E+02,    0.91798E+08
    0.22160E+02,    0.85340E+02,    0.92202E+08
    0.22060E+02,    0.88240E+02,    0.83957E+08
    0.25370E+02,    0.88030E+02,    0.82940E+08
    0.46900E+01,    0.87420E+02,    0.94485E+08
    0.67600E+01,    0.86310E+02,    0.94840E+08
    0.83700E+01,    0.85210E+02,    0.95239E+08
    0.96400E+01,    0.84300E+02,    0.95485E+08
    0.11300E+02,    0.85360E+02,    0.94992E+08
    0.15030E+02,    0.85500E+02,    0.92968E+08
    0.53200E+01,    0.90050E+02,    0.89771E+08
    0.10320E+02,    0.88820E+02,    0.90373E+08
    0.79300E+01,    0.87890E+02,    0.92236E+08
    0.91700E+01,    0.86120E+02,    0.93793E+08
    0.14670E+02,    0.88560E+02,    0.85572E+08
    0.47100E+01,    0.92760E+02,    0.63710E+08
    0.41200E+01,    0.91510E+02,    0.70494E+08
    0.76900E+01,    0.83840E+02,    0.96238E+08
    0.70100E+01,    0.83030E+02,    0.96555E+08
    0.57300E+01,    0.83280E+02,    0.96657E+08
    0.40200E+01,    0.83610E+02,    0.96706E+08
    0.42400E+01,    0.85390E+02,    0.96089E+08
    0.61500E+01,    0.84760E+02,    0.96092E+08
    0.22180E+02,    0.75680E+02,    0.96254E+08
    0.22260E+02,    0.78740E+02,    0.96152E+08
    0.10040E+02,    0.74360E+02,    0.97502E+08
    0.98400E+01,    0.76220E+02,    0.97280E+08
    0.96600E+01,    0.78230E+02,    0.97081E+08
    0.94200E+01,    0.80160E+02,    0.96873E+08
    0.61500E+01,    0.74060E+02,    0.98192E+08
    0.60500E+01,    0.76030E+02,    0.97752E+08
    0.59700E+01,    0.78030E+02,    0.97441E+08
    0.58600E+01,    0.79910E+02,    0.97183E+08
    0.40200E+01,    0.77980E+02,    0.97568E+08
    0.39800E+01,    0.79940E+02,    0.97273E+08
    0.41200E+01,    0.74000E+02,    0.98528E+08
    0.40700E+01,    0.76020E+02,    0.97968E+08
    0.78400E+01,    0.78070E+02,    0.97279E+08
    0.81500E+01,    0.74130E+02,    0.97802E+08
    0.79900E+01,    0.76140E+02,    0.97511E+08
    0.76900E+01,    0.80030E+02,    0.97072E+08
    0.16030E+02,    0.78930E+02,    0.96420E+08
    0.16200E+02,    0.76020E+02,    0.96592E+08
    0.19100E+02,    0.79010E+02,    0.96270E+08
    0.19120E+02,    0.75850E+02,    0.96390E+08
    0.13540E+02,    0.76050E+02,    0.96803E+08
    0.13300E+02,    0.78800E+02,    0.96653E+08
    0.11610E+02,    0.76330E+02,    0.97057E+08
    0.11400E+02,    0.78310E+02,    0.96891E+08
    0.11020E+02,    0.80120E+02,    0.96683E+08
    0.11570E+02,    0.74600E+02,    0.97422E+08
    0.28400E+02,    0.74980E+02,    0.96133E+08
    0.28620E+02,    0.77890E+02,    0.95997E+08
    0.25490E+02,    0.78460E+02,    0.96061E+08
    0.25320E+02,    0.75310E+02,    0.96174E+08
    0.31130E+02,    0.77260E+02,    0.95735E+08
    0.30990E+02,    0.74650E+02,    0.95977E+08
    0.22700E+02,    0.48270E+02,    0.96199E+08
    0.22800E+02,    0.49170E+02,    0.95961E+08
    0.22930E+02,    0.50100E+02,    0.95748E+08
    0.23030E+02,    0.51060E+02,    0.95557E+08
    0.23080E+02,    0.52050E+02,    0.95396E+08
    0.23040E+02,    0.53030E+02,    0.95264E+08
    0.22790E+02,    0.54100E+02,    0.95159E+08
    0.23000E+02,    0.55190E+02,    0.95051E+08
    0.23320E+02,    0.56240E+02,    0.95101E+08
    0.23470E+02,    0.57470E+02,    0.95139E+08
    0.23570E+02,    0.58820E+02,    0.95183E+08
    0.23860E+02,    0.60170E+02,    0.95324E+08
    0.24140E+02,    0.61630E+02,    0.95460E+08
    0.24310E+02,    0.63070E+02,    0.95571E+08
    0.24060E+02,    0.64750E+02,    0.95658E+08
    0.23930E+02,    0.66880E+02,    0.95817E+08
    0.24610E+02,    0.69270E+02,    0.96002E+08
    0.44300E+01,    0.63720E+02,    0.11187E+09
    0.63200E+01,    0.63840E+02,    0.10562E+09
    0.81600E+01,    0.63650E+02,    0.10135E+09
    0.10090E+02,    0.62880E+02,    0.97692E+08
    0.12380E+02,    0.62900E+02,    0.95982E+08
    0.14280E+02,    0.62690E+02,    0.95312E+08
    0.16140E+02,    0.62600E+02,    0.95040E+08
    0.17860E+02,    0.62600E+02,    0.94991E+08
    0.19560E+02,    0.62550E+02,    0.95084E+08
    0.21230E+02,    0.62380E+02,    0.95305E+08
    0.22670E+02,    0.61870E+02,    0.95348E+08
    0.13370E+02,    0.70170E+02,    0.97004E+08
    0.13570E+02,    0.67270E+02,    0.96706E+08
    0.12720E+02,    0.64940E+02,    0.96709E+08
    0.17990E+02,    0.64220E+02,    0.95419E+08
    0.18100E+02,    0.65820E+02,    0.95767E+08
    0.18540E+02,    0.67630E+02,    0.95996E+08
    0.18810E+02,    0.70110E+02,    0.96209E+08
    0.16090E+02,    0.70300E+02,    0.96527E+08
    0.16100E+02,    0.67750E+02,    0.96216E+08
    0.16310E+02,    0.65940E+02,    0.95900E+08
    0.16200E+02,    0.64280E+02,    0.95635E+08
    0.14510E+02,    0.64460E+02,    0.96025E+08
    0.14760E+02,    0.65860E+02,    0.96351E+08
    0.21110E+02,    0.66780E+02,    0.95903E+08
    0.21830E+02,    0.64220E+02,    0.95698E+08
    0.19740E+02,    0.64130E+02,    0.95366E+08
    0.19660E+02,    0.65590E+02,    0.95664E+08
    0.22940E+02,    0.63060E+02,    0.95536E+08
    0.21630E+02,    0.69720E+02,    0.96052E+08
    0.10840E+02,    0.67530E+02,    0.97902E+08
    0.85300E+01,    0.67710E+02,    0.99358E+08
    0.63500E+01,    0.67780E+02,    0.10107E+09
    0.42500E+01,    0.67830E+02,    0.10264E+09
    0.42900E+01,    0.65750E+02,    0.10628E+09
    0.63400E+01,    0.65740E+02,    0.10311E+09
    0.83700E+01,    0.65560E+02,    0.10030E+09
    0.10520E+02,    0.65240E+02,    0.98196E+08
    0.85100E+01,    0.69910E+02,    0.98699E+08
    0.42100E+01,    0.69900E+02,    0.10063E+09
    0.63300E+01,    0.69910E+02,    0.99712E+08
    0.10830E+02,    0.70020E+02,    0.97728E+08
    0.14320E+02,    0.48910E+02,    0.93772E+08
    0.14420E+02,    0.49550E+02,    0.92425E+08
    0.14530E+02,    0.50210E+02,    0.91369E+08
    0.14640E+02,    0.50880E+02,    0.90575E+08
    0.14730E+02,    0.51580E+02,    0.90009E+08
    0.14810E+02,    0.52300E+02,    0.89693E+08
    0.14870E+02,    0.53060E+02,    0.89581E+08
    0.14890E+02,    0.53840E+02,    0.89650E+08
    0.14910E+02,    0.54650E+02,    0.89870E+08
    0.15030E+02,    0.55470E+02,    0.90427E+08
    0.15340E+02,    0.56250E+02,    0.91178E+08
    0.15540E+02,    0.57220E+02,    0.91988E+08
    0.15660E+02,    0.58170E+02,    0.92654E+08
    0.15640E+02,    0.59260E+02,    0.93154E+08
    0.16140E+02,    0.60740E+02,    0.94444E+08
    0.11060E+02,    0.49110E+02,    0.10309E+09
    0.11120E+02,    0.49630E+02,    0.10307E+09
    0.11160E+02,    0.50160E+02,    0.10206E+09
    0.11200E+02,    0.50710E+02,    0.99932E+08
    0.11210E+02,    0.51290E+02,    0.97096E+08
    0.11200E+02,    0.51920E+02,    0.93493E+08
    0.11160E+02,    0.52650E+02,    0.89404E+08
    0.11350E+02,    0.53370E+02,    0.85605E+08
    0.11590E+02,    0.54030E+02,    0.84082E+08
    0.11700E+02,    0.54680E+02,    0.84359E+08
    0.11790E+02,    0.55430E+02,    0.85439E+08
    0.11930E+02,    0.56150E+02,    0.87032E+08
    0.11980E+02,    0.56930E+02,    0.88555E+08
    0.12100E+02,    0.57740E+02,    0.90302E+08
    0.12130E+02,    0.58580E+02,    0.91698E+08
    0.12450E+02,    0.59570E+02,    0.92848E+08
    0.12370E+02,    0.61010E+02,    0.94232E+08
    0.10980E+02,    0.58530E+02,    0.91709E+08
    0.98200E+01,    0.59210E+02,    0.93592E+08
    0.85300E+01,    0.59570E+02,    0.96657E+08
    0.75400E+01,    0.60100E+02,    0.10036E+09
    0.65800E+01,    0.60290E+02,    0.10279E+09
    0.55700E+01,    0.60230E+02,    0.10086E+09
    0.42800E+01,    0.60460E+02,    0.97390E+08
    0.28700E+01,    0.60800E+02,    0.95450E+08
    0.53000E+01,    0.59620E+02,    0.79598E+08
    0.11080E+02,    0.56900E+02,    0.87691E+08
    0.10260E+02,    0.57500E+02,    0.88294E+08
    0.92500E+01,    0.57990E+02,    0.89596E+08
    0.84700E+01,    0.58520E+02,    0.91150E+08
    0.77500E+01,    0.58550E+02,    0.88243E+08
    0.71200E+01,    0.58880E+02,    0.87158E+08
    0.65100E+01,    0.59090E+02,    0.83667E+08
    0.58900E+01,    0.59220E+02,    0.76492E+08
    0.69000E+01,    0.58410E+02,    0.71222E+08
    0.64400E+01,    0.58660E+02,    0.67238E+08
    0.60600E+01,    0.58810E+02,    0.61459E+08
    0.73700E+01,    0.58110E+02,    0.74626E+08
    0.10470E+02,    0.53130E+02,    0.97117E+08
    0.10850E+02,    0.53270E+02,    0.89367E+08
    0.82900E+01,    0.57950E+02,    0.85541E+08
    0.80800E+01,    0.57510E+02,    0.77973E+08
    0.10990E+02,    0.55540E+02,    0.84525E+08
    0.10460E+02,    0.56180E+02,    0.84776E+08
    0.97100E+01,    0.56500E+02,    0.84415E+08
    0.90200E+01,    0.57040E+02,    0.83600E+08
    0.84900E+01,    0.57240E+02,    0.80831E+08
    0.11080E+02,    0.54760E+02,    0.83843E+08
    0.10510E+02,    0.54610E+02,    0.84857E+08
    0.10030E+02,    0.54470E+02,    0.89707E+08
    0.10710E+02,    0.53640E+02,    0.88611E+08
    0.10620E+02,    0.54100E+02,    0.86539E+08
    0.10320E+02,    0.53530E+02,    0.95644E+08
    0.10180E+02,    0.53960E+02,    0.93254E+08
    0.11080E+02,    0.54130E+02,    0.84386E+08
    0.11050E+02,    0.53720E+02,    0.85825E+08
    0.10040E+02,    0.55680E+02,    0.83860E+08
    0.96400E+01,    0.55430E+02,    0.85050E+08
    0.10350E+02,    0.55220E+02,    0.83798E+08
    0.98400E+01,    0.54950E+02,    0.87160E+08
    0.94800E+01,    0.55750E+02,    0.84274E+08
    0.97500E+01,    0.56000E+02,    0.83845E+08
    0.86900E+01,    0.57740E+02,    0.85994E+08
    0.11340E+02,    0.56220E+02,    0.86375E+08
    0.77100E+01,    0.57760E+02,    0.74664E+08
    0.79300E+01,    0.58100E+02,    0.83499E+08
    0.10870E+02,    0.52910E+02,    0.92239E+08
    0.10590E+02,    0.52850E+02,    0.98214E+08
    0.11390E+02,    0.57740E+02,    0.90032E+08
    0.66100E+01,    0.59630E+02,    0.96049E+08
    0.72900E+01,    0.59440E+02,    0.96093E+08
    0.78700E+01,    0.59190E+02,    0.94539E+08
    0.60200E+01,    0.59700E+02,    0.92780E+08
    0.32100E+01,    0.60330E+02,    0.71674E+08
    0.36900E+01,    0.60210E+02,    0.74235E+08
    0.47100E+01,    0.59840E+02,    0.76184E+08
    0.18200E+01,    0.60720E+02,    0.74067E+08
    0.22800E+01,    0.60590E+02,    0.71518E+08
    0.77200E+01,    0.61100E+02,    0.10228E+09
    0.78000E+01,    0.62250E+02,    0.10277E+09
    0.48200E+01,    0.61920E+02,    0.11342E+09
    0.33200E+01,    0.62030E+02,    0.12045E+09
    0.63900E+01,    0.62310E+02,    0.10752E+09
    0.65900E+01,    0.61190E+02,    0.10652E+09
    0.56600E+01,    0.61120E+02,    0.10950E+09
    0.10520E+02,    0.60720E+02,    0.95766E+08
    0.89300E+01,    0.60840E+02,    0.98344E+08
    0.89500E+01,    0.62000E+02,    0.99545E+08
    0.11310E+02,    0.59610E+02,    0.93694E+08
    0.14090E+02,    0.52370E+02,    0.88348E+08
    0.13390E+02,    0.52420E+02,    0.86984E+08
    0.12690E+02,    0.52490E+02,    0.85846E+08
    0.11960E+02,    0.52570E+02,    0.85716E+08
    0.13830E+02,    0.50330E+02,    0.90407E+08
    0.13150E+02,    0.50460E+02,    0.89765E+08
    0.12480E+02,    0.50570E+02,    0.90220E+08
    0.11830E+02,    0.50660E+02,    0.93025E+08
    0.12180E+02,    0.48920E+02,    0.96704E+08
    0.12290E+02,    0.49430E+02,    0.94687E+08
    0.12400E+02,    0.49990E+02,    0.92370E+08
    0.11700E+02,    0.49540E+02,    0.97848E+08
    0.11770E+02,    0.50090E+02,    0.95617E+08
    0.11620E+02,    0.49020E+02,    0.99478E+08
    0.13710E+02,    0.49680E+02,    0.91753E+08
    0.13040E+02,    0.49850E+02,    0.91461E+08
    0.12900E+02,    0.49270E+02,    0.93363E+08
    0.13550E+02,    0.48970E+02,    0.93722E+08
    0.12710E+02,    0.48800E+02,    0.95259E+08
    0.13140E+02,    0.48690E+02,    0.94847E+08
    0.13320E+02,    0.51750E+02,    0.87485E+08
    0.13240E+02,    0.51090E+02,    0.88427E+08
    0.14020E+02,    0.51670E+02,    0.88720E+08
    0.13930E+02,    0.50990E+02,    0.89398E+08
    0.12620E+02,    0.51820E+02,    0.86768E+08
    0.11920E+02,    0.51890E+02,    0.87732E+08
    0.12560E+02,    0.51190E+02,    0.88246E+08
    0.11880E+02,    0.51250E+02,    0.90316E+08
    0.14630E+02,    0.57430E+02,    0.91519E+08
    0.13770E+02,    0.57750E+02,    0.91373E+08
    0.12910E+02,    0.57710E+02,    0.90601E+08
    0.12770E+02,    0.53160E+02,    0.85562E+08
    0.12880E+02,    0.53820E+02,    0.85838E+08
    0.12990E+02,    0.54440E+02,    0.86468E+08
    0.13240E+02,    0.55080E+02,    0.87474E+08
    0.13430E+02,    0.55890E+02,    0.88666E+08
    0.13610E+02,    0.56760E+02,    0.89996E+08
    0.12510E+02,    0.55280E+02,    0.86493E+08
    0.12790E+02,    0.56870E+02,    0.89272E+08
