 X,    Y,   CCL  
    0.12220E+02,    0.53910E+02,    0.10227E+09
    0.12080E+02,    0.53250E+02,    0.10121E+09
    0.12360E+02,    0.54590E+02,    0.10352E+09
    0.14450E+02,    0.56540E+02,    0.10477E+09
    0.14240E+02,    0.55650E+02,    0.10355E+09
    0.14000E+02,    0.54710E+02,    0.10176E+09
    0.14140E+02,    0.53850E+02,    0.98968E+08
    0.14130E+02,    0.53090E+02,    0.96611E+08
    0.13450E+02,    0.53110E+02,    0.97763E+08
    0.13490E+02,    0.53760E+02,    0.99847E+08
    0.13500E+02,    0.54300E+02,    0.10130E+09
    0.13960E+02,    0.59020E+02,    0.10656E+09
    0.13000E+02,    0.58450E+02,    0.10821E+09
    0.14750E+02,    0.58230E+02,    0.10595E+09
    0.14200E+02,    0.60890E+02,    0.10552E+09
    0.22130E+02,    0.56450E+02,    0.97647E+08
    0.21040E+02,    0.56560E+02,    0.98055E+08
    0.19970E+02,    0.56610E+02,    0.98542E+08
    0.18850E+02,    0.56650E+02,    0.99223E+08
    0.17700E+02,    0.56790E+02,    0.10030E+09
    0.16570E+02,    0.56950E+02,    0.10175E+09
    0.22180E+02,    0.52060E+02,    0.95787E+08
    0.21310E+02,    0.52140E+02,    0.95703E+08
    0.20470E+02,    0.52260E+02,    0.95638E+08
    0.19640E+02,    0.52400E+02,    0.95585E+08
    0.18820E+02,    0.52550E+02,    0.95540E+08
    0.18010E+02,    0.52710E+02,    0.95511E+08
    0.17200E+02,    0.52840E+02,    0.95491E+08
    0.16400E+02,    0.52940E+02,    0.95515E+08
    0.15620E+02,    0.53000E+02,    0.95587E+08
    0.18110E+02,    0.48600E+02,    0.92094E+08
    0.18230E+02,    0.49370E+02,    0.92629E+08
    0.18390E+02,    0.50140E+02,    0.93259E+08
    0.18540E+02,    0.50930E+02,    0.93970E+08
    0.18680E+02,    0.51730E+02,    0.94733E+08
    0.15360E+02,    0.50760E+02,    0.90818E+08
    0.16080E+02,    0.50630E+02,    0.91485E+08
    0.16830E+02,    0.50470E+02,    0.92145E+08
    0.17600E+02,    0.50300E+02,    0.92740E+08
    0.16960E+02,    0.51230E+02,    0.93158E+08
    0.17090E+02,    0.52020E+02,    0.94293E+08
    0.15550E+02,    0.52230E+02,    0.93875E+08
    0.16300E+02,    0.52130E+02,    0.94041E+08
    0.15460E+02,    0.51480E+02,    0.92269E+08
    0.16200E+02,    0.51360E+02,    0.92689E+08
    0.17880E+02,    0.51880E+02,    0.94520E+08
    0.17740E+02,    0.51080E+02,    0.93590E+08
    0.15950E+02,    0.49930E+02,    0.90427E+08
    0.15800E+02,    0.49260E+02,    0.89501E+08
    0.15640E+02,    0.48670E+02,    0.88778E+08
    0.17430E+02,    0.49530E+02,    0.91974E+08
    0.16670E+02,    0.49740E+02,    0.91232E+08
    0.17210E+02,    0.48680E+02,    0.91269E+08
    0.16490E+02,    0.49050E+02,    0.90429E+08
    0.16240E+02,    0.48500E+02,    0.89679E+08
    0.16730E+02,    0.48350E+02,    0.90284E+08
    0.15120E+02,    0.49430E+02,    0.88508E+08
    0.15240E+02,    0.50080E+02,    0.89561E+08
    0.15000E+02,    0.48800E+02,    0.87671E+08
    0.21980E+02,    0.50220E+02,    0.95017E+08
    0.21050E+02,    0.50350E+02,    0.94787E+08
    0.20170E+02,    0.50560E+02,    0.94546E+08
    0.19350E+02,    0.50760E+02,    0.94282E+08
    0.18890E+02,    0.48510E+02,    0.92735E+08
    0.19010E+02,    0.49230E+02,    0.93148E+08
    0.19180E+02,    0.49970E+02,    0.93675E+08
    0.20970E+02,    0.48440E+02,    0.94030E+08
    0.20820E+02,    0.49350E+02,    0.94335E+08
    0.19620E+02,    0.48430E+02,    0.93232E+08
    0.19720E+02,    0.49080E+02,    0.93541E+08
    0.19980E+02,    0.49740E+02,    0.94021E+08
    0.20280E+02,    0.48380E+02,    0.93639E+08
    0.20280E+02,    0.48930E+02,    0.93772E+08
    0.21790E+02,    0.48380E+02,    0.94364E+08
    0.21860E+02,    0.49280E+02,    0.94648E+08
    0.21200E+02,    0.51260E+02,    0.95247E+08
    0.22100E+02,    0.51150E+02,    0.95397E+08
    0.20330E+02,    0.51420E+02,    0.95092E+08
    0.19500E+02,    0.51580E+02,    0.94928E+08
    0.19780E+02,    0.53220E+02,    0.96241E+08
    0.19910E+02,    0.54020E+02,    0.96832E+08
    0.20010E+02,    0.54780E+02,    0.97327E+08
    0.19930E+02,    0.55610E+02,    0.97943E+08
    0.17310E+02,    0.53710E+02,    0.96761E+08
    0.17430E+02,    0.54640E+02,    0.98013E+08
    0.17560E+02,    0.55660E+02,    0.99313E+08
    0.16460E+02,    0.53790E+02,    0.97057E+08
    0.16480E+02,    0.54700E+02,    0.98703E+08
    0.16320E+02,    0.55780E+02,    0.10058E+09
    0.15670E+02,    0.53810E+02,    0.97413E+08
    0.15680E+02,    0.54620E+02,    0.99173E+08
    0.15690E+02,    0.55280E+02,    0.10037E+09
    0.18170E+02,    0.53560E+02,    0.96508E+08
    0.18380E+02,    0.54450E+02,    0.97489E+08
    0.18810E+02,    0.55440E+02,    0.98285E+08
    0.18970E+02,    0.53380E+02,    0.96344E+08
    0.19150E+02,    0.54160E+02,    0.97067E+08
    0.19310E+02,    0.54800E+02,    0.97500E+08
    0.20590E+02,    0.53090E+02,    0.96170E+08
    0.20730E+02,    0.53880E+02,    0.96661E+08
    0.20870E+02,    0.54690E+02,    0.97124E+08
    0.20960E+02,    0.55570E+02,    0.97596E+08
    0.21970E+02,    0.55450E+02,    0.97307E+08
    0.21800E+02,    0.54490E+02,    0.96894E+08
    0.21530E+02,    0.53740E+02,    0.96523E+08
    0.21410E+02,    0.52970E+02,    0.96134E+08
    0.22200E+02,    0.52920E+02,    0.96157E+08
    0.22180E+02,    0.53580E+02,    0.96404E+08
    0.19370E+02,    0.61090E+02,    0.10013E+09
    0.19260E+02,    0.59850E+02,    0.10021E+09
    0.19080E+02,    0.58770E+02,    0.10011E+09
    0.18950E+02,    0.57730E+02,    0.99792E+08
    0.21950E+02,    0.58960E+02,    0.98350E+08
    0.20570E+02,    0.59570E+02,    0.99247E+08
    0.22160E+02,    0.57630E+02,    0.98057E+08
    0.21090E+02,    0.57540E+02,    0.98450E+08
    0.20050E+02,    0.57620E+02,    0.98990E+08
    0.20200E+02,    0.58580E+02,    0.99256E+08
    0.21080E+02,    0.58370E+02,    0.98716E+08
    0.22340E+02,    0.60490E+02,    0.98432E+08
    0.20890E+02,    0.60870E+02,    0.99166E+08
    0.17820E+02,    0.57860E+02,    0.10095E+09
    0.16710E+02,    0.58020E+02,    0.10252E+09
    0.17850E+02,    0.61100E+02,    0.10150E+09
    0.17920E+02,    0.58910E+02,    0.10127E+09
    0.16810E+02,    0.59020E+02,    0.10284E+09
    0.17990E+02,    0.59930E+02,    0.10142E+09
    0.16980E+02,    0.59920E+02,    0.10277E+09
    0.36530E+02,    0.54440E+02,    0.96418E+08
    0.33610E+02,    0.55110E+02,    0.96446E+08
    0.31070E+02,    0.55020E+02,    0.96469E+08
    0.29210E+02,    0.55730E+02,    0.96619E+08
    0.27630E+02,    0.55860E+02,    0.96721E+08
    0.26180E+02,    0.55850E+02,    0.96847E+08
    0.24640E+02,    0.55740E+02,    0.96966E+08
    0.33250E+02,    0.48890E+02,    0.96077E+08
    0.33270E+02,    0.50890E+02,    0.96177E+08
    0.33270E+02,    0.52820E+02,    0.96278E+08
    0.28340E+02,    0.48060E+02,    0.95705E+08
    0.28370E+02,    0.49250E+02,    0.95822E+08
    0.28450E+02,    0.50470E+02,    0.95966E+08
    0.28570E+02,    0.51690E+02,    0.96126E+08
    0.28720E+02,    0.52950E+02,    0.96284E+08
    0.28880E+02,    0.54260E+02,    0.96448E+08
    0.24080E+02,    0.52010E+02,    0.95952E+08
    0.25130E+02,    0.51970E+02,    0.96014E+08
    0.26260E+02,    0.51870E+02,    0.96058E+08
    0.27420E+02,    0.51790E+02,    0.96096E+08
    0.26300E+02,    0.53140E+02,    0.96307E+08
    0.26280E+02,    0.54430E+02,    0.96559E+08
    0.25130E+02,    0.53130E+02,    0.96298E+08
    0.24050E+02,    0.53090E+02,    0.96270E+08
    0.25000E+02,    0.54380E+02,    0.96627E+08
    0.23930E+02,    0.54140E+02,    0.96611E+08
    0.23860E+02,    0.55050E+02,    0.96846E+08
    0.27580E+02,    0.54420E+02,    0.96519E+08
    0.27520E+02,    0.53060E+02,    0.96296E+08
    0.27230E+02,    0.49290E+02,    0.95716E+08
    0.25950E+02,    0.49290E+02,    0.95603E+08
    0.24880E+02,    0.49740E+02,    0.95485E+08
    0.23890E+02,    0.49960E+02,    0.95359E+08
    0.23730E+02,    0.49040E+02,    0.95112E+08
    0.23600E+02,    0.48160E+02,    0.94907E+08
    0.24480E+02,    0.48050E+02,    0.95094E+08
    0.25310E+02,    0.47990E+02,    0.95255E+08
    0.26180E+02,    0.48090E+02,    0.95426E+08
    0.27250E+02,    0.48090E+02,    0.95576E+08
    0.24590E+02,    0.48890E+02,    0.95252E+08
    0.25290E+02,    0.48720E+02,    0.95325E+08
    0.26150E+02,    0.50630E+02,    0.95824E+08
    0.25050E+02,    0.50820E+02,    0.95743E+08
    0.24020E+02,    0.50970E+02,    0.95647E+08
    0.27320E+02,    0.50540E+02,    0.95904E+08
    0.31280E+02,    0.52560E+02,    0.96309E+08
    0.29910E+02,    0.52770E+02,    0.96293E+08
    0.31540E+02,    0.48920E+02,    0.96019E+08
    0.31660E+02,    0.50680E+02,    0.96130E+08
    0.29370E+02,    0.48040E+02,    0.95806E+08
    0.29430E+02,    0.49200E+02,    0.95907E+08
    0.29520E+02,    0.50410E+02,    0.96025E+08
    0.29620E+02,    0.51590E+02,    0.96140E+08
    0.30440E+02,    0.49130E+02,    0.95977E+08
    0.30520E+02,    0.50430E+02,    0.96074E+08
    0.30490E+02,    0.51510E+02,    0.96144E+08
    0.30220E+02,    0.48040E+02,    0.95882E+08
    0.29960E+02,    0.54030E+02,    0.96382E+08
    0.35230E+02,    0.49180E+02,    0.96127E+08
    0.34950E+02,    0.51180E+02,    0.96225E+08
    0.34900E+02,    0.52820E+02,    0.96242E+08
    0.37690E+02,    0.50130E+02,    0.96166E+08
    0.36370E+02,    0.51920E+02,    0.96219E+08
    0.34560E+02,    0.64730E+02,    0.96706E+08
    0.31110E+02,    0.65220E+02,    0.97011E+08
    0.28310E+02,    0.65170E+02,    0.97159E+08
    0.26100E+02,    0.64860E+02,    0.97514E+08
    0.31240E+02,    0.57780E+02,    0.96665E+08
    0.31000E+02,    0.60190E+02,    0.96833E+08
    0.30830E+02,    0.62590E+02,    0.96971E+08
    0.28880E+02,    0.59900E+02,    0.97038E+08
    0.26960E+02,    0.59310E+02,    0.97176E+08
    0.25380E+02,    0.59870E+02,    0.97533E+08
    0.29210E+02,    0.57710E+02,    0.96810E+08
    0.27510E+02,    0.57560E+02,    0.96985E+08
    0.26140E+02,    0.57240E+02,    0.97092E+08
    0.24820E+02,    0.57290E+02,    0.97269E+08
    0.24950E+02,    0.58570E+02,    0.97462E+08
    0.26040E+02,    0.58410E+02,    0.97261E+08
    0.26100E+02,    0.62900E+02,    0.97552E+08
    0.28220E+02,    0.62280E+02,    0.97102E+08
    0.25650E+02,    0.61320E+02,    0.97581E+08
    0.26980E+02,    0.61000E+02,    0.97351E+08
    0.32810E+02,    0.62630E+02,    0.96882E+08
    0.33050E+02,    0.60620E+02,    0.96764E+08
    0.33570E+02,    0.58140E+02,    0.96582E+08
    0.36390E+02,    0.59160E+02,    0.96500E+08
    0.34660E+02,    0.61490E+02,    0.96741E+08
    0.27650E+02,    0.68280E+02,    0.96998E+08
    0.30740E+02,    0.68420E+02,    0.97042E+08
    0.25930E+02,    0.66670E+02,    0.97591E+08
    0.00000E+00,    0.60000E+02,    0.00000E+00
    0.50000E+00,    0.59990E+02,    0.00000E+00
    0.10000E+01,    0.59950E+02,    0.00000E+00
    0.14900E+01,    0.59890E+02,    0.00000E+00
    0.19800E+01,    0.59800E+02,    0.00000E+00
    0.24700E+01,    0.59690E+02,    0.00000E+00
    0.29500E+01,    0.59560E+02,    0.00000E+00
    0.34200E+01,    0.59400E+02,    0.00000E+00
    0.38800E+01,    0.59210E+02,    0.00000E+00
    0.43400E+01,    0.59010E+02,    0.00000E+00
    0.47800E+01,    0.58780E+02,    0.00000E+00
    0.52100E+01,    0.58530E+02,    0.00000E+00
    0.56300E+01,    0.58260E+02,    0.61742E+06
    0.60400E+01,    0.57970E+02,    0.26919E+07
    0.64300E+01,    0.57660E+02,    0.84144E+07
    0.68000E+01,    0.57330E+02,    0.17452E+08
    0.71600E+01,    0.56980E+02,    0.23872E+08
    0.75000E+01,    0.56620E+02,    0.28730E+08
    0.78200E+01,    0.56230E+02,    0.34801E+08
    0.81200E+01,    0.55840E+02,    0.39884E+08
    0.84000E+01,    0.55430E+02,    0.46352E+08
    0.86600E+01,    0.55000E+02,    0.54380E+08
    0.89000E+01,    0.54560E+02,    0.60022E+08
    0.91200E+01,    0.54110E+02,    0.64877E+08
    0.93100E+01,    0.53650E+02,    0.71500E+08
    0.94800E+01,    0.53180E+02,    0.77793E+08
    0.96300E+01,    0.52710E+02,    0.82460E+08
    0.97500E+01,    0.52230E+02,    0.86780E+08
    0.98500E+01,    0.51740E+02,    0.90641E+08
    0.99200E+01,    0.51240E+02,    0.94014E+08
    0.99700E+01,    0.50750E+02,    0.96905E+08
    0.10000E+02,    0.50250E+02,    0.99632E+08
    0.10000E+02,    0.49750E+02,    0.10237E+09
    0.99700E+01,    0.49250E+02,    0.10545E+09
    0.99200E+01,    0.48760E+02,    0.10915E+09
    0.98500E+01,    0.48260E+02,    0.11400E+09
    0.97500E+01,    0.47770E+02,    0.12020E+09
    0.96300E+01,    0.47290E+02,    0.12799E+09
    0.94800E+01,    0.46820E+02,    0.13761E+09
    0.93100E+01,    0.46350E+02,    0.15170E+09
    0.91200E+01,    0.45890E+02,    0.16769E+09
    0.89000E+01,    0.45440E+02,    0.18416E+09
    0.86600E+01,    0.45000E+02,    0.20469E+09
    0.84000E+01,    0.44570E+02,    0.23455E+09
    0.81200E+01,    0.44160E+02,    0.26574E+09
    0.78200E+01,    0.43770E+02,    0.30141E+09
    0.75000E+01,    0.43380E+02,    0.35076E+09
    0.71600E+01,    0.43020E+02,    0.41694E+09
    0.68000E+01,    0.42670E+02,    0.52646E+09
    0.64300E+01,    0.42340E+02,    0.70523E+09
    0.60400E+01,    0.42030E+02,    0.90156E+09
    0.56300E+01,    0.41740E+02,    0.11031E+10
    0.52100E+01,    0.41470E+02,    0.14511E+10
    0.47800E+01,    0.41220E+02,    0.20880E+10
    0.43400E+01,    0.40990E+02,    0.30317E+10
    0.38800E+01,    0.40790E+02,    0.42702E+10
    0.34200E+01,    0.40600E+02,    0.60541E+10
    0.29500E+01,    0.40440E+02,    0.82716E+10
    0.24700E+01,    0.40310E+02,    0.10203E+11
    0.19800E+01,    0.40200E+02,    0.11980E+11
    0.14900E+01,    0.40110E+02,    0.13375E+11
    0.10000E+01,    0.40050E+02,    0.14193E+11
    0.50000E+00,    0.40010E+02,    0.14194E+11
    0.00000E+00,    0.40000E+02,    0.14319E+11
    0.00000E+00,    0.59050E+02,    0.18151E+08
    0.00000E+00,    0.58100E+02,    0.43724E+08
    0.00000E+00,    0.57140E+02,    0.63627E+08
    0.00000E+00,    0.56190E+02,    0.78255E+08
    0.00000E+00,    0.55240E+02,    0.86725E+08
    0.00000E+00,    0.54290E+02,    0.91808E+08
    0.00000E+00,    0.53330E+02,    0.94300E+08
    0.00000E+00,    0.52380E+02,    0.95554E+08
    0.00000E+00,    0.51430E+02,    0.96061E+08
    0.00000E+00,    0.50480E+02,    0.96340E+08
    0.00000E+00,    0.49520E+02,    0.96676E+08
    0.00000E+00,    0.48570E+02,    0.97504E+08
    0.00000E+00,    0.47620E+02,    0.99836E+08
    0.00000E+00,    0.46670E+02,    0.10759E+09
    0.00000E+00,    0.45710E+02,    0.12717E+09
    0.00000E+00,    0.44760E+02,    0.18573E+09
    0.00000E+00,    0.43810E+02,    0.33284E+09
    0.00000E+00,    0.42860E+02,    0.86149E+09
    0.00000E+00,    0.41900E+02,    0.21522E+10
    0.00000E+00,    0.40950E+02,    0.54701E+10
    0.60000E+00,    0.59160E+02,    0.13737E+08
    0.84000E+00,    0.58290E+02,    0.38323E+08
    0.10900E+01,    0.57150E+02,    0.64409E+08
    0.80000E+00,    0.56140E+02,    0.78242E+08
    0.76000E+00,    0.55250E+02,    0.86499E+08
    0.79000E+00,    0.54380E+02,    0.91298E+08
    0.10100E+01,    0.53450E+02,    0.94222E+08
    0.92000E+00,    0.52400E+02,    0.95519E+08
    0.91000E+00,    0.51430E+02,    0.96056E+08
    0.90000E+00,    0.50480E+02,    0.96337E+08
    0.91000E+00,    0.49530E+02,    0.96666E+08
    0.91000E+00,    0.48580E+02,    0.97451E+08
    0.93000E+00,    0.47610E+02,    0.99754E+08
    0.10100E+01,    0.46550E+02,    0.10685E+09
    0.79000E+00,    0.45620E+02,    0.12968E+09
    0.76000E+00,    0.44750E+02,    0.18271E+09
    0.80000E+00,    0.43860E+02,    0.32435E+09
    0.10900E+01,    0.42850E+02,    0.68573E+09
    0.84000E+00,    0.41700E+02,    0.22987E+10
    0.60000E+00,    0.40840E+02,    0.61485E+10
    0.10500E+01,    0.40690E+02,    0.73156E+10
    0.14900E+01,    0.40690E+02,    0.72578E+10
    0.19500E+01,    0.40730E+02,    0.67925E+10
    0.24000E+01,    0.40820E+02,    0.59578E+10
    0.28300E+01,    0.40920E+02,    0.50387E+10
    0.32500E+01,    0.41130E+02,    0.36637E+10
    0.37200E+01,    0.41290E+02,    0.27583E+10
    0.41500E+01,    0.41460E+02,    0.20823E+10
    0.45500E+01,    0.41730E+02,    0.14470E+10
    0.50000E+01,    0.41960E+02,    0.10640E+10
    0.54300E+01,    0.42180E+02,    0.84305E+09
    0.58000E+01,    0.42410E+02,    0.69647E+09
    0.61400E+01,    0.42740E+02,    0.54550E+09
    0.65100E+01,    0.43060E+02,    0.43627E+09
    0.68700E+01,    0.43380E+02,    0.35949E+09
    0.71800E+01,    0.43760E+02,    0.29927E+09
    0.75300E+01,    0.44030E+02,    0.27327E+09
    0.77700E+01,    0.44350E+02,    0.24574E+09
    0.79800E+01,    0.44730E+02,    0.21883E+09
    0.81600E+01,    0.45150E+02,    0.19440E+09
    0.83400E+01,    0.45600E+02,    0.17322E+09
    0.85000E+01,    0.46110E+02,    0.15431E+09
    0.88300E+01,    0.46500E+02,    0.14500E+09
    0.90100E+01,    0.46920E+02,    0.13477E+09
    0.91400E+01,    0.47370E+02,    0.12568E+09
    0.92500E+01,    0.47840E+02,    0.11843E+09
    0.93400E+01,    0.48310E+02,    0.11278E+09
    0.94000E+01,    0.48790E+02,    0.10826E+09
    0.94500E+01,    0.49270E+02,    0.10470E+09
    0.94800E+01,    0.49750E+02,    0.10177E+09
    0.94800E+01,    0.50240E+02,    0.99109E+08
    0.94600E+01,    0.50720E+02,    0.96605E+08
    0.94100E+01,    0.51210E+02,    0.93924E+08
    0.93400E+01,    0.51690E+02,    0.91000E+08
    0.92500E+01,    0.52160E+02,    0.87737E+08
    0.91400E+01,    0.52630E+02,    0.83981E+08
    0.90100E+01,    0.53080E+02,    0.79720E+08
    0.88300E+01,    0.53500E+02,    0.75370E+08
    0.85000E+01,    0.53890E+02,    0.72311E+08
    0.83400E+01,    0.54400E+02,    0.65885E+08
    0.81600E+01,    0.54850E+02,    0.59647E+08
    0.79800E+01,    0.55270E+02,    0.53266E+08
    0.77700E+01,    0.55650E+02,    0.47436E+08
    0.75300E+01,    0.55970E+02,    0.42927E+08
    0.71800E+01,    0.56240E+02,    0.40552E+08
    0.68700E+01,    0.56620E+02,    0.34507E+08
    0.65100E+01,    0.56940E+02,    0.29489E+08
    0.61400E+01,    0.57260E+02,    0.23932E+08
    0.58000E+01,    0.57590E+02,    0.17774E+08
    0.54300E+01,    0.57820E+02,    0.15790E+08
    0.50000E+01,    0.58040E+02,    0.15343E+08
    0.45500E+01,    0.58270E+02,    0.14697E+08
    0.41500E+01,    0.58540E+02,    0.12029E+08
    0.37200E+01,    0.58710E+02,    0.11567E+08
    0.32500E+01,    0.58870E+02,    0.10756E+08
    0.28300E+01,    0.59080E+02,    0.74025E+07
    0.24000E+01,    0.59180E+02,    0.64645E+07
    0.19500E+01,    0.59260E+02,    0.60227E+07
    0.14900E+01,    0.59310E+02,    0.63831E+07
    0.10500E+01,    0.59310E+02,    0.81657E+07
    0.17800E+01,    0.49540E+02,    0.96711E+08
    0.26000E+01,    0.49550E+02,    0.96801E+08
    0.33900E+01,    0.49540E+02,    0.96954E+08
    0.41700E+01,    0.49550E+02,    0.97181E+08
    0.49300E+01,    0.49610E+02,    0.97435E+08
    0.57500E+01,    0.49690E+02,    0.97673E+08
    0.63400E+01,    0.49720E+02,    0.98260E+08
    0.68700E+01,    0.49720E+02,    0.98780E+08
    0.74000E+01,    0.49730E+02,    0.99317E+08
    0.79300E+01,    0.49740E+02,    0.99891E+08
    0.84500E+01,    0.49750E+02,    0.10048E+09
    0.89600E+01,    0.49750E+02,    0.10112E+09
    0.17800E+01,    0.50490E+02,    0.96334E+08
    0.26000E+01,    0.50490E+02,    0.96333E+08
    0.33900E+01,    0.50520E+02,    0.96321E+08
    0.41500E+01,    0.50530E+02,    0.96307E+08
    0.48700E+01,    0.50530E+02,    0.96303E+08
    0.55300E+01,    0.50560E+02,    0.96264E+08
    0.60600E+01,    0.50710E+02,    0.96023E+08
    0.65600E+01,    0.50730E+02,    0.95960E+08
    0.70000E+01,    0.50650E+02,    0.96148E+08
    0.74600E+01,    0.50660E+02,    0.96153E+08
    0.79500E+01,    0.50670E+02,    0.96193E+08
    0.84500E+01,    0.50680E+02,    0.96283E+08
    0.89500E+01,    0.50700E+02,    0.96395E+08
    0.17700E+01,    0.51420E+02,    0.96008E+08
    0.25800E+01,    0.51420E+02,    0.95916E+08
    0.33700E+01,    0.51450E+02,    0.95753E+08
    0.42000E+01,    0.51570E+02,    0.95442E+08
    0.49000E+01,    0.51350E+02,    0.95335E+08
    0.55300E+01,    0.51320E+02,    0.95088E+08
    0.61100E+01,    0.51340E+02,    0.94728E+08
    0.67600E+01,    0.51320E+02,    0.94418E+08
    0.73300E+01,    0.51510E+02,    0.93323E+08
    0.78500E+01,    0.51580E+02,    0.92573E+08
    0.83500E+01,    0.51620E+02,    0.91960E+08
    0.88500E+01,    0.51650E+02,    0.91453E+08
    0.17800E+01,    0.52330E+02,    0.95431E+08
    0.18200E+01,    0.53190E+02,    0.94247E+08
    0.19600E+01,    0.53880E+02,    0.92367E+08
    0.19600E+01,    0.54540E+02,    0.89584E+08
    0.19700E+01,    0.55230E+02,    0.85066E+08
    0.19500E+01,    0.55890E+02,    0.78752E+08
    0.19500E+01,    0.56510E+02,    0.70637E+08
    0.18400E+01,    0.57100E+02,    0.61180E+08
    0.19400E+01,    0.57660E+02,    0.49143E+08
    0.19200E+01,    0.58220E+02,    0.35647E+08
    0.19400E+01,    0.58740E+02,    0.21456E+08
    0.14400E+01,    0.58240E+02,    0.37150E+08
    0.14900E+01,    0.58780E+02,    0.22189E+08
    0.11300E+01,    0.58790E+02,    0.22951E+08
    0.14700E+01,    0.57690E+02,    0.50163E+08
    0.13800E+01,    0.55240E+02,    0.85896E+08
    0.14200E+01,    0.55960E+02,    0.79137E+08
    0.14600E+01,    0.56540E+02,    0.71376E+08
    0.14100E+01,    0.54530E+02,    0.90158E+08
    0.14500E+01,    0.53950E+02,    0.92340E+08
    0.86800E+01,    0.52570E+02,    0.85316E+08
    0.82200E+01,    0.52530E+02,    0.86605E+08
    0.77400E+01,    0.52510E+02,    0.87821E+08
    0.72500E+01,    0.52490E+02,    0.89028E+08
    0.67400E+01,    0.52480E+02,    0.90157E+08
    0.62200E+01,    0.52510E+02,    0.91041E+08
    0.56800E+01,    0.52680E+02,    0.91523E+08
    0.50600E+01,    0.52600E+02,    0.92667E+08
    0.45200E+01,    0.52560E+02,    0.93429E+08
    0.39700E+01,    0.52390E+02,    0.94327E+08
    0.32800E+01,    0.52320E+02,    0.94902E+08
    0.25500E+01,    0.52300E+02,    0.95239E+08
    0.72700E+01,    0.52010E+02,    0.91365E+08
    0.82800E+01,    0.52080E+02,    0.89468E+08
    0.87700E+01,    0.52110E+02,    0.88617E+08
    0.77900E+01,    0.52050E+02,    0.90376E+08
    0.67300E+01,    0.51950E+02,    0.92389E+08
    0.61600E+01,    0.51960E+02,    0.93094E+08
    0.55900E+01,    0.51980E+02,    0.93696E+08
    0.50400E+01,    0.52000E+02,    0.94167E+08
    0.45800E+01,    0.52030E+02,    0.94427E+08
    0.23700E+01,    0.58720E+02,    0.19940E+08
    0.24500E+01,    0.58220E+02,    0.32999E+08
    0.24700E+01,    0.57660E+02,    0.46516E+08
    0.24800E+01,    0.57070E+02,    0.58893E+08
    0.25000E+01,    0.56480E+02,    0.69057E+08
    0.25300E+01,    0.55860E+02,    0.77457E+08
    0.25400E+01,    0.55220E+02,    0.83964E+08
    0.25600E+01,    0.54540E+02,    0.88752E+08
    0.25600E+01,    0.53850E+02,    0.91933E+08
    0.25500E+01,    0.53120E+02,    0.93984E+08
    0.76800E+01,    0.54750E+02,    0.64518E+08
    0.71900E+01,    0.54700E+02,    0.68435E+08
    0.67200E+01,    0.54670E+02,    0.71735E+08
    0.62300E+01,    0.54620E+02,    0.75204E+08
    0.56900E+01,    0.54460E+02,    0.80009E+08
    0.50600E+01,    0.54520E+02,    0.81973E+08
    0.44400E+01,    0.54570E+02,    0.83903E+08
    0.38100E+01,    0.54560E+02,    0.85915E+08
    0.31700E+01,    0.54540E+02,    0.87604E+08
    0.55400E+01,    0.53860E+02,    0.85471E+08
    0.55400E+01,    0.53270E+02,    0.89047E+08
    0.72500E+01,    0.54270E+02,    0.73827E+08
    0.72700E+01,    0.53830E+02,    0.78683E+08
    0.72500E+01,    0.53390E+02,    0.82876E+08
    0.72400E+01,    0.52950E+02,    0.86237E+08
    0.77200E+01,    0.52950E+02,    0.84819E+08
    0.77400E+01,    0.53380E+02,    0.81154E+08
    0.78900E+01,    0.53800E+02,    0.76307E+08
    0.77800E+01,    0.54310E+02,    0.70409E+08
    0.84700E+01,    0.53370E+02,    0.78412E+08
    0.81300E+01,    0.53330E+02,    0.80101E+08
    0.81600E+01,    0.52960E+02,    0.83396E+08
    0.85900E+01,    0.53000E+02,    0.81721E+08
    0.81200E+01,    0.53590E+02,    0.77453E+08
    0.83800E+01,    0.53620E+02,    0.76005E+08
    0.67600E+01,    0.52940E+02,    0.87644E+08
    0.67600E+01,    0.53390E+02,    0.84605E+08
    0.67700E+01,    0.53820E+02,    0.80967E+08
    0.67400E+01,    0.54260E+02,    0.76626E+08
    0.63000E+01,    0.54220E+02,    0.79212E+08
    0.63100E+01,    0.53820E+02,    0.82841E+08
    0.63200E+01,    0.53370E+02,    0.86195E+08
    0.63100E+01,    0.52960E+02,    0.88711E+08
    0.59300E+01,    0.53370E+02,    0.87385E+08
    0.59300E+01,    0.53800E+02,    0.84438E+08
    0.59600E+01,    0.54170E+02,    0.81145E+08
    0.59700E+01,    0.52980E+02,    0.89389E+08
    0.38200E+01,    0.53860E+02,    0.90035E+08
    0.38700E+01,    0.53150E+02,    0.92658E+08
    0.50200E+01,    0.53250E+02,    0.90375E+08
    0.44600E+01,    0.53200E+02,    0.91615E+08
    0.50100E+01,    0.53870E+02,    0.87111E+08
    0.44400E+01,    0.53880E+02,    0.88588E+08
    0.32200E+01,    0.53100E+02,    0.93500E+08
    0.32000E+01,    0.53840E+02,    0.91168E+08
    0.36000E+01,    0.58210E+02,    0.25372E+08
    0.36400E+01,    0.57670E+02,    0.38431E+08
