    0.74035E+00    0.56706E+01    0.26875E+03    0.23524E+00
    0.81372E+00    0.55790E+01    0.26640E+03    0.18035E+00
    0.87934E+00    0.54731E+01    0.26368E+03    0.15426E+00
    0.93318E+00    0.53549E+01    0.26061E+03    0.12394E+00
    0.97220E+00    0.52267E+01    0.25727E+03    0.88559E-01
    0.99399E+00    0.50918E+01    0.25373E+03    0.47527E-01
    0.35384E+00    0.59357E+01    0.29733E+03    0.38051E+00
    0.32364E+00    0.59463E+01    0.27541E+03    0.33343E+00
    0.39952E+00    0.59172E+01    0.29637E+03    0.37701E+00
    0.37001E+00    0.59291E+01    0.27494E+03    0.32471E+00
    0.44424E+00    0.58964E+01    0.29530E+03    0.36957E+00
    0.41548E+00    0.59097E+01    0.27440E+03    0.31322E+00
    0.48788E+00    0.58734E+01    0.29412E+03    0.36475E+00
    0.45993E+00    0.58880E+01    0.27381E+03    0.30382E+00
    0.53033E+00    0.58483E+01    0.29283E+03    0.35851E+00
    0.50325E+00    0.58642E+01    0.27316E+03    0.29356E+00
    0.57149E+00    0.58211E+01    0.29145E+03    0.34966E+00
    0.54535E+00    0.58383E+01    0.27245E+03    0.28230E+00
    0.61126E+00    0.57920E+01    0.28996E+03    0.34177E+00
    0.58611E+00    0.58103E+01    0.27170E+03    0.27101E+00
    0.64955E+00    0.57609E+01    0.28836E+03    0.33031E+00
    0.62544E+00    0.57804E+01    0.27088E+03    0.25846E+00
    0.68900E+00    0.57252E+01    0.28645E+03    0.33406E+00
    0.66324E+00    0.57485E+01    0.27001E+03    0.24662E+00
    0.70288E+00    0.57113E+01    0.26887E+03    0.27799E+00
    0.76642E+00    0.56411E+01    0.28308E+03    0.30969E+00
    0.83781E+00    0.55442E+01    0.27831E+03    0.24936E+00
    0.89962E+00    0.54341E+01    0.27285E+03    0.18426E+00
    0.94861E+00    0.53124E+01    0.26682E+03    0.11736E+00
    0.98194E+00    0.51818E+01    0.26034E+03    0.55267E-01
    0.99752E+00    0.50457E+01    0.25360E+03    0.38590E-03
    0.16846E-01    0.39998E+01    0.19942E+03    0.38160E+00
    0.13429E+00    0.40090E+01    0.22369E+03    0.37631E+00
    0.67491E+00    0.42620E+01    0.23069E+03    0.27660E+00
    0.63679E+00    0.42289E+01    0.22978E+03    0.29026E+00
    0.59704E+00    0.41977E+01    0.22893E+03    0.30277E+00
    0.55578E+00    0.41686E+01    0.22814E+03    0.31410E+00
    0.51310E+00    0.41416E+01    0.22739E+03    0.32401E+00
    0.46911E+00    0.41168E+01    0.22671E+03    0.33525E+00
    0.42392E+00    0.40942E+01    0.22608E+03    0.34238E+00
    0.37765E+00    0.40740E+01    0.22553E+03    0.35037E+00
    0.33042E+00    0.40561E+01    0.22503E+03    0.35706E+00
    0.28234E+00    0.40406E+01    0.22460E+03    0.36200E+00
    0.23355E+00    0.40276E+01    0.22423E+03    0.36850E+00
    0.18416E+00    0.40171E+01    0.22392E+03    0.37335E+00
    0.99743E+00    0.49277E+01    0.24869E+03    0.21725E-01
    0.99964E+00    0.49630E+01    0.24879E+03    0.21722E-01
    0.99982E+00    0.49815E+01    0.25021E+03    0.26227E-04
    0.99251E+00    0.48774E+01    0.24733E+03    0.41052E-01
    0.99640E+00    0.49109E+01    0.24606E+03    0.41033E-01
    0.98505E+00    0.48275E+01    0.24598E+03    0.60173E-01
    0.99063E+00    0.48607E+01    0.24349E+03    0.60175E-01
    0.97509E+00    0.47779E+01    0.24464E+03    0.79048E-01
    0.98233E+00    0.48108E+01    0.24095E+03    0.79054E-01
    0.96263E+00    0.47290E+01    0.24333E+03    0.97695E-01
    0.97153E+00    0.47615E+01    0.23844E+03    0.97709E-01
    0.94772E+00    0.46807E+01    0.24203E+03    0.11637E+00
    0.95825E+00    0.47127E+01    0.23597E+03    0.11634E+00
    0.93039E+00    0.46333E+01    0.24074E+03    0.13462E+00
    0.94253E+00    0.46647E+01    0.23352E+03    0.13460E+00
    0.91070E+00    0.45868E+01    0.23949E+03    0.15286E+00
    0.92440E+00    0.46176E+01    0.23112E+03    0.15279E+00
    0.88867E+00    0.45414E+01    0.23826E+03    0.17018E+00
    0.90391E+00    0.45714E+01    0.22877E+03    0.17015E+00
    0.86438E+00    0.44971E+01    0.23706E+03    0.18669E+00
    0.88112E+00    0.45263E+01    0.22648E+03    0.18670E+00
    0.83789E+00    0.44541E+01    0.23590E+03    0.20354E+00
    0.85608E+00    0.44824E+01    0.22424E+03    0.20352E+00
    0.80926E+00    0.44125E+01    0.23478E+03    0.21985E+00
    0.82886E+00    0.44398E+01    0.22208E+03    0.21982E+00
    0.77857E+00    0.43724E+01    0.23369E+03    0.23402E+00
    0.79952E+00    0.43987E+01    0.21998E+03    0.23407E+00
    0.74589E+00    0.43338E+01    0.23264E+03    0.24861E+00
    0.76814E+00    0.43591E+01    0.21796E+03    0.24867E+00
    0.71130E+00    0.42970E+01    0.23164E+03    0.26407E+00
    0.73481E+00    0.43212E+01    0.21602E+03    0.26406E+00
    0.69960E+00    0.42849E+01    0.21417E+03    0.27662E+00
    0.66260E+00    0.42505E+01    0.21241E+03    0.29026E+00
    0.62392E+00    0.42180E+01    0.21075E+03    0.30275E+00
    0.58364E+00    0.41875E+01    0.20919E+03    0.31409E+00
    0.54188E+00    0.41591E+01    0.20774E+03    0.32401E+00
    0.49874E+00    0.41328E+01    0.20639E+03    0.33520E+00
    0.45432E+00    0.41087E+01    0.20514E+03    0.34240E+00
    0.40874E+00    0.40869E+01    0.20402E+03    0.35037E+00
    0.36212E+00    0.40675E+01    0.20303E+03    0.35707E+00
    0.31458E+00    0.40504E+01    0.20214E+03    0.36203E+00
    0.26624E+00    0.40357E+01    0.20138E+03    0.36850E+00
    0.21721E+00    0.40235E+01    0.20074E+03    0.37335E+00
    0.16763E+00    0.40138E+01    0.20022E+03    0.37631E+00
    0.84092E-01    0.40035E+01    0.22352E+03    0.37745E+00
    0.11763E+00    0.40066E+01    0.19983E+03    0.37746E+00
    0.67323E-01    0.40019E+01    0.19957E+03    0.38036E+00
    0.33674E-01    0.40005E+01    0.22341E+03    0.38036E+00
    0.16399E-01    0.60003E+01    0.30074E+03    0.37846E+00
    0.32917E-01    0.59995E+01    0.27694E+03    0.37366E+00
    0.82272E-01    0.59967E+01    0.27685E+03    0.37107E+00
    0.16363E+00    0.59869E+01    0.29999E+03    0.38526E+00
    0.65675E-01    0.59982E+01    0.30060E+03    0.38120E+00
    0.11479E+00    0.59938E+01    0.30036E+03    0.38611E+00
    0.13143E+00    0.59914E+01    0.27669E+03    0.36326E+00
    0.21207E+00    0.59777E+01    0.29950E+03    0.38617E+00
    0.18026E+00    0.59837E+01    0.27646E+03    0.35730E+00
    0.25999E+00    0.59660E+01    0.29890E+03    0.38847E+00
    0.22865E+00    0.59736E+01    0.27617E+03    0.35258E+00
    0.30729E+00    0.59520E+01    0.29817E+03    0.38409E+00
    0.27649E+00    0.59611E+01    0.27583E+03    0.34259E+00
