  x,     y,    Z,    camp
    0.49873E+00,    0.39692E+01,    0.00000E+00,    0.66047E+01
    0.53179E+00,    0.40215E+01,    0.00000E+00,    0.71271E+01
    0.52804E+00,    0.38870E+01,    0.00000E+00,    0.70804E+01
    0.51717E+00,    0.39353E+01,    0.00000E+00,    0.65599E+01
    0.57810E+00,    0.38778E+01,    0.00000E+00,    0.71220E+01
    0.65727E+00,    0.39233E+01,    0.00000E+00,    0.75605E+01
    0.60859E+00,    0.38265E+01,    0.00000E+00,    0.77472E+01
    0.66153E+00,    0.38095E+01,    0.00000E+00,    0.76842E+01
    0.78995E+00,    0.35725E+01,    0.00000E+00,    0.85711E+01
    0.74165E+00,    0.36207E+01,    0.00000E+00,    0.83689E+01
    0.82162E+00,    0.36101E+01,    0.00000E+00,    0.87127E+01
    0.78942E+00,    0.36422E+01,    0.00000E+00,    0.85579E+01
    0.68967E+00,    0.35119E+01,    0.00000E+00,    0.84698E+01
    0.74287E+00,    0.34627E+01,    0.00000E+00,    0.86610E+01
    0.65304E+00,    0.34763E+01,    0.00000E+00,    0.83203E+01
    0.66563E+00,    0.34317E+01,    0.00000E+00,    0.85368E+01
    0.77997E+00,    0.34294E+01,    0.00000E+00,    0.87910E+01
    0.74379E+00,    0.35019E+01,    0.00000E+00,    0.85252E+01
    0.86644E+00,    0.34758E+01,    0.00000E+00,    0.89004E+01
    0.79393E+00,    0.35322E+01,    0.00000E+00,    0.87329E+01
    0.86887E+00,    0.37012E+01,    0.00000E+00,    0.86485E+01
    0.80263E+00,    0.36870E+01,    0.00000E+00,    0.86298E+01
    0.75712E+00,    0.33681E+01,    0.00000E+00,    0.87463E+01
    0.82290E+00,    0.34344E+01,    0.00000E+00,    0.88003E+01
    0.78211E+00,    0.33106E+01,    0.00000E+00,    0.89153E+01
    0.85279E+00,    0.33758E+01,    0.00000E+00,    0.89778E+01
    0.85755E+00,    0.35172E+01,    0.00000E+00,    0.87866E+01
    0.91810E+00,    0.34535E+01,    0.00000E+00,    0.90447E+01
    0.97036E+00,    0.34676E+01,    0.00000E+00,    0.90859E+01
    0.63468E+00,    0.40188E+01,    0.00000E+00,    0.80409E+01
    0.71057E+00,    0.40366E+01,    0.00000E+00,    0.85709E+01
    0.73241E+00,    0.39431E+01,    0.00000E+00,    0.81750E+01
    0.82370E+00,    0.39474E+01,    0.00000E+00,    0.88060E+01
    0.69158E+00,    0.38847E+01,    0.00000E+00,    0.80414E+01
    0.74142E+00,    0.38985E+01,    0.00000E+00,    0.84022E+01
    0.75738E+00,    0.38215E+01,    0.00000E+00,    0.81531E+01
    0.77693E+00,    0.38655E+01,    0.00000E+00,    0.84511E+01
    0.76734E+00,    0.40152E+01,    0.00000E+00,    0.84320E+01
    0.81389E+00,    0.38882E+01,    0.00000E+00,    0.86289E+01
    0.84376E+00,    0.37790E+01,    0.00000E+00,    0.85122E+01
    0.78452E+00,    0.37851E+01,    0.00000E+00,    0.85680E+01
    0.85011E+00,    0.38644E+01,    0.00000E+00,    0.87449E+01
    0.93434E+00,    0.37568E+01,    0.00000E+00,    0.90084E+01
    0.88973E+00,    0.37400E+01,    0.00000E+00,    0.89432E+01
    0.91627E+00,    0.38059E+01,    0.00000E+00,    0.88106E+01
    0.86261E+00,    0.38137E+01,    0.00000E+00,    0.88840E+01
    0.76426E+00,    0.37318E+01,    0.00000E+00,    0.83421E+01
    0.17065E+01,    0.40541E+01,    0.00000E+00,    0.10239E+02
    0.15930E+01,    0.41255E+01,    0.00000E+00,    0.10311E+02
    0.16453E+01,    0.41183E+01,    0.00000E+00,    0.10276E+02
    0.16106E+01,    0.40448E+01,    0.00000E+00,    0.10231E+02
    0.16570E+01,    0.40646E+01,    0.00000E+00,    0.10195E+02
    0.17620E+01,    0.41006E+01,    0.00000E+00,    0.10225E+02
    0.16831E+01,    0.41616E+01,    0.00000E+00,    0.10291E+02
    0.16635E+01,    0.39479E+01,    0.00000E+00,    0.10127E+02
    0.17182E+01,    0.40003E+01,    0.00000E+00,    0.10142E+02
    0.17527E+01,    0.38418E+01,    0.00000E+00,    0.10090E+02
    0.17278E+01,    0.38894E+01,    0.00000E+00,    0.10102E+02
    0.18067E+01,    0.38611E+01,    0.00000E+00,    0.10062E+02
    0.18089E+01,    0.39183E+01,    0.00000E+00,    0.10136E+02
    0.17694E+01,    0.39324E+01,    0.00000E+00,    0.10107E+02
    0.17716E+01,    0.39896E+01,    0.00000E+00,    0.10183E+02
    0.18504E+01,    0.39613E+01,    0.00000E+00,    0.10134E+02
    0.18526E+01,    0.40186E+01,    0.00000E+00,    0.10207E+02
    0.15478E+01,    0.40101E+01,    0.00000E+00,    0.10191E+02
    0.15994E+01,    0.40088E+01,    0.00000E+00,    0.10108E+02
    0.15779E+01,    0.39310E+01,    0.00000E+00,    0.10105E+02
    0.16174E+01,    0.39558E+01,    0.00000E+00,    0.10089E+02
    0.18710E+01,    0.37993E+01,    0.00000E+00,    0.10081E+02
    0.18462E+01,    0.38469E+01,    0.00000E+00,    0.10092E+02
    0.19250E+01,    0.38186E+01,    0.00000E+00,    0.10058E+02
    0.19272E+01,    0.38758E+01,    0.00000E+00,    0.10120E+02
    0.17377E+01,    0.38000E+01,    0.00000E+00,    0.99973E+01
    0.17737E+01,    0.37036E+01,    0.00000E+00,    0.99524E+01
    0.16451E+01,    0.38164E+01,    0.00000E+00,    0.99996E+01
    0.16885E+01,    0.37935E+01,    0.00000E+00,    0.10028E+02
    0.16079E+01,    0.37835E+01,    0.00000E+00,    0.99585E+01
    0.16209E+01,    0.37365E+01,    0.00000E+00,    0.99359E+01
    0.17039E+01,    0.36937E+01,    0.00000E+00,    0.99833E+01
    0.17891E+01,    0.37537E+01,    0.00000E+00,    0.10046E+02
    0.18560E+01,    0.37576E+01,    0.00000E+00,    0.10009E+02
    0.17778E+01,    0.36167E+01,    0.00000E+00,    0.99353E+01
    0.18097E+01,    0.36628E+01,    0.00000E+00,    0.99845E+01
    0.18600E+01,    0.35888E+01,    0.00000E+00,    0.99524E+01
    0.18957E+01,    0.36318E+01,    0.00000E+00,    0.99998E+01
    0.19709E+01,    0.39761E+01,    0.00000E+00,    0.10177E+02
    0.19688E+01,    0.39189E+01,    0.00000E+00,    0.10118E+02
    0.18899E+01,    0.39472E+01,    0.00000E+00,    0.10160E+02
    0.18877E+01,    0.38900E+01,    0.00000E+00,    0.10096E+02
    0.19894E+01,    0.37569E+01,    0.00000E+00,    0.10075E+02
    0.19645E+01,    0.38045E+01,    0.00000E+00,    0.10084E+02
    0.20434E+01,    0.37762E+01,    0.00000E+00,    0.10057E+02
    0.20455E+01,    0.38334E+01,    0.00000E+00,    0.10107E+02
    0.20061E+01,    0.38475E+01,    0.00000E+00,    0.10087E+02
    0.20082E+01,    0.39048E+01,    0.00000E+00,    0.10139E+02
    0.20871E+01,    0.38765E+01,    0.00000E+00,    0.10104E+02
    0.20892E+01,    0.39337E+01,    0.00000E+00,    0.10151E+02
    0.19315E+01,    0.39903E+01,    0.00000E+00,    0.10155E+02
    0.19336E+01,    0.40475E+01,    0.00000E+00,    0.10222E+02
    0.20125E+01,    0.40192E+01,    0.00000E+00,    0.10169E+02
    0.20146E+01,    0.40764E+01,    0.00000E+00,    0.10229E+02
    0.18963E+01,    0.41188E+01,    0.00000E+00,    0.10275E+02
    0.18942E+01,    0.40616E+01,    0.00000E+00,    0.10199E+02
    0.18153E+01,    0.40899E+01,    0.00000E+00,    0.10265E+02
    0.18131E+01,    0.40327E+01,    0.00000E+00,    0.10179E+02
    0.18569E+01,    0.41330E+01,    0.00000E+00,    0.10251E+02
    0.18590E+01,    0.41902E+01,    0.00000E+00,    0.10337E+02
    0.19379E+01,    0.41619E+01,    0.00000E+00,    0.10259E+02
    0.19400E+01,    0.42191E+01,    0.00000E+00,    0.10334E+02
    0.18057E+01,    0.42009E+01,    0.00000E+00,    0.10302E+02
    0.17502E+01,    0.41544E+01,    0.00000E+00,    0.10345E+02
    0.20584E+01,    0.41767E+01,    0.00000E+00,    0.10276E+02
    0.20562E+01,    0.41195E+01,    0.00000E+00,    0.10216E+02
    0.19773E+01,    0.41478E+01,    0.00000E+00,    0.10278E+02
    0.19752E+01,    0.40906E+01,    0.00000E+00,    0.10210E+02
    0.20498E+01,    0.39478E+01,    0.00000E+00,    0.10134E+02
