    0.49167E+01,    0.25000E+00,    0.00000E+00,    0.67730E-01
    0.47500E+01,    0.83333E-01,    0.00000E+00,    0.67717E-01
    0.48125E+01,    0.97917E+00,    0.00000E+00,    0.67776E-01
    0.49375E+01,    0.77083E+00,    0.00000E+00,    0.67771E-01
    0.45625E+01,    0.89583E+00,    0.00000E+00,    0.67803E-01
    0.45417E+01,    0.12500E+00,    0.00000E+00,    0.67698E-01
    0.42917E+01,    0.41667E-01,    0.00000E+00,    0.67679E-01
    0.47708E+01,    0.60417E+00,    0.00000E+00,    0.67771E-01
    0.45417E+01,    0.29167E+00,    0.00000E+00,    0.67707E-01
    0.42917E+01,    0.54167E+00,    0.00000E+00,    0.67704E-01
    0.47500E+01,    0.41667E+00,    0.00000E+00,    0.67717E-01
    0.45208E+01,    0.68750E+00,    0.00000E+00,    0.67723E-01
    0.43333E+01,    0.33333E+00,    0.00000E+00,    0.67693E-01
    0.41667E+01,    0.16667E+00,    0.00000E+00,    0.67643E-01
    0.41042E+01,    0.56250E+00,    0.00000E+00,    0.67682E-01
    0.38958E+01,    0.43750E+00,    0.00000E+00,    0.67625E-01
    0.40932E+01,    0.83455E+00,    0.00000E+00,    0.67708E-01
    0.39167E+01,    0.25000E+00,    0.00000E+00,    0.67624E-01
    0.47502E+01,    0.32330E+01,    0.00000E+00,    0.68727E-01
    0.41376E+01,    0.34090E+01,    0.00000E+00,    0.68894E-01
    0.45004E+01,    0.34661E+01,    0.00000E+00,    0.68739E-01
    0.37083E+01,    0.12500E+00,    0.00000E+00,    0.67550E-01
    0.34792E+01,    0.18750E+00,    0.00000E+00,    0.67524E-01
    0.32708E+01,    0.62500E-01,    0.00000E+00,    0.67443E-01
    0.30478E+01,    0.43334E+00,    0.00000E+00,    0.67393E-01
    0.46937E+01,    0.30047E+01,    0.00000E+00,    0.68483E-01
    0.48979E+01,    0.27793E+01,    0.00000E+00,    0.68443E-01
    0.42384E+01,    0.29309E+01,    0.00000E+00,    0.68595E-01
