0.000000e+000 0
1.000000e-003 0
2.000000e-003 6
1.745007e-001 3.900757e-007
2.243782e-001 3.804301e-007
2.742621e-001 3.680874e-007
2.867331e+000 3.677869e-007
2.917214e+000 3.802627e-007
2.967092e+000 3.900003e-007
3.000000e-003 12
1.246526e-001 3.190815e-007
1.745007e-001 3.136903e-007
2.243782e-001 3.059262e-007
2.742621e-001 2.961257e-007
3.241218e-001 2.844372e-007
3.739907e-001 2.710839e-007
2.767602e+000 2.712950e-007
2.817471e+000 2.844914e-007
2.867331e+000 2.960162e-007
2.917214e+000 3.057915e-007
2.967092e+000 3.136295e-007
3.016940e+000 3.191091e-007
4.000000e-003 22
7.480595e-002 2.636168e-007
1.246526e-001 2.617289e-007
1.745007e-001 2.573023e-007
1.745007e-001 2.573023e-007
2.243782e-001 2.509275e-007
2.243782e-001 2.509275e-007
2.742621e-001 2.428806e-007
2.742621e-001 2.428806e-007
3.241218e-001 2.332833e-007
3.739907e-001 2.223945e-007
4.238634e-001 1.956168e-007
2.717729e+000 1.876342e-007
2.767602e+000 2.225057e-007
2.817471e+000 2.333278e-007
2.867331e+000 2.427907e-007
2.867331e+000 2.427907e-007
2.917214e+000 2.508169e-007
2.917214e+000 2.508169e-007
2.967092e+000 2.572524e-007
2.967092e+000 2.572524e-007
3.016940e+000 2.617515e-007
3.066787e+000 2.635534e-007
5.000000e-003 26
7.480595e-002 2.476541e-007
1.246526e-001 2.458798e-007
1.246526e-001 2.458798e-007
1.745007e-001 2.417196e-007
1.745007e-001 2.417196e-007
2.243782e-001 2.357284e-007
2.243782e-001 2.357284e-007
2.742621e-001 2.281657e-007
2.742621e-001 2.281657e-007
3.241218e-001 2.191458e-007
3.241218e-001 2.191458e-007
3.739907e-001 2.089121e-007
4.238634e-001 1.976649e-007
2.717729e+000 1.976495e-007
2.767602e+000 2.090166e-007
2.817471e+000 2.191877e-007
2.817471e+000 2.191877e-007
2.867331e+000 2.280812e-007
2.867331e+000 2.280812e-007
2.917214e+000 2.356245e-007
2.917214e+000 2.356245e-007
2.967092e+000 2.416727e-007
2.967092e+000 2.416727e-007
3.016940e+000 2.459010e-007
3.016940e+000 2.459010e-007
3.066787e+000 2.475945e-007
6.000000e-003 36
7.480595e-002 2.238668e-007
1.246526e-001 2.222619e-007
1.246526e-001 2.222619e-007
1.745007e-001 2.184990e-007
1.745007e-001 2.184990e-007
1.745007e-001 2.184990e-007
2.243782e-001 2.130798e-007
2.243782e-001 2.130798e-007
2.243782e-001 2.130798e-007
2.742621e-001 2.062391e-007
2.742621e-001 2.062391e-007
2.742621e-001 2.062391e-007
3.241218e-001 1.980802e-007
3.241218e-001 1.980802e-007
3.739907e-001 1.888232e-007
3.739907e-001 1.888232e-007
4.238634e-001 1.786494e-007
4.737297e-001 1.675374e-007
2.667863e+000 1.673970e-007
2.717729e+000 1.786355e-007
2.767602e+000 1.889178e-007
2.767602e+000 1.889178e-007
2.817471e+000 1.981180e-007
2.817471e+000 1.981180e-007
2.867331e+000 2.061626e-007
2.867331e+000 2.061626e-007
2.867331e+000 2.061626e-007
2.917214e+000 2.129857e-007
2.917214e+000 2.129857e-007
2.917214e+000 2.129857e-007
2.967092e+000 2.184565e-007
2.967092e+000 2.184565e-007
2.967092e+000 2.184565e-007
3.016940e+000 2.222811e-007
