0.034 1.164779e-07 1.164779e-07 1.164779e-07 0 0 0 0 0 0 
0.035 1.148229e-07 1.148229e-07 1.148229e-07 0 0 0 0 0 0 
0.036 1.139581e-07 1.139581e-07 1.139581e-07 0 0 0 0 0 0 
0.037 1.127733e-07 1.127733e-07 1.127733e-07 0 0 0 0 0 0 
0.038 1.121604e-07 1.121604e-07 1.121604e-07 0 0 0 0 0 0 
0.039 1.113725e-07 1.113725e-07 1.113725e-07 0 0 0 0 0 0 
0.04 1.102839e-07 1.102839e-07 1.102839e-07 0 0 0 0 0 0 
0.041 1.090083e-07 1.090083e-07 1.090083e-07 0 0 0 0 0 0 
0.042 1.080503e-07 1.080503e-07 1.080503e-07 0 0 0 0 0 0 
0.043 1.072437e-07 1.072437e-07 1.072437e-07 1.072437e-07 0 0 0 0 0 
0.044 1.062182e-07 1.062182e-07 1.062182e-07 1.062182e-07 0 0 0 0 0 
0.045 1.053448e-07 1.053448e-07 1.053448e-07 1.053448e-07 0 0 0 0 0 
0.046 1.047327e-07 1.047327e-07 1.047327e-07 1.047327e-07 0 0 0 0 0 
0.047 1.040479e-07 1.040479e-07 1.040479e-07 1.040479e-07 0 0 0 0 0 
0.048 1.030266e-07 1.030266e-07 1.030266e-07 1.030266e-07 0 0 0 0 0 
0.049 1.02558e-07 1.02558e-07 1.02558e-07 1.02558e-07 0 0 0 0 0 
0.05 1.019613e-07 1.019613e-07 1.019613e-07 1.019613e-07 0 0 0 0 0 
0.051 1.011136e-07 1.011136e-07 1.011136e-07 1.011136e-07 0 0 0 0 0 
0.052 1.004783e-07 1.004783e-07 1.004783e-07 1.004783e-07 0 0 0 0 0 
0.053 9.956482e-08 9.956482e-08 9.956482e-08 9.956482e-08 9.956482e-08 0 0 0 0 
0.054 9.916099e-08 9.916099e-08 9.916099e-08 9.916099e-08 9.916099e-08 0 0 0 0 
0.055 9.834713e-08 9.834713e-08 9.834713e-08 9.834713e-08 9.834713e-08 0 0 0 0 
0.056 9.793062e-08 9.793062e-08 9.793062e-08 9.793062e-08 9.793062e-08 0 0 0 0 
0.057 9.714023e-08 9.714023e-08 9.714023e-08 9.714023e-08 9.714023e-08 0 0 0 0 
0.058 9.677253e-08 9.677253e-08 9.677253e-08 9.677253e-08 9.677253e-08 0 0 0 0 
0.059 9.6005e-08 9.6005e-08 9.6005e-08 9.6005e-08 9.6005e-08 0 0 0 0 
0.06 9.572256e-08 9.572256e-08 9.572256e-08 9.572256e-08 9.572256e-08 0 0 0 0 
0.061 9.494958e-08 9.494958e-08 9.494958e-08 9.494958e-08 9.494958e-08 0 0 0 0 
0.062 9.460542e-08 9.460542e-08 9.460542e-08 9.460542e-08 9.460542e-08 0 0 0 0 
0.063 9.403181e-08 9.403181e-08 9.403181e-08 9.403181e-08 9.403181e-08 0 0 0 0 
0.064 9.340803e-08 9.340803e-08 9.340803e-08 9.340803e-08 9.340803e-08 9.340803e-08 0 0 0 
0.065 9.284571e-08 9.284571e-08 9.284571e-08 9.284571e-08 9.284571e-08 9.284571e-08 0 0 0 
0.066 9.235959e-08 9.235959e-08 9.235959e-08 9.235959e-08 9.235959e-08 9.235959e-08 0 0 0 
0.067 9.218284e-08 9.218284e-08 9.218284e-08 9.218284e-08 9.218284e-08 9.218284e-08 0 0 0 
0.068 9.132054e-08 9.132054e-08 9.132054e-08 9.132054e-08 9.132054e-08 9.132054e-08 0 0 0 
0.069 9.11163e-08 9.11163e-08 9.11163e-08 9.11163e-08 9.11163e-08 9.11163e-08 0 0 0 
0.07 9.05006e-08 9.05006e-08 9.05006e-08 9.05006e-08 9.05006e-08 9.05006e-08 0 0 0 
0.071 9.028824e-08 9.028824e-08 9.028824e-08 9.028824e-08 9.028824e-08 9.028824e-08 0 0 0 
0.072 8.955915e-08 8.955915e-08 8.955915e-08 8.955915e-08 8.955915e-08 8.955915e-08 0 0 0 
0.073 8.937678e-08 8.937678e-08 8.937678e-08 8.937678e-08 8.937678e-08 8.937678e-08 0 0 0 
0.074 8.886506e-08 8.886506e-08 8.886506e-08 8.886506e-08 8.886506e-08 8.886506e-08 0 0 0 
0.075 8.834337e-08 8.834337e-08 8.834337e-08 8.834337e-08 8.834337e-08 8.834337e-08 8.834337e-08 0 0 
0.076 8.811351e-08 8.811351e-08 8.811351e-08 8.811351e-08 8.811351e-08 8.811351e-08 8.811351e-08 0 0 
0.077 8.760832e-08 8.760832e-08 8.760832e-08 8.760832e-08 8.760832e-08 8.760832e-08 8.760832e-08 0 0 
0.078 8.741973e-08 8.741973e-08 8.741973e-08 8.741973e-08 8.741973e-08 8.741973e-08 8.741973e-08 0 0 
0.079 8.693667e-08 8.693667e-08 8.693667e-08 8.693667e-08 8.693667e-08 8.693667e-08 8.693667e-08 0 0 
0.08 8.660089e-08 8.660089e-08 8.660089e-08 8.660089e-08 8.660089e-08 8.660089e-08 8.660089e-08 0 0 
0.081 8.616603e-08 8.616603e-08 8.616603e-08 8.616603e-08 8.616603e-08 8.616603e-08 8.616603e-08 0 0 
0.082 8.580797e-08 8.580797e-08 8.580797e-08 8.580797e-08 8.580797e-08 8.580797e-08 8.580797e-08 0 0 
0.083 8.552798e-08 8.552798e-08 8.552798e-08 8.552798e-08 8.552798e-08 8.552798e-08 8.552798e-08 0 0 
0.084 8.51269e-08 8.51269e-08 8.51269e-08 8.51269e-08 8.51269e-08 8.51269e-08 8.51269e-08 0 0 
0.085 8.481192e-08 8.481192e-08 8.481192e-08 8.481192e-08 8.481192e-08 8.481192e-08 8.481192e-08 8.481192e-08 0 
0.086 8.429429e-08 8.429429e-08 8.429429e-08 8.429429e-08 8.429429e-08 8.429429e-08 8.429429e-08 8.429429e-08 0 
0.087 8.408977e-08 8.408977e-08 8.408977e-08 8.408977e-08 8.408977e-08 8.408977e-08 8.408977e-08 8.408977e-08 0 
0.088 8.37208e-08 8.37208e-08 8.37208e-08 8.37208e-08 8.37208e-08 8.37208e-08 8.37208e-08 8.37208e-08 0 
0.089 8.350619e-08 8.350619e-08 8.350619e-08 8.350619e-08 8.350619e-08 8.350619e-08 8.350619e-08 8.350619e-08 0 
0.09 8.311299e-08 8.311299e-08 8.311299e-08 8.311299e-08 8.311299e-08 8.311299e-08 8.311299e-08 8.311299e-08 0 
0.091 8.302546e-08 8.302546e-08 8.302546e-08 8.302546e-08 8.302546e-08 8.302546e-08 8.302546e-08 8.302546e-08 0 
0.092 8.248392e-08 8.248392e-08 8.248392e-08 8.248392e-08 8.248392e-08 8.248392e-08 8.248392e-08 8.248392e-08 0 
0.093 8.224211e-08 8.224211e-08 8.224211e-08 8.224211e-08 8.224211e-08 8.224211e-08 8.224211e-08 8.224211e-08 0 
0.094 8.199808e-08 8.199808e-08 8.199808e-08 8.199808e-08 8.199808e-08 8.199808e-08 8.199808e-08 8.199808e-08 0 
0.095 8.159831e-08 8.159831e-08 8.159831e-08 8.159831e-08 8.159831e-08 8.159831e-08 8.159831e-08 8.159831e-08 0 
0.096 8.124217e-08 8.124217e-08 8.124217e-08 8.124217e-08 8.124217e-08 8.124217e-08 8.124217e-08 8.124217e-08 8.124217e-08 
0.097 8.095704e-08 8.095704e-08 8.095704e-08 8.095704e-08 8.095704e-08 8.095704e-08 8.095704e-08 8.095704e-08 8.095704e-08 
0.098 8.070132e-08 8.070132e-08 8.070132e-08 8.070132e-08 8.070132e-08 8.070132e-08 8.070132e-08 8.070132e-08 8.070132e-08 
0.099 8.049738e-08 8.049738e-08 8.049738e-08 8.049738e-08 8.049738e-08 8.049738e-08 8.049738e-08 8.049738e-08 8.049738e-08 
0.1 8.019308e-08 8.019308e-08 8.019308e-08 8.019308e-08 8.019308e-08 8.019308e-08 8.019308e-08 8.019308e-08 8.019308e-08 
