1967
paso: 0
1	4.804	44.351	0.499443	7.40029	7.40029
2	4.289	44.08	0.499416	7.40029	7.40029
3	3.721	44.127	0.499421	7.40029	7.40029
4	3.116	44.143	0.499423	7.40029	7.40029
5	4.759	43.979	0.499406	7.40029	7.40029
6	3.096	43.532	0.499362	7.40029	7.40029
7	3.674	43.529	0.499362	7.40029	7.40029
8	4.238	43.511	0.49936	7.40029	7.40029
9	4.739	43.512	0.49936	7.40029	7.40029
10	2.532	44.136	0.499422	7.40029	7.40029
11	2.498	43.519	0.499361	7.40029	7.40029
12	5.22	44.376	0.499445	7.40029	7.40029
13	5.172	43.974	0.499405	7.40029	7.40029
14	5.104	44.861	0.499493	7.40029	7.40029
15	4.49	44.694	0.499477	7.40029	7.40029
16	3.78	44.76	0.499484	7.40029	7.40029
17	3.154	44.783	0.499486	7.40029	7.40029
18	2.542	44.784	0.499486	7.40029	7.40029
19	1.95	44.106	0.499419	7.40029	7.40029
20	2.479	42.927	0.499302	7.40029	7.40029
21	3.065	42.931	0.499302	7.40029	7.40029
22	5.207	43.547	0.499363	7.40029	7.40029
23	3.659	42.932	0.499302	7.40029	7.40029
24	4.231	42.93	0.499302	7.40029	7.40029
25	4.763	42.989	0.499308	7.40029	7.40029
26	5.266	43.071	0.499316	7.40029	7.40029
27	1.954	43.494	0.499358	7.40029	7.40029
28	1.417	44.043	0.499413	7.40029	7.40029
29	1.464	43.454	0.499355	7.40029	7.40029
30	1.967	44.772	0.499485	7.40029	7.40029
31	1.841	42.896	0.499299	7.40029	7.40029
32	5.534	43.976	0.499405	7.40029	7.40029
33	5.644	43.631	0.499371	7.40029	7.40029
34	1.376	44.758	0.499484	7.40029	7.40029
35	0	44.762	0.499484	7.40029	7.40029
36	0.755	44.751	0.499483	7.40029	7.40029
37	0	43.81	0.49939	7.40029	7.40029
38	0.804	43.859	0.499395	7.40029	7.40029
39	5.7	44.899	0.499497	7.40029	7.40029
40	5.754	44.313	0.499439	7.40029	7.40029
41	4.437	45.432	0.49955	7.40029	7.40029
42	5.061	45.481	0.499555	7.40029	7.40029
43	3.805	45.442	0.499551	7.40029	7.40029
44	3.17	45.457	0.499553	7.40029	7.40029
45	2.561	45.458	0.499553	7.40029	7.40029
46	1.962	45.455	0.499553	7.40029	7.40029
47	5.692	45.542	0.499561	7.40029	7.40029
48	1.939	42.338	0.499244	7.40029	7.40029
49	2.465	42.339	0.499244	7.40029	7.40029
50	3.054	42.325	0.499242	7.40029	7.40029
51	3.644	42.332	0.499243	7.40029	7.40029
52	1.408	45.471	0.499555	7.40029	7.40029
53	1.466	42.307	0.499241	7.40029	7.40029
54	1.085	42.85	0.499295	7.40029	7.40029
55	0	42.857	0.499296	7.40029	7.40029
56	6.03	43.857	0.499393	7.40029	7.40029
57	0.788	45.625	0.49957	7.40029	7.40029
58	0	45.714	0.499579	7.40029	7.40029
59	1.448	46.051	0.499612	7.40029	7.40029
60	1.958	46.116	0.499619	7.40029	7.40029
61	2.558	46.154	0.499622	7.40029	7.40029
62	3.198	46.157	0.499623	7.40029	7.40029
63	3.824	46.144	0.499621	7.40029	7.40029
64	4.436	46.118	0.499619	7.40029	7.40029
65	5.01	46.127	0.499619	7.40029	7.40029
66	5.537	46.136	0.49962	7.40029	7.40029
67	5.96	45.823	0.499589	7.40029	7.40029
68	5.929	46.202	0.499627	7.40029	7.40029
69	5.78	43.119	0.49932	7.40029	7.40029
70	5.632	42.717	0.499281	7.40029	7.40029
71	5.281	42.604	0.49927	7.40029	7.40029
72	4.831	42.459	0.499256	7.40029	7.40029
73	4.252	42.258	0.499236	7.40029	7.40029
74	6.242	43.434	0.499351	7.40029	7.40029
75	4.007	41.843	0.499194	7.40029	7.40029
76	3.599	41.789	0.499189	7.40029	7.40029
77	6.232	45.368	0.499544	7.40029	7.40029
78	6.231	44.898	0.499497	7.40029	7.40029
79	6.3	44.436	0.499451	7.40029	7.40029
80	6.44	44.032	0.49941	7.40029	7.40029
81	6.307	45.779	0.499585	7.40029	7.40029
82	1.924	41.775	0.499189	7.40029	7.40029
83	1.441	41.759	0.499187	7.40029	7.40029
84	2.45	41.776	0.499188	7.40029	7.40029
85	3.016	41.662	0.499177	7.40029	7.40029
86	6.609	43.682	0.499375	7.40029	7.40029
87	6.314	46.183	0.499625	7.40029	7.40029
88	6.864	43.863	0.499393	7.40029	7.40029
89	6.792	44.139	0.499421	7.40029	7.40029
90	6.723	44.487	0.499456	7.40029	7.40029
91	6.7	44.874	0.499494	7.40029	7.40029
92	6.736	45.294	0.499536	7.40029	7.40029
93	6.754	45.726	0.499579	7.40029	7.40029
94	6.771	46.177	0.499624	7.40029	7.40029
95	2.74	41.298	0.499141	7.40029	7.40029
96	2.375	41.281	0.49914	7.40029	7.40029
97	1.935	41.259	0.499138	7.40029	7.40029
