"X","    Y","  V  ","Points:0","Points:1","Points:2"
1.0725,3.3889,0.32916,1.0725,3.3889,0
1.0737,3.5067,0.34011,1.0737,3.5067,0
0.9946,3.5625,0.34436,0.9946,3.5625,0
0.99744,3.6698,0.35415,0.99744,3.6698,0
1.0225,3.6903,0.35637,1.0225,3.6903,0
1.0243,3.7868,0.36521,1.0243,3.7868,0
0.97424,3.7457,0.36065,0.97424,3.7457,0
0.87777,3.8564,0.3686,0.87777,3.8564,0
0.89625,3.8039,0.36443,0.89625,3.8039,0
0.62912,3.6845,0.34952,0.62912,3.6845,0
0.517,3.3344,0.31958,0.517,3.3344,0
0.7273,3.629,0.34658,0.7273,3.629,0
0.6823,3.6278,0.3458,0.6823,3.6278,0
0.72075,3.6913,0.35164,0.72075,3.6913,0
0.67091,3.692,0.35084,0.67091,3.692,0
0.72664,3.1173,0.30176,0.72664,3.1173,0
0.74634,2.9892,0.29012,0.74634,2.9892,0
0.77902,3.0252,0.29359,0.77902,3.0252,0
0.63729,3.6265,0.34503,0.63729,3.6265,0
0.60861,3.3987,0.32579,0.60861,3.3987,0
0.73254,3.5384,0.339,0.73254,3.5384,0
0.78541,3.6212,0.34678,0.78541,3.6212,0
0.72992,3.5837,0.34282,0.72992,3.5837,0
0.6802,4.0231,0.3763,0.6802,4.0231,0
0.83307,3.7467,0.35829,0.83307,3.7467,0
0.86258,3.6316,0.34881,0.86258,3.6316,0
0.80125,3.6709,0.35127,0.80125,3.6709,0
0.89911,3.684,0.35396,0.89911,3.684,0
0.71092,3.7496,0.3562,0.71092,3.7496,0
0.74094,3.8293,0.36325,0.74094,3.8293,0
0.77059,3.6905,0.35243,0.77059,3.6905,0
0.75576,3.7599,0.35793,0.75576,3.7599,0
0.80314,3.7704,0.35972,0.80314,3.7704,0
1.0566,3.6797,0.35588,1.0566,3.6797,0
1.045,3.7177,0.35921,1.045,3.7177,0
1.0976,3.752,0.36315,1.0976,3.752,0
1.094,3.8189,0.36932,1.094,3.8189,0
1.1868,3.7554,0.36471,1.1868,3.7554,0
1.1884,3.823,0.37115,1.1884,3.823,0
1.0587,3.8815,0.37452,1.0587,3.8815,0
1.0157,3.9037,0.37573,1.0157,3.9037,0
1.1799,3.574,0.3475,1.1799,3.574,0
1.1062,3.5806,0.34732,1.1062,3.5806,0
1.0825,4.0171,0.38768,1.0825,4.0171,0
1.0879,3.9607,0.38247,1.0879,3.9607,0
1.019,4.0084,0.38544,1.019,4.0084,0
1.0043,3.9443,0.37921,1.0043,3.9443,0
1.1566,3.9163,0.37953,1.1566,3.9163,0
1.0935,3.8975,0.37666,1.0935,3.8975,0
0.94418,3.905,0.37434,0.94418,3.905,0
1.3038,3.8659,0.37687,1.3038,3.8659,0
1.2697,3.7969,0.36976,1.2697,3.7969,0
1.2407,3.7287,0.36285,1.2407,3.7287,0
1.152,3.6988,0.35892,1.152,3.6988,0
1.2058,3.6721,0.35705,1.2058,3.6721,0
1.2945,3.702,0.36091,1.2945,3.702,0
1.3458,3.7703,0.36808,1.3458,3.7703,0
1.3157,3.9347,0.38375,1.3157,3.9347,0
1.3799,3.8392,0.37519,1.3799,3.8392,0
1.4006,3.9148,0.38287,1.4006,3.9148,0
1.3901,4.0026,0.39144,1.3901,4.0026,0
1.3028,4.0607,0.39601,1.3028,4.0607,0
1.1356,3.4311,0.33365,1.1356,3.4311,0
1.1836,3.5092,0.34143,1.1836,3.5092,0
1.2046,3.4613,0.3371,1.2046,3.4613,0
1.1165,3.4915,0.33913,1.1165,3.4915,0
1.1043,3.2427,0.31573,1.1043,3.2427,0
1.1786,3.2069,0.31283,1.1786,3.2069,0
1.061,3.2834,0.31923,1.061,3.2834,0
1.1305,3.3129,0.32251,1.1305,3.3129,0
1.0857,3.3404,0.32474,1.0857,3.3404,0
1.2528,3.1711,0.30987,1.2528,3.1711,0
1.3283,3.0878,0.30229,1.3283,3.0878,0
1.325,3.1663,0.30982,1.325,3.1663,0
1.2495,3.2497,0.31735,1.2495,3.2497,0
1.1752,3.2855,0.32025,1.1752,3.2855,0
0.16575,2.5818,0.25109,0.16575,2.5818,0
0.3086,2.6115,0.25401,0.3086,2.6115,0
0.21758,2.5802,0.25099,0.21758,2.5802,0
0.56057,2.8366,0.27537,0.56057,2.8366,0
0.68097,2.9172,0.28322,0.68097,2.9172,0
0.71365,2.9532,0.28667,0.71365,2.9532,0
0.97831,2.9659,0.289,0.97831,2.9659,0
0.97433,3.0116,0.29328,0.97433,3.0116,0
1.047,2.9681,0.28953,1.047,2.9681,0
1.0431,3.0323,0.29557,1.0431,3.0323,0
0.85524,2.8858,0.28096,0.85524,2.8858,0
0.9125,2.9443,0.28669,0.9125,2.9443,0
0.94161,2.9052,0.28313,0.94161,2.9052,0
0.79315,2.8617,0.27847,0.79315,2.8617,0
0.88357,2.7622,0.26943,0.88357,2.7622,0
1.5153,2.798,0.275,1.5153,2.798,0
1.5127,2.893,0.28424,1.5127,2.893,0
1.652,2.8095,0.27655,1.652,2.8095,0
1.6469,2.9077,0.28614,1.6469,2.9077,0
1.3825,2.6604,0.26123,1.3825,2.6604,0
1.5232,2.6687,0.26243,1.5232,2.6687,0
1.509,3.0036,0.29497,1.509,3.0036,0
1.3933,2.5073,0.24639,1.3933,2.5073,0
1.2555,2.4753,0.24296,1.2555,2.4753,0
1.531,2.5394,0.24984,1.531,2.5394,0
1.4055,2.3378,0.22991,1.4055,2.3378,0
1.5425,2.3781,0.23411,1.5425,2.3781,0
1.6691,2.5673,0.2529,1.6691,2.5673,0
1.6595,2.708,0.26665,1.6595,2.708,0
1.2322,2.3196,0.2278,1.2322,2.3196,0
1.0462,2.5862,0.25313,1.0462,2.5862,0
1.1688,2.4662,0.24187,1.1688,2.4662,0
1.7666,3.0221,0.29776,1.7666,3.0221,0
1.8766,3.0573,0.3016,1.8766,3.0573,0
1.8642,3.1652,0.31219,1.8642,3.1652,0
1.6443,3.0028,0.29542,1.6443,3.0028,0
1.5054,3.1142,0.3057,1.5054,3.1142,0
1.7766,2.9174,0.28751,1.7766,2.9174,0
1.894,2.9431,0.2904,1.894,2.9431,0
1.9991,2.9847,0.29482,1.9991,2.9847,0
1.9422,3.3338,0.32916,1.9422,3.3338,0
1.931,3.3941,0.3351,1.931,3.3941,0
2.017,3.355,0.33155,2.017,3.355,0
2.0059,3.4153,0.3375,2.0059,3.4153,0
1.9199,3.4544,0.34103,1.9199,3.4544,0
1.9088,3.5148,0.34698,1.9088,3.5148,0
1.9947,3.4756,0.34346,1.9947,3.4756,0
1.9836,3.536,0.34942,1.9836,3.536,0
1.8976,3.5751,0.35293,1.8976,3.5751,0
1.8011,3.5682,0.35175,1.8011,3.5682,0
2.1552,3.4137,0.33787,2.1552,3.4137,0
2.1832,3.4892,0.3455,2.1832,3.4892,0
2.1247,3.5186,0.34824,2.1247,3.5186,0
2.145,3.2967,0.32619,2.145,3.2967,0
2.0071,3.2468,0.32078,2.0071,3.2468,0
2.099,3.1931,0.31575,2.099,3.1931,0
2.241,3.2509,0.32191,2.241,3.2509,0
2.2888,3.3862,0.33554,2.2888,3.3862,0
1.8865,3.6354,0.35888,1.8865,3.6354,0
1.9775,3.5895,0.35473,1.9775,3.5895,0
1.9714,3.643,0.36005,1.9714,3.643,0
1.882,3.6983,0.36514,1.882,3.6983,0
1.7985,3.6966,0.36451,1.7985,3.6966,0
1.8211,3.6492,0.35991,1.8211,3.6492,0
1.7842,3.6221,0.35701,1.7842,3.6221,0
1.6933,3.6216,0.35642,1.6933,3.6216,0
1.704,3.6984,0.36411,1.704,3.6984,0
1.6115,3.7324,0.36682,1.6115,3.7324,0
1.6097,3.6434,0.35801,1.6097,3.6434,0
1.5113,3.5476,0.34789,1.5113,3.5476,0
1.7866,2.8127,0.27727,1.7866,2.8127,0
1.7941,2.7113,0.26733,1.7941,2.7113,0
1.8065,2.6034,0.25677,1.8065,2.6034,0
1.9272,2.6068,0.25737,1.9272,2.6068,0
1.9148,2.7146,0.26796,1.9148,2.7146,0
1.6795,2.4183,0.23833,1.6795,2.4183,0
1.8093,2.4463,0.24133,1.8093,2.4463,0
1.9064,2.8352,0.27981,1.9064,2.8352,0
2.0383,2.6088,0.2578,2.0383,2.6088,0
1.939,2.4743,0.24434,1.939,2.4743,0
2.0457,2.4777,0.24488,2.0457,2.4777,0
2.1451,2.6123,0.25836,2.1451,2.6123,0
2.1455,2.7301,0.27001,2.1455,2.7301,0
2.03,2.7294,0.26969,2.03,2.7294,0
2.0213,2.8641,0.28296,2.0213,2.8641,0
2.1546,2.8915,0.286,2.1546,2.8915,0
1.5743,3.1881,0.31321,1.5743,3.1881,0
1.5008,3.2404,0.31793,1.5008,3.2404,0
2.2707,2.864,0.28354,2.2707,2.864,0
2.2612,2.7167,0.26891,2.2612,2.7167,0
2.3867,2.8364,0.28104,2.3867,2.8364,0
2.4098,2.9978,0.29713,2.4098,2.9978,0
2.167,2.5057,0.24786,2.167,2.5057,0
2.2073,2.3978,0.23725,2.2073,2.3978,0
2.086,2.3697,0.23428,2.086,2.3697,0
2.2738,2.5092,0.24838,2.2738,2.5092,0
2.2562,2.6143,0.25876,2.2562,2.6143,0
2.2961,2.3886,0.23647,2.2961,2.3886,0
2.3848,2.3794,0.23568,2.3848,2.3794,0
2.3762,2.4908,0.24672,2.3762,2.4908,0
1.828,2.2973,0.22672,1.828,2.2973,0
1.9501,2.3171,0.22887,1.9501,2.3171,0
2.3676,2.6023,0.25776,2.3676,2.6023,0
2.3727,2.7046,0.26792,2.3727,2.7046,0
2.4736,2.3702,0.23489,2.4736,2.3702,0
2.4887,2.6771,0.26538,2.4887,2.6771,0
2.5028,2.8089,0.27851,2.5028,2.8089,0
2.4786,2.4725,0.24505,2.4786,2.4725,0
2.4837,2.5748,0.25521,2.4837,2.5748,0
2.3864,3.4677,0.34395,2.3864,3.4677,0
2.4781,3.4401,0.34141,2.4781,3.4401,0
2.5124,3.5376,0.35128,2.5124,3.5376,0
2.2053,3.3947,0.33614,2.2053,3.3947,0
2.3126,3.4538,0.34237,2.3126,3.4538,0
2.3569,3.3954,0.33664,2.3569,3.3954,0
2.4329,3.1591,0.31325,2.4329,3.1591,0
2.4137,3.3343,0.33068,2.4137,3.3343,0
2.3176,3.2496,0.32199,2.3176,3.2496,0
2.4177,3.2116,0.31844,2.4177,3.2116,0
0.45075,2.6254,0.25549,0.45075,2.6254,0
0.52182,2.6816,0.26087,0.52182,2.6816,0
0.51222,2.7266,0.26504,0.51222,2.7266,0
0.38832,2.8254,0.27391,0.38832,2.8254,0
0.45212,2.7857,0.27039,0.45212,2.7857,0
0.44334,2.8342,0.27483,0.44334,2.8342,0
0.51941,2.8049,0.27232,0.51941,2.8049,0
0.47829,2.7466,0.26683,0.47829,2.7466,0
0.5627,2.6205,0.25523,0.5627,2.6205,0
0.59053,2.7715,0.26941,0.59053,2.7715,0
0.6489,2.7981,0.27206,0.6489,2.7981,0
0.6241,2.7066,0.26345,0.6241,2.7066,0
0.6868,2.6535,0.25861,0.6868,2.6535,0
0.67516,2.7295,0.26573,0.67516,2.7295,0
0.79638,2.6822,0.26161,0.79638,2.6822,0
0.80123,2.7614,0.26909,0.80123,2.7614,0
0.53282,2.5752,0.25091,0.53282,2.5752,0
0.66956,2.5481,0.24862,0.66956,2.5481,0
0.46126,2.5678,0.2501,0.46126,2.5678,0
0.54465,2.4919,0.24306,0.54465,2.4919,0
0.53295,2.7605,0.26825,0.53295,2.7605,0
0.62722,2.8754,0.27916,0.62722,2.8754,0
0.71285,2.8239,0.27466,0.71285,2.8239,0
0.5759,2.8701,0.2785,0.5759,2.8701,0
0.80888,2.9569,0.28741,0.80888,2.9569,0
0.7762,2.9209,0.28393,0.7762,2.9209,0
0.7427,2.7556,0.26836,0.7427,2.7556,0
0.76954,2.7189,0.26499,0.76954,2.7189,0
0.99475,2.5118,0.24586,0.99475,2.5118,0
0.8658,2.651,0.25884,0.8658,2.651,0
0.99074,2.644,0.25852,0.99074,2.644,0
1.1065,2.6811,0.2624,1.1065,2.6811,0
1.1751,2.6206,0.25679,1.1751,2.6206,0
1.1212,2.5174,0.2467,1.1212,2.5174,0
1.1712,2.7613,0.2703,1.1712,2.7613,0
1.0487,2.7536,0.26915,1.0487,2.7536,0
1.2496,2.558,0.25095,1.2496,2.558,0
1.3136,2.6444,0.25948,1.3136,2.6444,0
1.2396,2.7029,0.26491,1.2396,2.7029,0
1.3056,2.7758,0.27215,1.3056,2.7758,0
0.98023,2.812,0.27447,0.98023,2.812,0
0.97794,2.9176,0.28446,0.97794,2.9176,0
0.93121,2.752,0.26862,0.93121,2.752,0
0.98289,2.6917,0.26305,0.98289,2.6917,0
1.3739,2.8373,0.27833,1.3739,2.8373,0
1.3795,2.7194,0.26694,1.3795,2.7194,0
1.4476,2.7767,0.27272,1.4476,2.7767,0
1.4422,2.8987,0.28453,1.4422,2.8987,0
1.3682,2.9789,0.29199,1.3682,2.9789,0
1.5717,3.2832,0.32247,1.5717,3.2832,0
1.4982,3.3354,0.32715,1.4982,3.3354,0
1.6367,3.1502,0.3098,1.6367,3.1502,0
1.6917,3.2138,0.31627,1.6917,3.2138,0
1.6317,3.2485,0.31938,1.6317,3.2485,0
1.6841,3.3152,0.32618,1.6841,3.3152,0
1.6266,3.3467,0.32897,1.6266,3.3467,0
1.5691,3.3782,0.33173,1.5691,3.3782,0
1.4955,3.4305,0.33637,1.4955,3.4305,0
0.41925,6.2493,0.64934,0.41925,6.2493,0
0.51089,6.2642,0.64869,0.51089,6.2642,0
0.48759,6.1978,0.64455,0.48759,6.1978,0
0.47966,6.259,0.64889,0.47966,6.259,0
0.49154,6.3228,0.65327,0.49154,6.3228,0
0.43635,6.3134,0.65345,0.43635,6.3134,0
0.42834,6.3731,0.65787,0.42834,6.3731,0
0.56854,6.1442,0.63896,0.56854,6.1442,0
0.54386,6.2058,0.64386,0.54386,6.2058,0
0.60012,6.2138,0.64322,0.60012,6.2138,0
0.5713,6.2738,0.64827,0.5713,6.2738,0
0.62067,6.1507,0.63808,0.62067,6.1507,0
0.6728,6.1572,0.63727,0.6728,6.1572,0
0.65639,6.2219,0.64262,0.65639,6.2219,0
0.63171,6.2835,0.64789,0.63171,6.2835,0
0.61959,6.3448,0.65292,0.61959,6.3448,0
0.77621,5.836,0.60881,0.77621,5.836,0
0.78187,5.9372,0.61678,0.78187,5.9372,0
0.80967,5.8742,0.61053,0.80967,5.8742,0
0.73381,6.1114,0.63215,0.73381,6.1114,0
0.72287,6.1628,0.6365,0.72287,6.1628,0
0.77845,6.1842,0.63697,0.77845,6.1842,0
0.76858,6.2398,0.64177,0.76858,6.2398,0
0.71266,6.23,0.64208,0.71266,6.23,0
0.69004,6.2923,0.64753,0.69004,6.2923,0
0.8496,5.98,0.61807,0.8496,5.98,0
0.93233,5.9488,0.61289,0.93233,5.9488,0
0.91733,6.0229,0.61988,0.91733,6.0229,0
0.79865,6.032,0.62395,0.79865,6.032,0
0.84001,6.0164,0.62144,0.84001,6.0164,0
0.85304,6.0786,0.62637,0.85304,6.0786,0
0.79899,6.0867,0.62843,0.79899,6.0867,0
0.88368,5.9191,0.61171,0.88368,5.9191,0
0.85831,5.9039,0.61124,0.85831,5.9039,0
0.82632,5.9655,0.61757,0.82632,5.9655,0
0.78731,6.1223,0.63167,0.78731,6.1223,0
0.84424,6.1385,0.63167,0.84424,6.1385,0
0.83437,6.1941,0.63661,0.83437,6.1941,0
0.8245,6.2497,0.64153,0.8245,6.2497,0
0.89202,6.2109,0.63691,0.89202,6.2109,0
0.88322,6.2707,0.6423,0.88322,6.2707,0
0.81822,6.3088,0.6467,0.81822,6.3088,0
0.75988,6.3,0.64694,0.75988,6.3,0
0.81239,6.3665,0.65174,0.81239,6.3665,0
0.87793,6.3273,0.64735,0.87793,6.3273,0
0.87264,6.384,0.6524,0.87264,6.384,0
0.80657,6.4241,0.6568,0.80657,6.4241,0
0.73466,6.4156,0.65704,0.73466,6.4156,0
0.74256,6.3588,0.65214,0.74256,6.3588,0
0.66329,6.3531,0.6529,0.66329,6.3531,0
0.65329,6.4135,0.65798,0.65329,6.4135,0
0.60959,6.4052,0.65791,0.60959,6.4052,0
0.98307,5.9791,0.61425,0.98307,5.9791,0
0.97645,6.056,0.62141,0.97645,6.056,0
1.0542,6.0952,0.62336,1.0542,6.0952,0
0.96874,6.1243,0.62773,0.96874,6.1243,0
0.90963,6.0912,0.62607,0.90963,6.0912,0
1.0126,6.3308,0.64568,1.0126,6.3308,0
1.0378,6.2417,0.63716,1.0378,6.2417,0
1.05,6.3796,0.64966,1.05,6.3796,0
0.99284,6.4335,0.65529,0.99284,6.4335,0
1.1133,6.1283,0.62538,1.1133,6.1283,0
1.087,6.1905,0.63165,1.087,6.1905,0
1.0278,6.1574,0.62959,1.0278,6.1574,0
1.4925,6.1129,0.61888,1.4925,6.1129,0
1.6867,6.2345,0.62934,1.6867,6.2345,0
0.65759,6.5895,0.67274,0.65759,6.5895,0
0.60319,6.6325,0.6769,0.60319,6.6325,0
0.73392,6.6524,0.67754,0.73392,6.6524,0
0.71198,6.5466,0.66851,0.71198,6.5466,0
0.47997,6.6348,0.67807,0.47997,6.6348,0
0.8385,6.5693,0.66921,0.8385,6.5693,0
0.78621,6.6109,0.6734,0.78621,6.6109,0
0.55875,6.5621,0.67134,0.55875,6.5621,0
0.61127,6.5136,0.66677,0.61127,6.5136,0
0.62083,6.5623,0.67076,0.62083,6.5623,0
0.56737,6.608,0.67512,0.56737,6.608,0
0.50623,6.6105,0.67584,0.50623,6.6105,0
0.66379,6.4651,0.66212,0.66379,6.4651,0
0.7362,6.4705,0.66169,0.7362,6.4705,0
0.67429,6.5166,0.66634,0.67429,6.5166,0
0.84368,6.6719,0.67836,0.84368,6.6719,0
0.80145,6.7154,0.68261,0.80145,6.7154,0
0.90298,6.7604,0.68596,0.90298,6.7604,0
0.88927,6.6291,0.6741,0.88927,6.6291,0
0.93517,6.5819,0.6694,0.93517,6.5819,0
0.98796,6.5341,0.66453,0.98796,6.5341,0
1.0377,6.4813,0.65916,1.0377,6.4813,0
1.0289,6.5884,0.66913,1.0289,6.5884,0
0.97618,6.6353,0.67391,0.97618,6.6353,0
0.95045,6.7478,0.68447,0.95045,6.7478,0
1.029,6.7843,0.68731,1.029,6.7843,0
1.188,6.7407,0.68215,1.188,6.7407,0
1.145,6.835,0.69135,1.145,6.835,0
0.82065,6.9383,0.70283,0.82065,6.9383,0
0.85354,6.8806,0.69732,0.85354,6.8806,0
0.9072,6.8092,0.69042,0.9072,6.8092,0
1.2195,6.6502,0.67335,1.2195,6.6502,0
1.3293,6.6754,0.67498,1.3293,6.6754,0
1.3177,6.7696,0.68408,1.3177,6.7696,0
1.3933,7.0831,0.7139,1.3933,7.0831,0
1.5203,6.8626,0.69199,1.5203,6.8626,0
1.5398,7.005,0.70575,1.5398,7.005,0
1.2724,6.9072,0.69751,1.2724,6.9072,0
1.2099,7.0296,0.70952,1.2099,7.0296,0
1.0875,6.4285,0.65374,1.0875,6.4285,0
1.1382,6.4882,0.65877,1.1382,6.4882,0
1.0885,6.541,0.66418,1.0885,6.541,0
1.1066,6.3299,0.64434,1.1066,6.3299,0
1.1139,6.6334,0.67258,1.1139,6.6334,0
1.1278,6.5919,0.66858,1.1278,6.5919,0
1.2687,6.4282,0.65183,1.2687,6.4282,0
1.1966,6.563,0.66528,1.1966,6.563,0
1.1265,6.7144,0.68009,1.1265,6.7144,0
1.0652,6.6334,0.67298,1.0652,6.6334,0
1.0447,6.739,0.68298,1.0447,6.739,0
1.0136,6.69,0.67865,1.0136,6.69,0
0.93019,6.6834,0.6787,0.93019,6.6834,0
1.2389,7.1144,0.71752,1.2389,7.1144,0
1.2985,7.3013,0.7353,1.2985,7.3013,0
0.476,6.4725,0.6649,0.476,6.4725,0
0.56544,6.3359,0.65308,0.56544,6.3359,0
0.50881,6.8018,0.69221,0.50881,6.8018,0
0.48238,6.8473,0.69633,0.48238,6.8473,0
0.45594,6.8928,0.70046,0.45594,6.8928,0
0.4968,6.9309,0.70368,0.4968,6.9309,0
0.4295,6.9383,0.7046,0.4295,6.9383,0
0.52927,6.74,0.6867,0.52927,6.74,0
0.59558,6.7528,0.68739,0.59558,6.7528,0
0.58461,6.6999,0.68286,0.58461,6.6999,0
0.65092,6.7126,0.68349,0.65092,6.7126,0
0.66188,6.7655,0.68809,0.66188,6.7655,0
0.52159,6.6969,0.68303,0.52159,6.6969,0
0.51391,6.6537,0.67941,0.51391,6.6537,0
0.57599,6.6539,0.67896,0.57599,6.6539,0
0.63995,6.6597,0.67895,0.63995,6.6597,0
0.70625,6.6725,0.67954,0.70625,6.6725,0
0.71722,6.7254,0.68414,0.71722,6.7254,0
0.72815,6.7784,0.6888,0.72815,6.7784,0
0.73908,6.8314,0.6935,0.73908,6.8314,0
0.67274,6.8187,0.69276,0.67274,6.8187,0
0.86582,6.4389,0.65733,0.86582,6.4389,0
0.91771,6.4564,0.65826,0.91771,6.4564,0
0.92339,6.3965,0.65282,0.92339,6.3965,0
0.86206,6.4973,0.66255,0.86206,6.4973,0
0.80649,6.4811,0.66177,0.80649,6.4811,0
0.94278,6.2971,0.64366,0.94278,6.2971,0
0.93442,6.3502,0.64853,0.93442,6.3502,0
0.97298,6.404,0.65286,0.97298,6.404,0
0.80642,6.5382,0.66678,0.80642,6.5382,0
0.74349,6.5248,0.66628,0.74349,6.5248,0
2.2211,7.4501,0.7477,2.2211,7.4501,0
2.3377,7.3649,0.73905,2.3377,7.3649,0
2.144,7.319,0.73487,2.144,7.319,0
2.2638,7.2382,0.72663,2.2638,7.2382,0
0.56049,6.8994,0.70058,0.56049,6.8994,0
0.55098,6.8557,0.69674,0.55098,6.8557,0
0.6322,6.9294,0.70295,0.6322,6.9294,0
0.62089,6.88,0.69855,0.62089,6.88,0
0.54287,6.8111,0.69283,0.54287,6.8111,0
0.61098,6.8296,0.6941,0.61098,6.8296,0
0.68359,6.8719,0.69748,0.68359,6.8719,0
0.64351,6.9789,0.70739,0.64351,6.9789,0
0.65514,7.0456,0.71344,0.65514,7.0456,0
0.59802,7.0592,0.7149,0.59802,7.0592,0
0.72,6.9477,0.70419,0.72,6.9477,0
0.55483,7.1414,0.7226,0.55483,7.1414,0
0.4992,7.1434,0.72295,0.4992,7.1434,0
0.55746,7.2208,0.72994,0.55746,7.2208,0
0.61046,7.1394,0.72224,0.61046,7.1394,0
0.43746,7.1384,0.72265,0.43746,7.1384,0
0.42865,7.0845,0.71776,0.42865,7.0845,0
0.72865,7.0439,0.71299,0.72865,7.0439,0
0.75749,7.1359,0.72142,0.75749,7.1359,0
0.68398,7.1376,0.72184,0.68398,7.1376,0
0.68841,7.2204,0.72954,0.68841,7.2204,0
0.61489,7.2222,0.72991,0.61489,7.2222,0
0.80297,6.8228,0.69233,0.80297,6.8228,0
0.85602,6.764,0.68662,0.85602,6.764,0
0.80217,7.0421,0.71252,0.80217,7.0421,0
0.76071,6.9004,0.69966,0.76071,6.9004,0
0.81739,6.8689,0.69645,0.81739,6.8689,0
0.78775,6.9961,0.70832,0.78775,6.9961,0
0.87569,7.0404,0.71204,0.87569,7.0404,0
0.9492,7.0387,0.71155,0.9492,7.0387,0
0.84623,6.9609,0.70478,0.84623,6.9609,0
0.91975,6.9592,0.70425,0.91975,6.9592,0
0.83101,7.1342,0.72099,0.83101,7.1342,0
0.90453,7.1325,0.72055,0.90453,7.1325,0
1.0226,7.0424,0.71157,1.0226,7.0424,0
1.0514,7.1326,0.72,1.0514,7.1326,0
0.97799,7.1326,0.72028,0.97799,7.1326,0
0.99251,7.2146,0.728,0.99251,7.2146,0
0.92234,7.2233,0.72906,0.92234,7.2233,0
0.84882,7.2251,0.72947,0.84882,7.2251,0
0.77531,7.2268,0.72987,0.77531,7.2268,0
0.92913,7.313,0.73755,0.92913,7.313,0
0.85561,7.3147,0.73792,0.85561,7.3147,0
0.8624,7.4044,0.74642,0.8624,7.4044,0
0.7755,7.3981,0.74603,0.7755,7.3981,0
0.75533,7.3003,0.73684,0.75533,7.3003,0
0.66843,7.294,0.73648,0.66843,7.294,0
0.6064,7.2935,0.73659,0.6064,7.2935,0
0.64845,7.3675,0.74344,0.64845,7.3675,0
0.58412,7.3675,0.74358,0.58412,7.3675,0
0.54437,7.293,0.73669,0.54437,7.293,0
0.44529,7.2001,0.7283,0.44529,7.2001,0
0.5198,7.3674,0.7437,0.5198,7.3674,0
0.45547,7.3674,0.74382,0.45547,7.3674,0
0.39475,7.3682,0.74399,0.39475,7.3682,0
0.43217,7.4338,0.75009,0.43217,7.4338,0
0.37371,7.4249,0.74933,0.37371,7.4249,0
0.3546,7.3112,0.73875,0.3546,7.3112,0
0.34045,7.3536,0.74271,0.34045,7.3536,0
0.31526,7.416,0.74857,0.31526,7.416,0
0.2568,7.4071,0.7478,0.2568,7.4071,0
0.28093,7.3507,0.74252,0.28093,7.3507,0
0.1703,7.4691,0.75366,0.1703,7.4691,0
0.49062,7.4427,0.75083,0.49062,7.4427,0
0.55495,7.4428,0.75073,0.55495,7.4428,0
0.69878,7.5262,0.75836,0.69878,7.5262,0
0.79567,7.4958,0.75527,0.79567,7.4958,0
0.66522,7.4204,0.74839,0.66522,7.4204,0
1.0191,6.2173,0.63522,1.0191,6.2173,0
0.95994,6.1841,0.63327,0.95994,6.1841,0
1.1438,6.2598,0.6373,1.1438,6.2598,0
1.1463,6.207,0.6323,1.1463,6.207,0
1.0938,6.2555,0.63759,1.0938,6.2555,0
0.95114,6.244,0.63878,0.95114,6.244,0
0.90082,6.151,0.63151,0.90082,6.151,0
1.144,6.3787,0.64845,1.144,6.3787,0
1.2483,6.2838,0.63826,1.2483,6.2838,0
1.211,6.3798,0.64781,1.211,6.3798,0
1.2795,6.5269,0.66114,1.2795,6.5269,0
1.4751,6.3541,0.64277,1.4751,6.3541,0
1.6834,6.845,0.68955,1.6834,6.845,0
1.0959,7.0461,0.7116,1.0959,7.0461,0
0.99367,6.9522,0.70322,0.99367,6.9522,0
1.0728,6.9558,0.70316,1.0728,6.9558,0
1.125,7.1309,0.71955,1.125,7.1309,0
1.193,7.101,0.71642,1.193,7.101,0
1.1563,7.2262,0.72854,1.1563,7.2262,0
1.1195,7.2271,0.72875,1.1195,7.2271,0
1.0829,7.3037,0.7362,1.0829,7.3037,0
1.2316,7.192,0.72499,1.2316,7.192,0
1.2074,7.3175,0.73715,1.2074,7.3175,0
1.1519,7.3525,0.74067,1.1519,7.3525,0
1.2367,7.4439,0.74926,1.2367,7.4439,0
1.1298,7.4422,0.74936,1.1298,7.4422,0
1.066,7.2129,0.72758,1.066,7.2129,0
0.99595,7.2974,0.73586,0.99595,7.2974,0
1.0262,7.4464,0.75003,1.0262,7.4464,0
0.96094,7.3585,0.74179,0.96094,7.3585,0
1.0445,7.3958,0.74513,1.0445,7.3958,0
0.89256,7.4654,0.75216,0.89256,7.4654,0
0.94343,7.3891,0.74475,0.94343,7.3891,0
0.97442,7.4423,0.74976,0.97442,7.4423,0
1.8372,7.1552,0.71946,1.8372,7.1552,0
1.8177,7.0129,0.70552,1.8177,7.0129,0
1.708,7.2225,0.72642,1.708,7.2225,0
1.6885,7.0801,0.71254,1.6885,7.0801,0
1.9664,7.088,0.71247,1.9664,7.088,0
1.989,7.2349,0.7269,1.989,7.2349,0
1.863,7.3066,0.73427,1.863,7.3066,0
1.7577,6.8826,0.69293,1.7577,6.8826,0
1.4608,7.3225,0.73689,1.4608,7.3225,0
1.5844,7.2725,0.73167,1.5844,7.2725,0
1.4413,7.1801,0.72312,1.4413,7.1801,0
1.5593,7.1474,0.71954,1.5593,7.1474,0
1.7369,7.3784,0.74162,1.7369,7.3784,0
1.6109,7.4501,0.74895,1.6109,7.4501,0
