"X","    Y","  V  ","Points:0","Points:1","Points:2"
1.0027,6.1109,0.62584,1.0027,6.1109,0
0.86687,6.1644,0.63339,0.86687,6.1644,0
1.0599,6.3283,0.6448,1.0599,6.3283,0
1.1717,6.2369,0.63477,1.1717,6.2369,0
1.0292,7.1759,0.72419,1.0292,7.1759,0
0.13245,7.3248,0.74025,0.13245,7.3248,0
0.89576,7.3587,0.74199,0.89576,7.3587,0
0.76231,7.5415,0.75969,0.76231,7.5415,0
1.7824,7.2601,0.7299,1.7824,7.2601,0
1.485,7.1098,0.71615,1.485,7.1098,0
0.057034,7.4349,0.75052,0.057034,7.4349,0
0.06812,7.4975,0.75639,0.06812,7.4975,0
0.075413,7.3773,0.74514,0.075413,7.3773,0
2.1873,6.1861,0.62191,2.1873,6.1861,0
2.5896,5.9462,0.59656,2.5896,5.9462,0
1.8009,6.6045,0.66535,1.8009,6.6045,0
1.1182,7.0029,0.70739,1.1182,7.0029,0
1.2904,6.6255,0.67048,1.2904,6.6255,0
2.1049,7.4463,0.74753,2.1049,7.4463,0
2.0853,6.8412,0.68771,2.0853,6.8412,0
3.7099,6.007,0.60149,3.7099,6.007,0
3.7925,6.5207,0.65305,3.7925,6.5207,0
3.3716,6.5602,0.6573,3.3716,6.5602,0
3.9725,6.7482,0.67577,3.9725,6.7482,0
2.9507,6.5996,0.66172,2.9507,6.5996,0
2.5868,6.7661,0.679,2.5868,6.7661,0
2.4093,6.3339,0.63611,2.4093,6.3339,0
1.4825,4.9382,0.49302,1.4825,4.9382,0
1.0803,4.9425,0.49242,1.0803,4.9425,0
3.4436,5.5283,0.55337,3.4436,5.5283,0
3.2111,5.8313,0.58411,3.2111,5.8313,0
3.044,6.1723,0.61866,3.044,6.1723,0
3.1112,5.3269,0.53314,3.1112,5.3269,0
2.7788,5.1254,0.51278,2.7788,5.1254,0
3.3021,4.9659,0.49655,3.3021,4.9659,0
1.2341,4.8014,0.47567,1.2341,4.8014,0
1.2004,4.6505,0.4571,1.2004,4.6505,0
1.2716,4.6896,0.46282,1.2716,4.6896,0
1.1499,4.8274,0.47794,1.1499,4.8274,0
1.2987,4.8384,0.48069,1.2987,4.8384,0
1.252,4.9023,0.48813,1.252,4.9023,0
1.1978,4.8654,0.48322,1.1978,4.8654,0
1.1317,4.8594,0.48183,1.1317,4.8594,0
1.0932,4.7625,0.46873,1.0932,4.7625,0
1.178,4.7107,0.46387,1.178,4.7107,0
1.1356,4.7366,0.46628,1.1356,4.7366,0
1.2013,4.7798,0.47265,1.2013,4.7798,0
1.1592,4.7928,0.47369,1.1592,4.7928,0
1.0877,4.603,0.44887,1.0877,4.603,0
1.144,4.6268,0.45313,1.144,4.6268,0
1.7745,5.0278,0.50302,1.7745,5.0278,0
1.9753,4.7636,0.47505,1.9753,4.7636,0
1.9944,4.966,0.49643,1.9944,4.966,0
2.1637,4.9946,0.49945,2.1637,4.9946,0
1.3633,4.8753,0.48542,1.3633,4.8753,0
1.3427,4.7286,0.4682,1.3427,4.7286,0
1.4235,4.7753,0.47422,1.4235,4.7753,0
1.4105,4.9194,0.49072,1.4105,4.9194,0
1.3536,4.9832,0.49808,1.3536,4.9832,0
1.3063,4.9392,0.49278,1.3063,4.9392,0
1.2637,4.9923,0.49915,1.2637,4.9923,0
1.2165,4.9482,0.49366,1.2165,4.9482,0
0.91579,4.3939,0.41884,0.91579,4.3939,0
0.99456,4.4043,0.4233,0.99456,4.4043,0
0.97156,4.4368,0.42584,0.97156,4.4368,0
1.1674,4.5274,0.44217,1.1674,4.5274,0
1.0886,4.5275,0.44011,1.0886,4.5275,0
0.96667,4.3829,0.41994,0.96667,4.3829,0
0.90339,4.302,0.40914,0.90339,4.302,0
1.4074,4.286,0.42054,1.4074,4.286,0
1.996,4.2693,0.42362,1.996,4.2693,0
2.0532,3.8062,0.37678,2.0532,3.8062,0
2.1867,4.0445,0.40143,2.1867,4.0445,0
2.4301,4.3299,0.4312,2.4301,4.3299,0
2.2822,4.4441,0.44256,2.2822,4.4441,0
2.2027,4.5467,0.45295,2.2027,4.5467,0
2.3616,4.8225,0.48167,2.3616,4.8225,0
2.31,3.707,0.36775,2.31,3.707,0
2.5404,4.9523,0.49509,2.5404,4.9523,0
2.7364,5.5617,0.55727,2.7364,5.5617,0
0.85639,4.223,0.39972,0.85639,4.223,0
0.91922,4.191,0.39934,0.91922,4.191,0
0.92109,4.3317,0.41281,0.92109,4.3317,0
0.96174,4.3347,0.41481,0.96174,4.3347,0
1.002,4.4785,0.43164,1.002,4.4785,0
1.0629,4.5596,0.44303,1.0629,4.5596,0
1.2403,4.5509,0.44638,1.2403,4.5509,0
1.0447,4.4485,0.42986,1.0447,4.4485,0
1.4132,4.4727,0.44045,1.4132,4.4727,0
1.3637,4.3498,0.42659,1.3637,4.3498,0
1.2663,4.0491,0.39426,1.2663,4.0491,0
1.2271,4.1647,0.40509,1.2271,4.1647,0
1.5495,4.0912,0.40221,1.5495,4.0912,0
1.8073,4.1051,0.40574,1.8073,4.1051,0
1.3131,4.5745,0.45025,1.3131,4.5745,0
1.2636,4.4516,0.43581,1.2636,4.4516,0
1.3447,4.475,0.43974,1.3447,4.475,0
1.3909,4.6031,0.45449,1.3909,4.6031,0
1.7694,4.54,0.45069,1.7694,4.54,0
1.6033,4.5055,0.44593,1.6033,4.5055,0
1.7141,4.7296,0.47069,1.7141,4.7296,0
1.5625,4.6809,0.46462,1.5625,4.6809,0
1.9205,4.3595,0.43258,1.9205,4.3595,0
1.7464,4.3499,0.43058,1.7464,4.3499,0
1.9356,4.5744,0.45505,1.9356,4.5744,0
1.5082,4.4891,0.44331,1.5082,4.4891,0
1.5006,4.3452,0.42791,1.5006,4.3452,0
1.6235,4.3475,0.42938,1.6235,4.3475,0
1.6153,4.184,0.41233,1.6153,4.184,0
1.7442,4.1909,0.4141,1.7442,4.1909,0
1.8656,4.7782,0.47637,1.8656,4.7782,0
1.7544,4.9284,0.49227,1.7544,4.9284,0
1.6468,4.866,0.48531,1.6468,4.866,0
1.5901,5.0006,0.50011,1.5901,5.0006,0
1.4914,4.8391,0.48183,1.4914,4.8391,0
1.5763,4.8407,0.48233,1.5763,4.8407,0
1.4687,4.6317,0.45848,1.4687,4.6317,0
0.77413,4.1481,0.38971,0.77413,4.1481,0
0.57388,4.0381,0.37305,0.57388,4.0381,0
0.98154,4.2684,0.40897,0.98154,4.2684,0
1.0439,4.3678,0.4212,1.0439,4.3678,0
1.0873,4.4184,0.42795,1.0873,4.4184,0
1.0032,4.3258,0.41546,1.0032,4.3258,0
1.064,4.2788,0.41268,1.064,4.2788,0
1.0936,4.3142,0.41716,1.0936,4.3142,0
1.154,4.4784,0.43637,1.154,4.4784,0
1.2751,4.3819,0.42851,1.2751,4.3819,0
1.181,4.3699,0.42526,1.181,4.3699,0
1.2091,4.3152,0.42014,1.2091,4.3152,0
1.1329,4.3221,0.41904,1.1329,4.3221,0
1.1385,4.4141,0.42892,1.1385,4.4141,0
1.1604,4.3012,0.41756,1.1604,4.3012,0
1.1287,4.1452,0.40108,1.1287,4.1452,0
2.3457,3.8392,0.38117,2.3457,3.8392,0
2.5405,3.9901,0.39692,2.5405,3.9901,0
2.3815,4.1955,0.41738,2.3815,4.1955,0
0.84175,4.032,0.38265,0.84175,4.032,0
0.97043,4.0615,0.38908,0.97043,4.0615,0
1.1975,4.0971,0.39779,1.1975,4.0971,0
1.5599,3.711,0.3643,1.5599,3.711,0
1.4233,3.4352,0.33634,1.4233,3.4352,0
1.7664,3.7967,0.37431,1.7664,3.7967,0
1.9292,3.669,0.36245,1.9292,3.669,0
1.9737,3.9088,0.38676,1.9737,3.9088,0
1.6757,3.9196,0.38599,1.6757,3.9196,0
0.62566,4.0883,0.3785,0.62566,4.0883,0
0.099956,3.1685,0.30381,0.099956,3.1685,0
0.22057,3.1882,0.30571,0.22057,3.1882,0
0.14251,3.1159,0.29936,0.14251,3.1159,0
2.1797,3.1997,0.31664,2.1797,3.1997,0
2.0799,3.4988,0.3461,2.0799,3.4988,0
2.2591,3.5781,0.35465,2.2591,3.5781,0
1.3156,3.4887,0.34066,1.3156,3.4887,0
1.242,3.6811,0.35833,1.242,3.6811,0
1.1539,2.9662,0.28983,1.1539,2.9662,0
1.0061,3.0543,0.29745,1.0061,3.0543,0
1.2882,3.1925,0.31212,1.2882,3.1925,0
1.6879,3.2645,0.32122,1.6879,3.2645,0
1.6728,3.4674,0.34108,1.6728,3.4674,0
0.2978,3.2982,0.31524,0.2978,3.2982,0
0.32092,3.3618,0.32058,0.32092,3.3618,0
0.38704,3.255,0.31204,0.38704,3.255,0
0.22716,3.3316,0.31769,0.22716,3.3316,0
0.26435,3.2403,0.31027,0.26435,3.2403,0
0.25855,3.3913,0.32263,0.25855,3.3913,0
0.35663,3.4204,0.32553,0.35663,3.4204,0
0.29839,3.4479,0.32732,0.29839,3.4479,0
0.20763,3.4341,0.32575,0.20763,3.4341,0
0.17418,3.3934,0.32244,0.17418,3.3934,0
0.34946,3.2007,0.30722,0.34946,3.2007,0
0.41596,3.1708,0.30493,0.41596,3.1708,0
0.42442,3.2209,0.30931,0.42442,3.2209,0
0.56145,3.1813,0.30658,0.56145,3.1813,0
0.47641,3.2278,0.31018,0.47641,3.2278,0
0.60356,3.2683,0.31449,0.60356,3.2683,0
0.30277,3.2397,0.31036,0.30277,3.2397,0
0.5068,3.1082,0.29983,0.5068,3.1082,0
0.79373,3.9337,0.37305,0.79373,3.9337,0
0.91703,3.9294,0.37587,0.91703,3.9294,0
1.3785,3.9569,0.38676,1.3785,3.9569,0
1.4522,3.7644,0.36861,1.4522,3.7644,0
0.19455,3.1641,0.30359,0.19455,3.1641,0
0.19605,3.1199,0.2998,0.19605,3.1199,0
0.13321,3.1552,0.30271,0.13321,3.1552,0
0.45274,3.9443,0.36312,0.45274,3.9443,0
0.49824,3.9522,0.36508,0.49824,3.9522,0
0.52312,3.9827,0.36772,0.52312,3.9827,0
0.4109,3.8044,0.35391,0.4109,3.8044,0
0.47134,3.7907,0.35429,0.47134,3.7907,0
0.44604,3.8753,0.35902,0.44604,3.8753,0
0.51839,3.8705,0.36065,0.51839,3.8705,0
0.68636,3.2154,0.31036,0.68636,3.2154,0
0.74117,3.3191,0.31999,0.74117,3.3191,0
0.81493,3.1757,0.3076,0.81493,3.1757,0
0.92769,3.241,0.31433,0.92769,3.241,0
0.85243,3.0208,0.29355,0.85243,3.0208,0
0.84555,3.3956,0.32772,0.84555,3.3956,0
0.81769,3.5858,0.34419,0.81769,3.5858,0
0.94992,3.4722,0.33566,0.94992,3.4722,0
0.96079,3.6871,0.35518,0.96079,3.6871,0
0.91441,3.839,0.36786,0.91441,3.839,0
0.20521,3.5674,0.33564,0.20521,3.5674,0
0.20821,3.6145,0.33892,0.20821,3.6145,0
0.22295,3.4741,0.32888,0.22295,3.4741,0
0.20642,3.5008,0.3308,0.20642,3.5008,0
0.39697,3.7261,0.3486,0.39697,3.7261,0
0.36045,3.8127,0.35337,0.36045,3.8127,0
0.53844,3.6738,0.34718,0.53844,3.6738,0
0.59855,3.7751,0.35589,0.59855,3.7751,0
0.49502,3.6847,0.3473,0.49502,3.6847,0
0.47687,3.7469,0.35142,0.47687,3.7469,0
3.2809,7.0684,0.70828,3.2809,7.0684,0
0.31069,3.5853,0.33774,0.31069,3.5853,0
0.2364,3.5527,0.33479,0.2364,3.5527,0
0.28638,3.5292,0.33343,0.28638,3.5292,0
0.35654,3.5638,0.33661,0.35654,3.5638,0
0.38282,3.6219,0.34115,0.38282,3.6219,0
0.3504,3.6473,0.34256,0.3504,3.6473,0
0.32727,3.6807,0.34456,0.32727,3.6807,0
0.31738,3.629,0.34091,0.31738,3.629,0
0.13153,3.4135,0.32387,0.13153,3.4135,0
0.18319,3.2051,0.30706,0.18319,3.2051,0
0.43335,3.6117,0.34103,0.43335,3.6117,0
0.4108,3.6846,0.34597,0.4108,3.6846,0
0.41285,3.5391,0.33531,0.41285,3.5391,0
0.33636,3.5057,0.33205,0.33636,3.5057,0
0.3822,3.4842,0.33077,0.3822,3.4842,0
0.46376,3.5088,0.33347,0.46376,3.5088,0
0.50546,3.5819,0.33967,0.50546,3.5819,0
0.45097,3.4769,0.33081,0.45097,3.4769,0
0.5043,3.3883,0.32402,0.5043,3.3883,0
0.65324,3.6568,0.34771,0.65324,3.6568,0
0.75447,3.1523,0.30509,0.75447,3.1523,0
0.63159,3.1194,0.30144,0.63159,3.1194,0
0.70172,3.0575,0.29619,0.70172,3.0575,0
0.62134,3.5962,0.34235,0.62134,3.5962,0
0.65347,3.5196,0.33646,0.65347,3.5196,0
0.54745,3.5587,0.33838,0.54745,3.5587,0
0.55966,3.4938,0.33326,0.55966,3.4938,0
0.67755,3.4323,0.32931,0.67755,3.4323,0
0.67748,3.5605,0.34017,0.67748,3.5605,0
0.78362,3.4468,0.33165,0.78362,3.4468,0
0.7676,3.5447,0.33998,0.7676,3.5447,0
0.58586,3.4254,0.32783,0.58586,3.4254,0
0.49682,3.4804,0.33152,0.49682,3.4804,0
0.51709,3.4201,0.32677,0.51709,3.4201,0
0.57685,3.33,0.31965,0.57685,3.33,0
0.69566,3.3498,0.32232,0.69566,3.3498,0
0.44325,3.4362,0.32746,0.44325,3.4362,0
0.41261,3.3813,0.32275,0.41261,3.3813,0
0.44663,3.3171,0.31763,0.44663,3.3171,0
0.36037,3.3431,0.31927,0.36037,3.3431,0
0.39343,3.2897,0.31501,0.39343,3.2897,0
0.48492,3.2688,0.31376,0.48492,3.2688,0
0.55262,3.2824,0.31536,0.55262,3.2824,0
0.25767,3.4813,0.32964,0.25767,3.4813,0
0.12495,3.1935,0.30596,0.12495,3.1935,0
0.55354,3.799,0.35664,0.55354,3.799,0
0.64375,3.8929,0.36567,0.64375,3.8929,0
0.56018,3.878,0.36228,0.56018,3.878,0
0.57991,3.973,0.3692,0.57991,3.973,0
0.65539,3.9932,0.37326,0.65539,3.9932,0
0.82295,3.7927,0.362,0.82295,3.7927,0
0.75313,3.6565,0.34929,0.75313,3.6565,0
0.63711,3.814,0.35965,0.63711,3.814,0
0.69504,3.9433,0.37092,0.69504,3.9433,0
0.72349,3.7953,0.36013,0.72349,3.7953,0
0.67525,4.0834,0.38042,0.67525,4.0834,0
0.78194,4.045,0.38171,0.78194,4.045,0
0.61463,4.0157,0.37326,0.61463,4.0157,0
0.74044,4.0492,0.38054,0.74044,4.0492,0
0.76309,4.0881,0.38445,0.76309,4.0881,0
0.81078,4.1307,0.38982,0.81078,4.1307,0
0.85417,4.0789,0.38706,0.85417,4.0789,0
0.85992,4.1146,0.39034,0.85992,4.1146,0
0.90392,4.1262,0.39291,0.90392,4.1262,0
1.0059,4.1971,0.40285,1.0059,4.1971,0
1.061,3.7694,0.3642,1.061,3.7694,0
1.0605,3.5553,0.34446,1.0605,3.5553,0
1.0974,3.6449,0.3532,1.0974,3.6449,0
1.06,3.9267,0.37874,1.06,3.9267,0
1.2394,3.7762,0.36738,1.2394,3.7762,0
1.2528,3.9126,0.3807,1.2528,3.9126,0
0.92945,3.9763,0.38033,0.92945,3.9763,0
1.0452,4.0319,0.38823,1.0452,4.0319,0
1.0529,3.3192,0.32251,1.0529,3.3192,0
1.1843,3.4039,0.33151,1.1843,3.4039,0
1.0689,3.2213,0.31348,1.0689,3.2213,0
1.2173,3.1497,0.30763,1.2173,3.1497,0
0.095512,2.773,0.26872,0.095512,2.773,0
0.019718,2.5178,0.24501,0.019718,2.5178,0
0.071076,2.5518,0.24823,0.071076,2.5518,0
0.15677,2.6149,0.25416,0.15677,2.6149,0
0.1288,2.6627,0.25858,0.1288,2.6627,0
0.10384,2.625,0.25508,0.10384,2.625,0
0.26391,2.666,0.25902,0.26391,2.666,0
0.57697,3.0539,0.29528,0.57697,3.0539,0
0.26359,3.1079,0.29892,0.26359,3.1079,0
0.33067,3.1391,0.30184,0.33067,3.1391,0
0.40544,3.1053,0.29915,0.40544,3.1053,0
0.39098,3.1474,0.30278,0.39098,3.1474,0
0.3224,3.1775,0.30513,0.3224,3.1775,0
0.26003,3.1695,0.30423,0.26003,3.1695,0
0.53116,2.9847,0.28883,0.53116,2.9847,0
0.58177,2.9278,0.28382,0.58177,2.9278,0
0.64175,2.9926,0.28999,0.64175,2.9926,0
0.93335,2.9754,0.2897,0.93335,2.9754,0
0.92717,2.8022,0.27335,0.92717,2.8022,0
1.4445,2.8357,0.27843,1.4445,2.8357,0
1.1805,2.5441,0.24942,1.1805,2.5441,0
1.4568,2.5999,0.25555,1.4568,2.5999,0
1.1338,2.2325,0.21918,1.1338,2.2325,0
1.7029,3.0616,0.3014,1.7029,3.0616,0
1.923,3.1321,0.30913,1.923,3.1321,0
1.8883,3.3605,0.33159,1.8883,3.3605,0
1.866,3.4812,0.34344,1.866,3.4812,0
2.1021,3.3781,0.33415,2.1021,3.3781,0
1.8438,3.6018,0.35531,1.8438,3.6018,0
1.6506,3.588,0.35282,1.6506,3.588,0
1.733,2.6557,0.26172,1.733,2.6557,0
1.718,2.8586,0.28157,1.718,2.8586,0
1.9744,2.6625,0.26296,1.9744,2.6625,0
1.9577,2.9036,0.28669,1.9577,2.9036,0
1.4352,3.0879,0.30282,1.4352,3.0879,0
2.2242,2.9584,0.2928,2.2242,2.9584,0
2.2405,2.4535,0.24281,2.2405,2.4535,0
1.9979,2.3974,0.23687,1.9979,2.3974,0
2.2054,2.6638,0.26357,2.2054,2.6638,0
1.4805,2.269,0.22333,1.4805,2.269,0
1.7538,2.3578,0.23253,1.7538,2.3578,0
2.4181,2.4351,0.24125,2.4181,2.4351,0
2.4282,2.6397,0.26157,2.4282,2.6397,0
2.4563,2.9034,0.28782,2.4563,2.9034,0
2.3421,3.4913,0.3462,2.3421,3.4913,0
2.5311,3.4756,0.34509,2.5311,3.4756,0
2.3023,3.3021,0.32718,2.3023,3.3021,0
2.5025,3.2261,0.32007,2.5025,3.2261,0
0.15598,2.6997,0.26202,0.15598,2.6997,0
0.1559,2.7592,0.2675,0.1559,2.7592,0
0.23084,2.6992,0.26205,0.23084,2.6992,0
0.36408,2.6086,0.2538,0.36408,2.6086,0
0.48883,2.6872,0.26133,0.48883,2.6872,0
0.4191,2.7561,0.26759,0.4191,2.7561,0
0.32478,2.689,0.26122,0.32478,2.689,0
0.43185,2.6737,0.25997,0.43185,2.6737,0
0.62081,2.6647,0.25951,0.62081,2.6647,0
0.58634,2.454,0.23954,0.58634,2.454,0
0.095589,2.6822,0.26037,0.095589,2.6822,0
0.1238,2.7121,0.26314,0.1238,2.7121,0
0.46976,3.0274,0.29246,0.46976,3.0274,0
0.47606,2.9363,0.28426,0.47606,2.9363,0
0.3801,2.978,0.28774,0.3801,2.978,0
0.46767,2.8591,0.27718,0.46767,2.8591,0
0.42343,2.9676,0.28693,0.42343,2.9676,0
0.46879,3.086,0.29769,0.46879,3.086,0
0.39959,3.0442,0.29371,0.39959,3.0442,0
0.34306,3.066,0.29547,0.34306,3.066,0
0.33039,3.0024,0.28978,0.33039,3.0024,0
0.60474,2.8173,0.27371,0.60474,2.8173,0
0.30774,3.0812,0.2967,0.30774,3.0812,0
0.25861,3.0401,0.29296,0.25861,3.0401,0
0.32552,2.9202,0.28239,0.32552,2.9202,0
0.30895,2.9502,0.28506,0.30895,2.9502,0
0.30603,2.854,0.27636,0.30603,2.854,0
0.36323,2.8757,0.27845,0.36323,2.8757,0
0.34659,2.7911,0.27068,0.34659,2.7911,0
0.42044,2.8975,0.28056,0.42044,2.8975,0
0.37448,2.9439,0.28465,0.37448,2.9439,0
0.22066,2.7355,0.26538,0.22066,2.7355,0
0.24799,2.7705,0.26863,0.24799,2.7705,0
0.72858,2.9191,0.28357,0.72858,2.9191,0
0.79395,2.991,0.29051,0.79395,2.991,0
0.83998,2.7222,0.26551,0.83998,2.7222,0
1.1709,2.6848,0.26295,1.1709,2.6848,0
1.0442,2.8138,0.27488,1.0442,2.8138,0
1.3029,2.8306,0.27743,1.3029,2.8306,0
1.573,3.2356,0.31784,1.573,3.2356,0
1.426,3.3402,0.32716,1.426,3.3402,0
0.17485,6.2817,0.65467,0.17485,6.2817,0
0.17817,6.334,0.65786,0.17817,6.334,0
0.23449,6.2383,0.65153,0.23449,6.2383,0
0.26493,6.1655,0.64715,0.26493,6.1655,0
0.50554,5.9567,0.62958,0.50554,5.9567,0
0.3976,6.2766,0.65152,0.3976,6.2766,0
0.35905,6.3745,0.65882,0.35905,6.3745,0
0.29044,6.3457,0.6576,0.29044,6.3457,0
0.36486,6.1687,0.64539,0.36486,6.1687,0
0.47593,6.1645,0.64263,0.47593,6.1645,0
0.40256,6.0924,0.64028,0.40256,6.0924,0
0.58433,6.179,0.64103,0.58433,6.179,0
0.52255,6.2974,0.6509,0.52255,6.2974,0
0.2717,6.2587,0.65225,0.2717,6.2587,0
0.36421,6.2668,0.6514,0.36421,6.2668,0
0.31247,6.3105,0.655,0.31247,6.3105,0
0.31598,6.1781,0.6469,0.31598,6.1781,0
0.24545,6.3118,0.65585,0.24545,6.3118,0
0.60703,5.9098,0.62218,0.60703,5.9098,0
0.51497,6.0112,0.63216,0.51497,6.0112,0
0.42836,6.052,0.63742,0.42836,6.052,0
0.50269,6.1037,0.63809,0.50269,6.1037,0
0.67444,5.9779,0.62392,0.67444,5.9779,0
0.67638,5.9077,0.61881,0.67638,5.9077,0
0.58481,6.002,0.62895,0.58481,6.002,0
0.57139,5.946,0.62602,0.57139,5.946,0
0.23498,6.4651,0.66647,0.23498,6.4651,0
0.12226,6.4974,0.66939,0.12226,6.4974,0
0.063421,6.4836,0.66854,0.063421,6.4836,0
0.11529,6.4597,0.66668,0.11529,6.4597,0
0.1172,6.656,0.68161,0.1172,6.656,0
0.14604,6.6006,0.67714,0.14604,6.6006,0
0.71496,5.8754,0.61469,0.71496,5.8754,0
0.69344,6.077,0.63061,0.69344,6.077,0
0.59332,6.0656,0.63286,0.59332,6.0656,0
0.69273,6.1936,0.63962,0.69273,6.1936,0
0.79974,5.9894,0.62041,0.79974,5.9894,0
0.77637,6.0608,0.62693,0.77637,6.0608,0
0.52347,6.0748,0.63567,0.52347,6.0748,0
1.0125,5.8275,0.59919,1.0125,5.8275,0
1.2051,5.918,0.60351,1.2051,5.918,0
1.2342,5.6653,0.57726,1.2342,5.6653,0
1.3393,5.779,0.58717,1.3393,5.779,0
0.76392,5.7969,0.60619,0.76392,5.7969,0
0.80636,5.9126,0.61385,0.80636,5.9126,0
0.79973,6.2154,0.63911,0.79973,6.2154,0
0.78717,6.3336,0.64931,0.78717,6.3336,0
0.6475,6.3183,0.65036,0.6475,6.3183,0
0.47341,6.0691,0.63689,0.47341,6.0691,0
0.42124,6.0176,0.63596,0.42124,6.0176,0
0.9502,6.001,0.61708,0.9502,6.001,0
0.96531,6.3333,0.64657,0.96531,6.3333,0
1.1057,6.0794,0.62091,1.1057,6.0794,0
1.3978,5.9792,0.60661,1.3978,5.9792,0
1.515,6.2353,0.63076,1.515,6.2353,0
0.5941,6.5851,0.67295,0.5941,6.5851,0
0.70102,6.4937,0.66409,0.70102,6.4937,0
0.52434,6.5418,0.66999,0.52434,6.5418,0
0.6275,6.4392,0.66043,0.6275,6.4392,0
0.74489,6.7053,0.68214,0.74489,6.7053,0
0.48718,6.6765,0.68154,0.48718,6.6765,0
0.94065,6.5366,0.66523,0.94065,6.5366,0
0.84277,6.6209,0.67378,0.84277,6.6209,0
0.99792,6.7352,0.68296,0.99792,6.7352,0
0.91142,6.858,0.6949,0.91142,6.858,0
1.253,6.8292,0.69016,1.253,6.8292,0
1.0401,6.431,0.65451,1.0401,6.431,0
1.1417,6.5504,0.66457,1.1417,6.5504,0
1.0166,6.6334,0.67339,1.0166,6.6334,0
1.3101,7.3911,0.74395,1.3101,7.3911,0
1.6147,5.7605,0.58195,1.6147,5.7605,0
1.7323,5.9066,0.59598,1.7323,5.9066,0
2.0942,5.8517,0.58837,2.0942,5.8517,0
0.18134,6.5373,0.67214,0.18134,6.5373,0
0.13886,6.4307,0.66455,0.13886,6.4307,0
0.2032,6.4412,0.66495,0.2032,6.4412,0
0.23592,6.5694,0.67435,0.23592,6.5694,0
0.19665,6.633,0.67954,0.19665,6.633,0
0.27998,6.499,0.66869,0.27998,6.499,0
0.26816,6.4018,0.66168,0.26816,6.4018,0
0.32588,6.4377,0.66375,0.32588,6.4377,0
0.34682,6.5496,0.67212,0.34682,6.5496,0
0.30853,6.6145,0.67754,0.30853,6.6145,0
0.38544,6.4827,0.66659,0.38544,6.4827,0
0.43326,6.4219,0.66146,0.43326,6.4219,0
0.41367,6.6002,0.67569,0.41367,6.6002,0
0.46149,6.5393,0.67037,0.46149,6.5393,0
0.50931,6.4785,0.66501,0.50931,6.4785,0
0.56089,6.4272,0.66031,0.56089,6.4272,0
0.50841,6.3563,0.65551,0.50841,6.3563,0
0.35372,6.7121,0.68532,0.35372,6.7121,0
0.31612,6.7787,0.69111,0.31612,6.7787,0
0.4435,6.7587,0.68882,0.4435,6.7587,0
0.46315,6.9346,0.70414,0.46315,6.9346,0
0.51602,6.8436,0.69584,0.51602,6.8436,0
0.36928,6.8865,0.70024,0.36928,6.8865,0
0.41706,6.8042,0.69287,0.41706,6.8042,0
0.55694,6.7199,0.68479,0.55694,6.7199,0
0.68955,6.7455,0.68612,0.68955,6.7455,0
0.1803,6.778,0.69149,0.1803,6.778,0
0.15727,6.8227,0.69533,0.15727,6.8227,0
0.22196,6.3596,0.65918,0.22196,6.3596,0
0.19847,6.4074,0.6626,0.19847,6.4074,0
0.29757,6.2368,0.65057,0.29757,6.2368,0
0.88989,6.4768,0.66041,0.88989,6.4768,0
0.90353,6.3671,0.65047,0.90353,6.3671,0
0.77138,6.4473,0.65926,0.77138,6.4473,0
2.6254,5.434,0.54439,2.6254,5.434,0
2.208,5.6319,0.56545,2.208,5.6319,0
3.125,7.9658,0.79788,3.125,7.9658,0
2.8337,7.5081,0.75259,2.8337,7.5081,0
3.097,7.3028,0.73185,3.097,7.3028,0
2.7533,7.0471,0.70677,2.7533,7.0471,0
2.2915,7.088,0.71166,2.2915,7.088,0
2.3372,7.4539,0.74789,2.3372,7.4539,0
2.9575,6.8218,0.68397,2.9575,6.8218,0
0.12061,7.0738,0.71737,0.12061,7.0738,0
0.12865,7.2002,0.7288,0.12865,7.2002,0
1.1883,4.9905,0.49896,1.1883,4.9905,0
0.30014,6.8754,0.6995,0.30014,6.8754,0
0.34882,6.9864,0.70914,0.34882,6.9864,0
0.19476,6.9022,0.70209,0.19476,6.9022,0
0.24612,6.9572,0.70681,0.24612,6.9572,0
0.22261,6.9794,0.70882,0.22261,6.9794,0
0.231,6.8642,0.69872,0.231,6.8642,0
0.58593,6.8679,0.69764,0.58593,6.8679,0
0.60955,6.959,0.70573,0.60955,6.959,0
0.71134,6.8516,0.6955,0.71134,6.8516,0
0.52055,7.1042,0.71929,0.52055,7.1042,0
0.6328,7.0925,0.71784,0.6328,7.0925,0
0.79567,6.9032,0.69972,0.79567,6.9032,0
0.72576,6.8977,0.6996,0.72576,6.8977,0
0.92686,7.0856,0.71605,0.92686,7.0856,0
0.77983,7.089,0.71697,0.77983,7.089,0
0.81546,7.2708,0.73388,0.81546,7.2708,0
0.64166,7.2581,0.73319,0.64166,7.2581,0
0.4083,7.116,0.72068,0.4083,7.116,0
0.5222,7.2562,0.73331,0.5222,7.2562,0
0.45787,7.2561,0.73345,0.45787,7.2561,0
0.32144,7.0148,0.71175,0.32144,7.0148,0
0.42243,6.9975,0.70992,0.42243,6.9975,0
0.35708,7.3893,0.74602,0.35708,7.3893,0
0.24112,7.3735,0.74468,0.24112,7.3735,0
0.18609,7.1473,0.72393,0.18609,7.1473,0
0.3063,7.1972,0.72831,0.3063,7.1972,0
