  x,     y,   camp
    0.19912E+02,    0.49690E+01,    0.98624E-02
    0.44511E+02,    0.13183E+02,    0.99546E-02
    0.37279E+02,    0.59513E+01,    0.99295E-02
    0.27007E+02,    0.10920E+02,    0.99081E-02
    0.19913E+02,    0.95020E+02,    0.98622E-02
    0.13287E+02,    0.90124E+02,    0.98210E-02
    0.40830E+01,    0.36365E+01,    0.97846E-02
    0.25504E+02,    0.19955E+02,    0.98929E-02
    0.45944E+02,    0.45968E+02,    0.10064E-01
    0.32049E+02,    0.52594E+02,    0.10160E-01
    0.34589E+02,    0.57950E+02,    0.10072E-01
    0.40830E+01,    0.96364E+02,    0.97845E-02
    0.68921E+01,    0.91468E+02,    0.98012E-02
    0.13880E+02,    0.81821E+02,    0.97422E-02
    0.45084E+02,    0.69084E+02,    0.10013E-01
    0.45944E+02,    0.54134E+02,    0.10063E-01
    0.41028E+02,    0.59700E+02,    0.10082E-01
    0.37269E+02,    0.94113E+02,    0.99294E-02
    0.44501E+02,    0.86881E+02,    0.99545E-02
    0.26998E+02,    0.89133E+02,    0.99078E-02
    0.39585E+02,    0.75780E+02,    0.99856E-02
    0.12776E+01,    0.27376E+02,    0.90278E-02
    0.20208E+01,    0.22238E+02,    0.94263E-02
    0.32984E+01,    0.25278E+02,    0.92250E-02
    0.28078E+01,    0.14861E+02,    0.96629E-02
    0.48286E+01,    0.18840E+02,    0.96109E-02
    0.13285E+02,    0.98640E+01,    0.98212E-02
    0.68908E+01,    0.85315E+01,    0.98013E-02
    0.18310E+02,    0.28181E+02,    0.97585E-02
    0.14073E+02,    0.30015E+02,    0.96098E-02
    0.18990E+02,    0.22289E+02,    0.98293E-02
    0.13866E+02,    0.18150E+02,    0.97419E-02
    0.94924E+01,    0.20795E+02,    0.96665E-02
    0.40962E+02,    0.40553E+02,    0.10086E-01
    0.30795E+02,    0.26238E+02,    0.99748E-02
    0.45018E+02,    0.31068E+02,    0.10013E-01
    0.39529E+02,    0.24436E+02,    0.99865E-02
    0.28090E+01,    0.85138E+02,    0.96630E-02
    0.30866E+02,    0.73957E+02,    0.99718E-02
    0.19019E+02,    0.77661E+02,    0.98290E-02
    0.25511E+02,    0.80077E+02,    0.98933E-02
    0.21526E+02,    0.45064E+02,    0.10326E-01
    0.20532E+02,    0.47240E+02,    0.10700E-01
    0.11243E+02,    0.28596E+02,    0.94752E-02
    0.61812E+01,    0.26427E+02,    0.93465E-02
    0.95674E+01,    0.25343E+02,    0.93744E-02
    0.27743E+02,    0.32394E+02,    0.99756E-02
    0.21772E+02,    0.32003E+02,    0.99662E-02
    0.19739E+02,    0.35848E+02,    0.99243E-02
    0.21427E+02,    0.39072E+02,    0.10225E-01
    0.31588E+02,    0.48059E+02,    0.10188E-01
    0.34061E+02,    0.42434E+02,    0.10075E-01
    0.29577E+02,    0.37824E+02,    0.10138E-01
    0.25294E+02,    0.40657E+02,    0.10099E-01
    0.26765E+02,    0.47056E+02,    0.10218E-01
    0.24956E+02,    0.44264E+02,    0.10352E-01
    0.95119E+01,    0.79184E+02,    0.96666E-02
    0.48359E+01,    0.81157E+02,    0.96114E-02
    0.18372E+02,    0.71752E+02,    0.97647E-02
    0.13878E+02,    0.33920E+02,    0.95844E-02
    0.16081E+02,    0.35932E+02,    0.99144E-02
    0.22383E+01,    0.29639E+02,    0.86276E-02
    0.83596E+01,    0.33191E+02,    0.86262E-02
    0.87324E+01,    0.30957E+02,    0.92255E-02
    0.63137E+01,    0.29459E+02,    0.89045E-02
    0.43916E+01,    0.30572E+02,    0.87669E-02
    0.20269E+01,    0.77759E+02,    0.94265E-02
    0.95897E+01,    0.74633E+02,    0.93752E-02
    0.21878E+02,    0.67817E+02,    0.99684E-02
    0.30160E+02,    0.62328E+02,    0.10124E-01
    0.27881E+02,    0.67606E+02,    0.99811E-02
    0.96940E+01,    0.39499E+02,    0.91322E-02
